Year	Month	Day	Conc_μg_l	Q_m3_s
2007 	1 	13 	10.0 	23.044 
2007 	2 	12 	9.0 	15.554 
2007 	3 	12 	8.0 	12.866 
2007 	4 	15 	12.0 	15.027 
2007 	5 	9 	12.0 	199.009 
2007 	6 	16 	11.0 	36.090 
2007 	7 	15 	10.0 	22.045 
2007 	8 	11 	8.0 	64.183 
2007 	9 	16 	12.0 	28.645 
2007 	10 	13 	8.0 	69.446 
2007 	11 	17 	7.0 	34.501 
2007 	12 	9 	9.0 	29.938 
2008 	1 	13 	9.0 	21.497 
2008 	2 	17 	10.0 	19.517 
2008 	3 	15 	11.0 	17.389 
2008 	4 	13 	10.0 	16.429 
2008 	5 	14 	21.0 	518.271 
2008 	6 	15 	11.0 	48.722 
2008 	7 	16 	10.0 	45.642 
2008 	8 	16 	10.0 	31.126 
2008 	9 	14 	12.0 	41.520 
2008 	10 	14 	15.0 	47.264 
2008 	11 	16 	11.0 	23.066 
2008 	12 	14 	10.0 	18.053 
2009 	1 	11 	10.0 	13.404 
2009 	2 	14 	10.0 	12.039 
2009 	3 	14 	10.0 	7.246 
2009 	4 	14 	9.0 	10.271 
2009 	5 	15 	23.0 	227.277 
2009 	6 	14 	14.0 	42.620 
2009 	7 	14 	13.0 	17.043 
2009 	8 	16 	15.0 	14.072 
2009 	9 	13 	18.0 	46.918 
2009 	10 	18 	13.0 	17.851 
2009 	11 	14 	11.0 	18.973 
2009 	12 	13 	10.0 	26.125 
2010 	1 	17 	9.0 	14.727 
2010 	2 	13 	10.0 	13.052 
2010 	3 	14 	9.0 	5.531 
2010 	4 	17 	10.0 	12.778 
2010 	5 	16 	16.0 	209.075 
2010 	6 	13 	15.0 	64.038 
2010 	7 	13 	15.0 	55.681 
2010 	8 	15 	13.0 	51.362 
2010 	9 	22 	13.0 	23.477 
2010 	10 	17 	15.0 	24.908 
2010 	11 	14 	12.0 	30.418 
2010 	12 	12 	10.0 	15.601 
2011 	1 	15 	10.0 	7.827 
2011 	2 	13 	9.0 	5.809 
2011 	3 	13 	9.0 	9.903 
2011 	4 	10 	10.0 	9.580 
2011 	5 	15 	18.0 	89.840 
2011 	6 	15 	11.0 	45.723 
2011 	7 	10 	12.0 	38.458 
2011 	8 	14 	14.0 	22.605 
2011 	9 	18 	16.0 	220.795 
2011 	10 	16 	15.0 	143.368 
2011 	11 	12 	9.0 	111.805 
2011 	12 	11 	9.0 	45.047 
2012 	1 	14 	8.0 	30.479 
2012 	2 	5 	8.0 	24.269 
2012 	3 	18 	10.0 	18.921 
2012 	4 	15 	11.0 	19.429 
2012 	5 	20 	24.0 	572.495 
2012 	6 	17 	14.0 	94.600 
2012 	7 	11 	14.0 	41.159 
2012 	8 	12 	13.0 	30.257 
2012 	9 	16 	14.0 	61.032 
2012 	10 	13 	13.0 	201.779 
2012 	11 	17 	10.0 	55.653 
2012 	12 	15 	10.0 	30.094 
2013 	1 	13 	10.0 	23.257 
2013 	2 	10 	9.0 	18.713 
2013 	3 	10 	10.0 	16.370 
2013 	4 	13 	11.0 	12.930 
2013 	5 	12 	17.0 	278.232 
2013 	6 	16 	17.0 	48.736 
2013 	7 	15 	14.0 	41.428 
2013 	8 	11 	13.0 	30.441 
2013 	9 	15 	13.0 	15.690 
2013 	10 	12 	15.0 	53.641 
2013 	11 	17 	12.0 	34.068 
2013 	12 	14 	10.0 	22.069 
2014 	1 	11 	10.0 	24.967 
2014 	2 	15 	9.4 	17.138 
2014 	3 	23 	9.7 	19.887 
2014 	4 	21 	12.1 	29.592 
2014 	5 	17 	14.4 	226.815 
2014 	6 	16 	15.5 	68.395 
2014 	7 	12 	12.9 	30.184 
2014 	8 	17 	13.2 	34.140 
2014 	9 	14 	13.2 	23.382 
2014 	10 	19 	13.4 	11.775 
2014 	11 	16 	12.1 	22.474 
2014 	12 	14 	11.4 	14.169 
2015 	1 	17 	10.4 	13.666 
2015 	2 	15 	10.8 	12.316 
2015 	3 	15 	8.6 	12.186 
2015 	4 	12 	10.8 	13.839 
2015 	5 	17 	20.4 	504.650 
2015 	6 	14 	14.7 	89.219 
2015 	7 	14 	12.3 	132.446 
2015 	8 	15 	15.1 	58.158 
2015 	9 	13 	15.7 	35.324 
2015 	10 	13 	14.3 	46.193 
2015 	11 	15 	11.0 	38.887 
2015 	12 	15 	10.7 	29.442 
2016 	1 	17 	9.6 	18.998 
2016 	2 	16 	9.3 	16.438 
2016 	3 	14 	9.1 	15.171 
2016 	4 	20 	11.0 	28.179 
2016 	5 	16 	20.8 	333.625 
2016 	6 	15 	14.7 	44.330 
2016 	7 	12 	13.0 	140.705 
2016 	8 	14 	12.7 	68.207 
2016 	9 	14 	15.1 	64.509 
2016 	10 	16 	13.6 	49.155 
2016 	11 	14 	11.2 	20.747 
2016 	12 	13 	10.4 	21.610 
2017 	1 	16 	9.7 	19.125 
2017 	2 	15 	8.8 	15.955 
2017 	3 	15 	9.7 	14.869 
2017 	4 	17 	9.1 	15.829 
2017 	5 	14 	13.2 	60.545 
2017 	6 	15 	16.8 	65.030 
