Year	Month	Day	Conc_μg_l	Q_m3_s
2007 	1 	15 	18.0 	35.434 
2007 	2 	14 	14.0 	8.025 
2007 	3 	13 	26.0 	13.347 
2007 	4 	16 	13.0 	4.040 
2007 	5 	15 	9.0 	4.276 
2007 	6 	14 	11.0 	1.425 
2007 	7 	16 	22.0 	11.960 
2007 	8 	15 	33.0 	3.906 
2007 	9 	17 	23.0 	11.851 
2007 	10 	15 	16.0 	6.042 
2007 	11 	14 	51.0 	7.963 
2007 	12 	17 	15.0 	8.849 
2008 	1 	15 	15.0 	16.795 
2008 	2 	13 	14.0 	9.638 
2008 	3 	12 	16.0 	21.607 
2008 	4 	15 	14.0 	7.648 
2008 	5 	14 	13.0 	1.881 
2008 	6 	16 	24.0 	0.906 
2008 	7 	9 	190.0 	1.800 
2008 	8 	18 	22.0 	4.428 
2008 	9 	15 	21.0 	7.683 
2008 	10 	13 	16.0 	9.393 
2008 	11 	17 	19.0 	24.804 
2008 	12 	15 	14.0 	8.582 
2009 	1 	14 	26.0 	17.410 
2009 	2 	16 	28.0 	3.982 
2009 	3 	16 	14.0 	6.980 
2009 	4 	16 	14.0 	2.991 
2009 	5 	13 	15.0 	4.498 
2009 	6 	15 	21.0 	5.813 
2009 	7 	20 	32.0 	3.523 
2009 	8 	17 	25.0 	5.088 
2009 	9 	16 	20.0 	2.793 
2009 	10 	14 	20.0 	6.471 
2009 	11 	16 	17.0 	10.499 
2009 	12 	15 	30.0 	7.011 
2010 	1 	14 	23.0 	3.421 
2010 	2 	16 	13.0 	1.893 
2010 	3 	15 	13.0 	2.920 
2010 	4 	15 	13.0 	5.635 
2010 	5 	17 	15.0 	6.070 
2010 	6 	9 	43.0 	5.065 
2010 	7 	13 	23.0 	1.772 
2010 	8 	16 	31.0 	22.359 
2010 	9 	15 	23.0 	8.784 
2010 	10 	19 	36.0 	7.354 
2010 	11 	16 	14.0 	18.095 
2010 	12 	15 	12.0 	5.202 
2011 	1 	17 	47.0 	14.928 
2011 	2 	15 	11.0 	13.574 
2011 	3 	14 	16.0 	9.239 
2011 	4 	14 	13.0 	8.876 
2011 	5 	16 	13.0 	2.142 
2011 	6 	14 	16.0 	2.013 
2011 	7 	13 	18.0 	2.051 
2011 	8 	17 	27.0 	11.169 
2011 	9 	15 	24.0 	15.283 
2011 	10 	17 	19.0 	8.540 
2011 	11 	17 	17.0 	3.768 
2011 	12 	15 	17.0 	24.045 
2012 	1 	16 	13.0 	14.843 
2012 	2 	15 	12.0 	3.175 
2012 	3 	15 	13.0 	7.515 
2012 	4 	17 	10.0 	7.081 
