Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2005      1         4         0.02                0.13                2.22                
2005      2         2         0.01                0.15                1.54                
2005      3         7         0.03                0.09                1.76                
2005      4         11        0.02                0.05                1.85                
2005      5         2         0.01                0.06                1.62                
2005      6         6         0.06                0.09                1.76                
2005      7         6         0.03                0.14                2.25                
2005      8         9         0.04                0.57                12.46               
2005      9         12        0.04                0.57                33.18               
2005      10        3         0.01                0.47                15.2                
2005      11        8         0.03                0.63                9.91                
2005      12        7         0.39                0.11                1.68                
2006      1         11        0.03                0.09                1.54                
2006      2         7         0.003               0.09                1.48                
2006      3         9         0.03                0.03                1.5                 
2006      4         10        0.01                0.13                1.54                
2006      5         8         0.01                0.11                1.89                
2006      6         1         0.02                0.06                1.81                
2006      7         6         0.02                0.12                2.66                
2006      8         1         0.02                0.44                12.74               
2006      9         11        0.05                0.36                9.44                
2006      10        4         0.02                0.44                8.74                
2006      11        8         0.01                0.04                1.76                
2006      12        12        0.006               0.05                1.36                
2007      1         18        0.01                0.08                1.41                
2007      2         8         0.01                0.08                1.49                
2007      3         5         0.01                0.05                1.37                
2007      4         11        0.03                0.12                1.38                
2007      5         7         0.02                0.75                1.73                
2007      6         14        0.13                0.42                28.41               
2007      7         16        0.45                0.65                161.59              
2007      8         21        0.04                0.69                152.07              
2007      9         11        0.05                0.53                36.74               
2007      10        8         0.03                0.68                95.98               
2007      11        7         0.05                1.3                 978.32              
2007      12        10        0.07                0.13                2.47                
2008      1         9         0.03                0.07                1.61                
2008      2         19        0.01                0.02                1.56                
2008      3         11        0.006               0.01                1.6                 
2008      4         8         0.01                0.08                1.74                
2008      5         13        0.03                0.05                1.82                
2008      6         5         0.03                0.05                1.82                
2008      7         22        0.07                0.38                13.85               
2008      8         7         0.02                0.72                36.13               
2008      9         11        0.02                0.59                50.58               
2008      10        14        0.03                0.45                12.14               
2008      11        17        0.01                0.17                2.0                 
2008      12        8         0.007               0.08                1.86                
2009      1         15        0.008               0.16                1.28                
2009      2         17        0.01                0.13                1.44                
2009      3         18        0.02                0.08                1.68                
2009      4         20        0.01                0.09                1.77                
2009      5         18        0.03                0.11                1.89                
2009      6         11        0.28                0.52                9.97                
2009      7         29        0.024               0.98                485.19              
2009      8         13        0.04                0.54                141.55              
2009      9         10        0.029               0.69                296.45              
2009      10        14        0.028               0.38                41.13               
2009      11        16        0.076               0.22                2.85                
2009      12        10        0.036               0.15                2.06                
2010      1         12        0.004               0.06                1.6                 
2010      2         9         0.011               0.4                 1.81                
2010      3         10        0.004               0.09                1.54                
2010      4         14        0.079               0.05                1.89                
2010      5         13        0.05                0.06                1.92                
2010      6         8         0.047               0.01                2.03                
2010      7         15        0.18                0.75                91.02               
2010      8         18        0.025               0.78                357.48              
2010      9         22        0.019               0.75                68.94               
2010      10        13        0.073               0.38                13.07               
2010      11        9         0.033               0.43                5.44                
2010      12        14        0.003               0.5                 5.65                
2011      1         11        0.019               0.26                2.97                
2011      2         9         0.036               0.39                2.95                
2011      3         15        0.025               0.37                2.95                
2011      4         12        0.02                0.22                5.1                 
2011      5         11        0.02                0.67                20.71               
2011      6         14        0.006               0.61                63.65               
2011      7         13        0.37                2.2                 334.71              
2011      8         8         0.019               1.2                 328.95              
2011      9         13        0.01                0.87                86.18               
2011      10        11        0.033               0.99                93.73               
2011      11        17        0.058               0.54                4.93                
2011      12        13        0.025               0.24                2.15                
2012      1         9         0.01                0.14                1.96                
2012      2         14        0.01                0.08                1.8                 
2012      3         14        0.003               0.1                 1.81                
2012      4         12        0.005               0.08                1.87                
2012      5         9         0.012               0.09                2.06                
2012      6         13        0.038               0.39                7.47                
2012      7         16        0.024               1.4                 361.77              
2012      8         13        0.015               0.86                113.55              
2012      9         10        0.008               1.3                 409.11              
2012      10        9         0.012               0.52                26.56               
2012      11        14        0.009               0.29                3.18                
2012      12        10        0.003               0.05                1.98                
2013      1         7         0.003               0.07                1.82                
2013      2         18        0.005               0.11                1.68                
