Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2005      1         5         0.01                0.97                37.32               
2005      2         1         0.003               0.91                41.7                
2005      3         2         0.02                0.8                 46.1                
2005      4         7         0.004               0.6                 19.13               
2005      5         5         0.03                0.52                40.78               
2005      6         2         0.007               0.49                75.83               
2005      7         7         0.41                0.4                 74.1                
2005      8         3         0.09                0.51                120.58              
2005      9         1         0.14                0.63                146.94              
2005      10        5         0.6                 0.95                249.55              
2005      11        2         0.29                1.3                 229.53              
2005      12        5         0.005               0.68                36.07               
2006      1         3         0.01                0.71                10.72               
2006      2         2         0.02                0.79                6.68                
2006      3         2         0.02                2.8                 7.19                
2006      4         4         0.03                0.84                8.26                
2006      5         3         0.01                0.48                100.02              
2006      6         1         0.22                0.5                 48.2                
2006      7         5         0.13                0.61                54.66               
2006      8         2         0.75                0.85                70.57               
2006      9         6         0.11                0.55                52.46               
2006      10        4         0.008               0.49                47.65               
2006      11        14        0.005               0.51                6.98                
2006      12        4         0.01                0.26                7.36                
2007      1         4         0.01                0.69                12.61               
2007      2         1         0.11                0.81                16.28               
2007      3         1         0.02                0.97                7.78                
2007      4         2         0.02                0.76                15.55               
2007      5         7         0.05                0.38                33.19               
2007      6         5         0.28                0.61                88.19               
2007      7         4         0.51                0.52                95.7                
2007      8         6         0.9                 0.65                114.65              
2007      9         3         0.31                0.92                59.5                
2007      10        3         0.01                0.75                103.93              
2007      11        1         0.01                0.68                34.49               
2007      12        3         0.01                0.86                33.62               
2008      1         2         0.13                0.8                 42.51               
2008      2         4         0.009               0.63                8.49                
2008      3         3         0.003               0.65                11.18               
2008      4         1         0.003               1.1                 19.23               
2008      5         1         0.04                0.86                13.45               
2008      6         4         0.4                 0.71                32.89               
2008      7         1         0.003               1.1                 43.31               
2008      7         2         0.02                0.55                47.03               
2008      8         4         0.14                0.58                89.91               
2008      8         6         0.006               0.47                135.48              
2008      9         1         0.41                0.73                105.75              
2008      10        1         0.01                0.71                64.94               
2008      11        5         0.01                0.71                8.32                
2008      12        2         0.009               0.63                15.59               
2009      1         6         0.04                0.76                8.5                 
