Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2005      1         10        0.12                0.61                461.28              
2005      2         15        0.21                1.3                 780.71              
2005      3         15        0.03                0.32                1801.55             
2005      4         12        0.07                0.43                538.54              
2005      5         10        0.1                 0.42                353.66              
2005      6         6         0.06                0.24                378.83              
2005      7         11        0.25                0.51                499.65              
2005      8         9         0.28                1.1                 1057.02             
2005      9         13        0.21                1.4                 3170.18             
2005      10        11        0.14                0.69                599.89              
2005      11        15        0.22                0.95                2080.14             
2005      12        13        0.08                0.66                761.65              
2006      1         11        0.03                0.37                2436.09             
2006      2         13        0.007               0.31                1455.87             
2006      3         8         0.05                0.34                1678.96             
2006      4         10        0.04                0.34                569.21              
2006      5         15        0.08                0.31                422.82              
2006      6         13        0.07                0.33                439.24              
2006      7         18        0.15                0.33                450.17              
2006      8         15        0.16                0.36                413.45              
2006      9         12        0.09                0.26                464.59              
2006      10        10        0.003               0.33                455.15              
2006      11        13        0.01                0.22                426.56              
2006      12        11        0.02                0.43                409.2               
2007      1         9         0.01                0.35                409.19              
2007      2         13        0.02                0.23                434.48              
2007      3         14        0.01                0.38                374.17              
2007      4         16        0.007               0.31                414.4               
2007      5         8         0.01                0.29                369.59              
2007      6         13        0.25                0.5                 375.99              
2007      7         18        0.65                1.1                 484.71              
2007      8         16        0.46                0.69                409.2               
2007      9         19        0.14                0.47                327.82              
2007      10        15        0.007               0.4                 422.42              
2007      11        15        0.01                0.38                325.46              
2007      12        19        0.003               0.48                884.92              
2008      1         15        0.12                0.53                1328.33             
2008      2         11        0.09                0.51                445.35              
2008      3         17        0.01                0.4                 439.9               
2008      4         14        0.03                0.27                376.61              
2008      6         11        0.09                0.31                337.99              
2008      7         9         0.09                0.33                390.48              
2008      8         18        0.22                0.52                376.08              
2008      9         15        0.25                0.73                298.7               
2008      10        13        0.01                0.39                303.7               
2008      11        13        0.006               0.39                359.31              
2008      12        15        0.01                0.36                477.81              
2009      1         20        0.003               0.31                425.0               
2009      2         10        0.003               0.39                458.4               
2009      3         3         0.003               0.31                426.35              
2009      4         6         0.003               0.22                410.86              
2009      5         18        0.01                0.22                388.75              
2009      6         16        0.38                0.49                766.38              
2009      7         14        0.09                0.23                321.04              
2009      8         10        0.219               0.34                246.28              
2009      9         8         0.131               0.46                329.91              
2009      10        5         0.276               0.29                579.09              
2009      11        4         0.153               0.24                379.59              
2009      12        8         0.002               0.14                700.42              
2010      1         19        0.523               0.25                715.27              
2010      2         16        0.002               0.14                648.23              
2010      3         16        0.233               0.44                981.39              
2010      5         19        0.002               0.13                430.69              
2010      6         15        0.132               0.18                451.22              
2010      7         21        0.39                1.5                 2213.46             
2010      8         23        0.36                1.4                 19818.64            
2010      9         23        0.51                0.78                9518.23             
2010      10        20        0.25                0.97                13676.17            
2010      11        15        0.3                 0.69                3534.82             
2010      12        13        0.038               2.0                 47989.05            
2011      1         18        0.2                 1.6                 27984.19            
2011      2         15        0.16                1.5                 11402.67            
2011      3         16        0.21                0.57                3237.71             
2011      4         20        0.17                0.37                4042.62             
2011      5         18        0.25                0.27                5578.3              
2011      6         15        0.28                0.2                 4751.74             
2011      7         19        0.25                0.29                15272.77            
2011      8         16        0.26                0.91                9221.78             
2011      9         20        0.12                0.73                1027.91             
2011      10        18        0.23                0.63                1051.01             
2011      11        15        0.14                0.4                 5284.72             
2011      12        14        0.11                0.41                3149.03             
2012      1         18        0.004               0.44                1619.62             
2012      2         15        0.003               0.38                1299.7              
2012      3         28        0.19                0.51                6825.23             
2012      4         30        0.19                0.3                 4709.8              
2012      5         23        0.17                0.3                 1397.42             
2012      6         21        0.26                0.39                1365.61             
2012      7         12        0.3                 0.38                14099.08            
2012      8         16        0.23                0.84                10290.05            
2012      9         20        0.19                0.44                4873.42             
2012      10        15        0.1                 0.5                 1381.9              
2012      11        22        0.005               0.3                 5602.67             
2012      12        13        0.036               0.38                2767.08             
2013      1         17        0.003               0.26                1717.04             
2013      2         13        0.022               0.32                1531.05             
2013      3         18        0.049               0.31                2293.46             
2013      4         8         0.077               0.33                925.75              
2013      5         13        0.12                0.26                1074.23             
2013      6         20        0.18                0.45                721.53              
2013      7         11        0.15                0.38                690.7               
2013      8         13        0.32                1.2                 6084.87             
2013      9         16        0.21                0.72                1115.07             
2013      10        21        0.075               0.43                1937.85             
2013      11        18        0.11                0.33                6228.29             
2013      12        9         0.088               0.29                6778.15             
2014      1         20        0.02                0.33                2955.08             
2014      2         24        0.003               0.27                1067.73             
2014      3         20        0.029               0.32                1873.3              
2014      4         28        0.059               0.37                922.01              
2014      5         28        0.18                0.39                1101.15             
2014      6         23        0.31                0.9                 1615.33             
2014      7         21        0.29                1.2                 9332.91             
2014      8         27        0.25                0.46                1271.35             
2014      9         24        0.074               0.35                1822.97             
2014      10        21        0.095               0.25                7717.02             
2014      11        20        0.035               0.26                6632.1              
2014      12        16        0.27                0.35                979.0               
2015      1         20        0.003               0.35                2575.16             
2015      2         17        0.042               0.31                3107.27             
2015      3         26        0.1                 0.26                2743.72             
2015      4         21        0.089               0.28                1096.88             
2015      5         26        0.082               0.3                 929.26              
2015      6         24        0.14                0.23                6089.52             
2015      7         23        0.064               0.27                672.07              
2015      8         26        0.23                0.32                1045.6              
2015      9         23        0.072               0.33                885.66              
2015      10        27        0.003               0.28                958.84              
2015      11        19        0.003               0.29                529.99              
2015      12        15        0.003               0.28                655.1               
2016      1         19        0.003               0.4                 598.09              
2016      2         17        0.003               0.38                703.89              
2016      3         22        0.018               0.49                2706.44             
2016      4         26        0.003               0.26                727.34              
2016      5         24        0.035               0.28                660.61              
2016      6         22        0.32                0.63                1402.42             
2016      7         21        0.55                0.98                1617.93             
2016      8         23        0.53                0.65                4613.3              
2016      9         27        0.36                1.1                 9286.27             
2016      10        26        0.31                0.39                6777.2              
2016      11        21        0.039               0.52                1260.12             
2016      12        14        0.003               0.42                1011.55             
2017      1         23        0.003               0.34                1544.72             
2017      2         16        0.008               0.3                 1381.78             
2017      3         23        0.033               0.29                2459.91             
2017      4         27        0.14                0.36                1299.95             
2017      5         25        0.22                0.21                1032.18             
2017      6         26        0.24                0.29                6079.72             
2017      7         24        0.17                0.31                1145.9              
2017      8         21        0.25                1.7                 4934.53             
2017      9         25        0.16                0.42                7668.18             
2017      10        11        0.037               0.34                822.95              
2017      11        21        0.003               0.31                5319.92             
2017      12        18        0.34                1.0                 1333.41             
2018      1         16        0.003               0.45                1274.1              
2018      2         21        0.002               0.001               2022.1              
2018      3         27        0.1                 0.24                2897.06             
2018      4         26        0.086               0.2                 2112.77             
2018      5         24        0.068               0.22                921.96              
2018      6         27        0.44                0.51                7833.88             
2018      7         24        0.14                0.24                1457.78             
2018      8         20        0.25                0.41                1687.13             
2018      9         12        0.19                0.38                768.4               
2018      10        23        0.062               0.54                2754.07             
2018      11        21        0.003               0.27                920.42              
2018      12        19        0.053               0.3                 2918.06             
