Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2005      1         12        0.04                0.27                39.42               
2005      2         9         0.02                0.32                25.14               
2005      3         9         0.01                0.26                22.73               
2005      4         6         0.02                0.22                16.32               
2005      5         4         0.01                0.18                16.24               
2005      6         8         0.04                0.15                14.99               
2005      7         6         0.15                0.24                27.48               
2005      8         3         0.25                0.19                51.68               
2005      9         7         0.12                0.19                41.71               
2005      10        5         0.17                0.26                90.47               
2005      11        9         0.03                0.35                32.89               
2005      12        7         0.26                0.31                231.32              
2006      1         12        0.01                0.24                29.43               
2006      2         9         0.01                0.32                18.96               
2006      3         9         0.01                0.24                8.24                
2006      4         6         0.005               0.13                18.42               
2006      5         4         0.006               0.12                22.81               
2006      6         8         0.32                0.23                380.82              
2006      7         6         0.21                0.19                74.3                
2006      8         10        0.21                0.18                96.65               
2006      9         7         0.13                0.14                72.36               
2006      10        5         0.09                0.18                50.57               
2006      11        16        0.01                0.26                59.49               
2006      12        7         0.02                0.24                11.48               
2007      1         11        0.02                0.44                6.33                
2007      2         8         0.01                0.23                0.61                
2007      3         19        0.01                0.4                 9.72                
2007      4         16        0.01                0.28                7.3                 
2007      5         14        0.02                0.23                9.26                
2007      6         18        0.03                0.21                46.49               
2007      7         16        0.21                0.22                549.98              
2007      8         27        0.16                0.15                69.33               
2007      9         10        0.12                0.15                51.98               
2007      10        15        0.05                0.2                 47.34               
2007      11        12        0.02                0.22                40.12               
2007      12        10        0.003               0.31                25.62               
2008      1         14        0.01                0.29                7.78                
2008      2         11        0.02                0.26                24.1                
2008      3         11        0.08                0.23                12.34               
2008      4         14        0.04                0.24                13.13               
2008      5         12        0.01                0.17                10.87               
2008      6         10        0.006               0.14                11.09               
2008      7         14        0.01                0.18                11.0                
2008      8         18        0.04                0.23                44.79               
2008      9         18        0.03                0.19                16.45               
2008      10        13        0.01                0.25                10.31               
2008      11        17        0.01                0.35                5.33                
2008      12        16        0.07                0.62                990.75              
2009      1         12        0.05                0.21                109.01              
2009      2         16        0.008               0.27                14.49               
2009      3         17        0.005               0.28                9.84                
2009      4         20        0.005               0.2                 8.5                 
2009      5         18        0.009               0.16                7.35                
2009      6         11        0.004               0.14                26.34               
2009      7         22        0.008               0.12                14.96               
2009      8         24        0.005               0.12                10.04               
2009      9         21        0.002               0.16                9.87                
2009      10        19        0.08                0.18                100.31              
2009      11        16        0.014               0.2                 9.03                
2009      12        14        0.01                0.34                11.83               
2010      1         18        0.009               0.16                5.41                
2010      2         15        0.071               0.25                218.42              
2010      3         15        0.058               0.18                11.55               
2010      4         14        0.004               0.16                8.51                
2010      5         20        0.002               0.1                 13.77               
2010      6         23        0.002               0.08                18.15               
2010      7         14        0.026               0.16                16.49               
2010      8         11        0.31                0.24                92.72               
2010      9         15        0.053               0.2                 31.99               
2010      10        14        0.021               0.27                24.94               
2010      11        11        0.007               0.26                22.87               
2010      12        13        0.016               0.54                31.97               
2011      1         13        0.006               0.33                15.94               
2011      2         14        0.003               0.4                 35.43               
2011      3         14        0.008               0.3                 17.67               
2011      4         19        0.003               0.26                44.76               
2011      5         12        0.003               0.18                37.5                
2011      6         20        0.38                0.23                282.17              
2011      7         14        0.35                0.12                71.96               
2011      8         15        0.27                0.23                342.53              
2011      9         15        0.22                0.19                105.1               
2011      10        6         0.16                0.24                104.82              
2011      11        10        0.094               0.28                298.97              
2011      12        19        0.078               0.29                69.7                
2012      1         12        0.04                0.28                67.08               
2012      2         20        0.028               0.33                49.27               
2012      3         15        0.37                0.29                470.46              
2012      4         12        0.17                0.18                121.32              
2012      5         8         0.19                0.17                112.55              
2012      6         26        0.36                0.15                294.51              
2012      7         16        0.34                0.12                168.38              
2012      8         20        0.23                0.4                 834.23              
2012      9         12        0.27                0.24                144.62              
2012      10        11        0.18                0.22                104.19              
2012      11        19        0.11                0.22                90.89               
2012      12        13        0.083               0.26                55.12               
2013      1         10        0.046               0.36                33.25               
2013      2         18        0.008               0.33                15.91               
2013      3         14        0.014               0.35                14.48               
2013      4         15        0.013               0.3                 21.41               
2013      5         16        0.07                0.14                26.81               
2013      6         13        0.071               0.19                56.79               
2013      7         15        0.26                0.15                129.81              
2013      8         15        0.18                0.14                79.89               
2013      9         12        0.11                0.19                57.28               
2013      10        14        0.074               0.16                64.2                
2013      11        14        0.03                0.22                82.52               
2013      12        12        0.036               0.25                52.39               
2014      3         13        0.003               0.37                28.42               
2014      4         7         0.005               0.24                64.76               
2014      5         14        0.19                0.16                82.41               
2014      6         12        1.0                 0.24                302.38              
2014      7         14        0.33                0.18                143.01              
2014      7         15        0.33                0.18                134.61              
2014      8         21        1.2                 0.24                933.78              
2014      9         18        0.67                0.15                508.52              
2014      10        15        1.2                 0.37                1653.89             
2014      11        20        0.4                 0.2                 193.07              
2014      12        8         1.2                 0.44                1357.09             
2015      1         12        0.13                0.37                161.84              
2015      2         12        0.3                 0.29                280.63              
2015      3         16        0.18                0.21                120.53              
2015      4         9         0.87                0.97                2761.53             
2015      5         7         0.54                0.32                485.95              
2015      5         7         0.003               0.02                485.95              
2015      5         7         0.54                0.22                485.95              
2015      6         15        0.4                 0.14                164.84              
2015      7         14        0.63                0.52                3259.33             
2015      8         13        0.46                0.18                334.7               
2015      9         16        0.44                0.11                490.41              
2015      10        15        0.32                0.12                287.47              
2015      11        16        0.25                0.23                225.95              
2015      12        10        0.19                0.18                129.44              
2016      1         14        0.014               0.29                86.9                
2016      2         11        0.081               0.18                88.24               
2016      3         29        0.092               0.19                64.43               
2016      4         18        0.1                 0.16                62.06               
2016      5         10        0.15                0.14                68.41               
2016      6         9         0.74                0.3                 230.61              
2016      7         14        0.57                0.14                567.81              
2016      8         11        0.33                0.14                181.27              
2016      9         14        0.29                0.23                439.15              
2016      10        18        0.29                0.12                258.13              
2016      11        8         0.22                0.13                190.65              
2016      12        6         0.21                0.12                132.57              
2017      1         11        0.099               0.17                92.19               
2017      2         20        0.058               0.18                65.23               
2017      3         16        0.03                0.21                42.44               
2017      4         12        0.2                 0.2                 161.09              
2017      5         11        0.13                0.22                46.53               
2017      6         15        0.16                0.14                54.01               
2017      7         13        0.2                 0.11                44.59               
2017      8         10        0.13                0.15                54.34               
2017      9         13        0.063               0.2                 38.11               
2017      10        11        0.066               0.22                45.73               
2017      11        22        0.024               0.23                25.9                
2017      12        14        0.038               0.28                33.92               
2018      1         11        0.021               0.29                23.56               
2018      2         15        0.014               0.25                14.65               
2018      3         19        0.056               0.14                8.55                
2018      4         12        0.008               0.21                7.25                
2018      5         7         0.003               0.17                7.86                
2018      6         14        0.008               0.16                27.25               
2018      7         11        0.13                0.09                42.91               
2018      8         9         0.075               0.11                25.95               
2018      9         10        0.021               0.2                 29.8                
2018      10        22        0.033               0.32                44.39               
2018      11        14        0.012               0.3                 14.45               
2018      12        12        0.011               0.27                32.21               
