Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2005      1         4         1.1                 0.66                72.48               
2005      2         3         1.0                 0.69                72.89               
2005      3         8         0.48                0.59                54.83               
2005      4         12        1.2                 0.46                42.58               
2005      5         2         0.95                0.46                56.03               
2005      6         7         0.9                 0.45                98.46               
2005      7         11        0.47                0.55                173.16              
2005      8         10        0.37                0.6                 231.94              
2005      9         5         0.21                0.67                361.43              
2005      10        3         0.31                0.73                215.95              
2005      11        8         0.37                0.66                189.93              
2005      12        7         0.76                0.74                57.45               
2006      2         20        0.87                0.88                33.87               
2006      3         9         0.79                0.57                21.41               
2006      4         12        1.6                 0.2                 30.7                
2006      5         17        0.51                0.62                117.38              
2006      6         19        0.79                0.42                76.59               
2006      7         11        0.4                 0.44                136.62              
2006      8         9         0.26                0.36                182.17              
2006      9         11        0.5                 0.62                133.93              
2006      10        4         0.36                0.59                154.96              
2006      11        9         0.92                0.13                25.11               
2006      12        4         0.99                0.45                18.45               
2007      1         18        0.95                0.54                17.16               
2007      2         13        0.84                0.53                32.59               
2007      3         6         1.8                 0.73                19.47               
2007      4         11        1.0                 0.88                20.21               
2007      5         9         2.0                 0.05                38.29               
2007      6         12        0.46                0.65                316.38              
2007      7         19        1.1                 1.2                 1190.2              
2007      8         9         0.23                1.2                 1116.36             
2007      9         12        0.38                1.0                 244.75              
2007      10        11        0.29                0.9                 251.24              
2007      11        20        0.25                1.4                 375.96              
2007      12        13        0.77                0.94                61.89               
2008      1         16        0.66                0.66                23.52               
2008      2         19        0.86                0.55                20.61               
2008      3         13        1.1                 0.41                16.89               
2008      4         16        0.76                0.43                36.9                
2008      5         15        0.73                0.61                41.09               
2008      6         10        0.64                0.62                52.29               
2008      7         24        0.31                0.45                179.58              
2008      8         14        0.24                0.63                338.52              
2008      9         18        0.47                0.82                310.84              
2008      10        8         0.15                0.7                 157.94              
2008      11        17        0.69                0.49                31.17               
2008      12        8         0.82                0.54                31.14               
2009      1         19        1.0                 0.64                22.09               
2009      2         18        1.3                 0.55                20.73               
2009      3         19        0.67                0.51                47.38               
2009      4         21        1.6                 0.39                11.95               
2009      5         19        0.87                0.46                48.84               
2009      6         18        0.44                0.5                 100.37              
2009      7         15        0.27                0.51                619.1               
2009      8         18        0.238               0.95                538.09              
2009      9         15        0.283               1.16                1188.59             
2009      10        20        0.15                1.84                1110.17             
2009      11        17        0.609               0.05                140.98              
2009      12        14        0.378               0.99                74.73               
2010      1         12        0.378               0.64                33.15               
2010      2         11        0.589               0.62                33.33               
2010      3         11        1.06                0.57                22.18               
2010      4         14        0.682               0.18                49.4                
2010      5         20        0.76                0.35                57.48               
2010      6         9         0.226               0.6                 116.36              
2010      7         19        0.45                0.6                 261.09              
2010      8         19        0.69                1.8                 3508.09             
2010      9         16        0.23                2.5                 3918.33             
2010      10        18        0.34                1.6                 424.06              
2010      11        15        0.36                1.1                 243.24              
2010      12        14        0.11                1.8                 10981.17            
2011      1         11        1.1                 1.5                 333.67              
2011      2         10        0.45                2.2                 618.55              
2011      3         15        0.22                1.3                 362.26              
2011      4         13        0.84                1.0                 292.67              
2011      5         16        1.2                 1.1                 570.79              
2011      6         15        0.19                0.97                670.9               
2011      7         13        1.1                 1.3                 3963.79             
2011      8         17        0.24                2.6                 5424.22             
2011      9         14        0.33                1.7                 1424.26             
2011      10        12        0.23                1.4                 1079.08             
2011      11        15        1.1                 1.0                 279.01              
2011      12        14        0.43                0.83                114.22              
2012      1         10        1.0                 0.83                56.56               
2012      2         14        1.3                 0.75                59.72               
2012      3         19        0.99                0.62                55.3                
2012      4         17        0.66                0.69                74.39               
2012      5         16        0.44                0.62                120.43              
2012      6         14        0.35                0.6                 171.31              
2012      7         23        2.8                 1.2                 1479.79             
2012      8         14        1.9                 1.3                 1025.5              
2012      9         12        0.25                2.2                 3197.48             
2012      10        15        0.16                1.3                 870.92              
2012      11        15        0.15                1.1                 301.92              
2012      12        10        0.62                0.74                154.08              
2013      1         24        1.4                 0.62                28.73               
2013      2         18        1.2                 0.52                62.41               
2013      3         13        0.79                0.76                61.6                
2013      4         9         0.71                0.88                112.47              
2013      5         14        0.53                0.64                129.93              
2013      6         13        0.38                0.57                223.52              
2013      7         17        0.46                0.68                417.0               
2013      8         14        0.78                2.1                 5589.9              
2013      9         11        0.31                1.8                 1351.24             
2013      10        7         0.9                 1.3                 1665.02             
2013      11        13        0.49                1.1                 524.68              
2013      12        9         0.39                0.89                197.26              
2014      1         14        0.3                 0.72                72.28               
2014      2         12        0.67                0.68                23.85               
2014      3         13        0.62                0.46                48.12               
2014      4         9         0.29                0.97                119.9               
2014      5         14        1.1                 0.93                171.23              
2014      6         10        0.25                0.52                177.28              
2014      7         14        0.61                1.7                 2890.53             
2014      8         13        0.53                2.1                 2325.48             
2014      9         8         0.48                1.2                 519.38              
2014      10        15        0.15                0.74                196.72              
2014      12        9         0.38                0.62                82.15               
2015      1         12        0.82                0.59                47.22               
2015      2         12        0.79                0.78                49.21               
2015      3         11        0.73                0.01                45.13               
2015      4         15        0.71                0.68                56.85               
2015      5         12        0.51                0.54                91.23               
2015      6         11        0.21                0.53                234.75              
2015      7         16        0.17                0.56                295.95              
2015      8         12        0.28                0.8                 446.92              
2015      9         10        0.47                0.79                478.61              
2015      10        15        0.61                0.46                87.58               
2015      11        11        1.0                 0.57                36.63               
2015      12        7         1.0                 0.51                21.71               
2016      1         13        1.4                 0.5                 19.81               
2016      2         11        1.0                 0.02                17.92               
2016      3         9         1.1                 0.4                 14.82               
2016      4         14        1.5                 0.72                44.66               
2016      5         16        1.2                 0.56                95.51               
2016      6         16        0.31                0.69                189.0               
2016      7         13        0.64                1.8                 2500.88             
2016      8         11        0.69                2.3                 1987.88             
2016      9         15        0.16                1.9                 22596.54            
2016      10        13        0.056               2.6                 5429.96             
2016      11        10        0.36                1.7                 990.33              
2016      12        7         1.3                 1.3                 258.48              
2017      1         16        0.52                0.98                110.94              
2017      2         16        0.69                0.6                 84.14               
2017      3         21        0.45                0.86                115.53              
2017      4         12        0.33                0.27                114.13              
2017      5         18        0.55                0.54                188.2               
2017      6         20        0.38                0.63                288.32              
2017      7         17        0.19                0.65                443.28              
