Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2005      1         12        0.07                0.17                101.61              
2005      2         9         0.07                0.2                 69.39               
2005      3         9         0.09                0.14                92.86               
2005      4         6         0.12                0.12                80.56               
2005      5         4         0.13                0.11                70.52               
2005      6         8         0.18                0.08                61.76               
2005      7         6         0.25                0.18                97.79               
2005      8         3         0.28                0.12                120.47              
2005      9         7         0.21                0.12                107.21              
2005      10        5         0.24                0.17                136.86              
2005      11        9         0.06                0.22                73.5                
2005      12        7         0.21                0.34                179.72              
2006      1         12        0.03                0.18                56.53               
2006      2         9         0.01                0.17                51.1                
2006      3         9         0.02                0.14                36.36               
2006      4         6         0.04                0.12                45.13               
2006      5         4         0.05                0.11                57.39               
2006      6         8         0.4                 0.3                 494.82              
2006      7         6         0.28                0.16                143.35              
2006      8         10        0.27                0.17                167.16              
2006      9         7         0.19                0.12                120.71              
2006      10        5         0.19                0.15                100.01              
2006      11        16        0.13                0.26                114.49              
2006      12        7         0.05                0.12                49.46               
2007      1         11        0.01                0.25                35.96               
2007      2         8         0.01                0.09                19.27               
2007      3         19        0.01                0.23                47.45               
2007      4         16        0.02                0.18                30.26               
2007      5         14        0.06                0.19                37.2                
2007      6         19        0.38                0.25                344.34              
2007      7         16        0.36                0.34                1393.21             
2007      8         13        0.26                0.16                282.39              
2007      9         10        0.17                0.12                124.0               
2007      10        15        0.1                 0.17                112.4               
2007      11        12        0.08                0.17                92.4                
2007      12        10        0.04                0.19                75.55               
2008      1         14        0.01                0.08                40.62               
2008      2         11        0.04                0.12                67.74               
2008      3         11        0.03                0.13                47.56               
2008      4         14        0.02                0.15                41.31               
2008      5         12        0.05                0.12                41.78               
2008      6         10        0.11                0.1                 42.61               
2008      7         14        0.17                0.1                 44.33               
2008      8         18        0.26                0.17                134.43              
2008      9         18        0.14                0.12                57.87               
2008      10        13        0.07                0.14                46.66               
2008      11        17        0.03                0.22                32.76               
2008      12        16        0.25                0.81                1385.36             
2009      1         12        0.1                 0.16                169.24              
2009      2         16        0.03                0.16                51.83               
2009      3         17        0.01                0.18                37.55               
2009      4         20        0.03                0.13                28.27               
2009      5         18        0.05                0.11                21.6                
2009      6         15        0.27                0.33                58.53               
2009      7         22        0.296               0.29                59.28               
2009      8         24        0.127               0.1                 38.59               
2009      9         21        0.136               0.12                50.18               
2009      10        19        0.325               0.05                259.44              
2009      11        16        0.048               0.12                47.79               
2009      12        14        0.02                0.23                50.11               
2010      1         18        0.006               0.11                26.59               
2010      2         15        0.13                0.22                350.82              
2010      3         15        0.032               0.13                39.38               
2010      4         14        0.045               0.09                32.83               
2010      5         20        0.281               0.05                41.72               
2010      6         17        0.261               0.08                84.45               
2010      7         14        0.22                0.11                61.3                
2010      8         11        0.42                0.23                169.11              
2010      9         15        0.22                0.15                100.45              
2010      10        14        0.087               0.15                67.32               
2010      11        11        0.11                0.21                64.66               
2010      12        9         0.049               0.22                136.06              
2011      1         13        0.033               0.18                50.97               
2011      2         14        0.049               0.22                76.23               
2011      3         10        0.038               0.16                31.32               
2011      4         19        0.32                0.24                164.93              
2011      5         12        0.24                0.22                141.81              
2011      6         22        0.43                0.3                 626.33              
2011      7         14        0.25                0.15                204.88              
2011      8         11        0.23                0.62                1532.16             
2011      9         15        0.3                 0.16                305.73              
2011      10        6         0.24                0.22                266.34              
2011      11        10        0.18                0.22                397.76              
2011      12        19        0.18                0.19                171.75              
2012      1         12        0.13                0.21                166.76              
2012      2         14        0.14                0.27                112.05              
2012      3         15        0.28                0.2                 715.4               
2012      4         12        0.21                0.17                239.12              
2012      5         7         0.32                0.15                364.09              
2012      6         14        0.6                 0.33                1062.85             
2012      7         10        0.34                0.18                432.0               
2012      8         13        0.28                0.33                859.84              
2012      9         12        0.3                 0.13                379.26              
2012      10        11        0.22                0.13                263.18              
2012      11        13        0.2                 0.23                229.22              
2012      12        13        0.14                0.17                136.37              
2013      1         10        0.089               0.24                111.14              
2013      2         11        0.077               0.21                90.99               
2013      3         14        0.071               0.18                74.56               
2013      4         9         0.12                0.15                80.57               
2013      5         16        0.17                0.1                 81.11               
2013      6         13        0.14                0.17                121.03              
2013      7         11        0.34                0.13                315.79              
2013      8         15        0.24                0.11                169.93              
2013      9         12        0.17                0.12                145.28              
2013      10        8         0.17                0.1                 142.09              
2013      11        14        0.03                0.22                240.74              
2013      12        12        0.17                0.16                154.81              
2014      1         23        0.048               0.12                74.06               
2014      3         13        0.003               0.22                60.93               
2014      4         10        0.092               0.28                74.25               
2014      5         14        0.26                0.15                135.85              
2014      6         12        1.1                 0.35                480.5               
2014      7         8         0.37                0.18                360.76              
2014      7         8         0.37                0.18                360.76              
2014      8         21        1.2                 0.32                945.87              
2014      9         18        0.57                0.22                620.4               
2014      10        15        2.1                 0.56                2093.65             
2014      11        20        0.43                0.17                267.59              
2014      12        8         1.1                 0.69                1703.19             
2015      1         13        0.097               0.22                210.49              
2015      2         12        0.24                0.25                347.43              
2015      3         12        0.15                0.18                154.39              
2015      4         9         0.86                1.3                 4144.9              
2015      5         7         0.42                0.23                700.18              
2015      6         11        0.3                 0.1                 276.22              
2015      7         14        0.68                0.78                6040.52             
2015      8         13        0.35                0.24                544.65              
2015      9         16        0.37                0.13                801.31              
2015      10        15        0.27                0.12                458.41              
2015      11        16        0.27                0.23                424.31              
2015      12        10        0.15                0.15                253.22              
2016      1         14        0.094               0.23                180.31              
2016      2         11        0.12                0.11                163.83              
2016      3         9         0.11                0.14                109.18              
2016      4         12        0.17                0.1                 137.77              
2016      5         10        0.15                0.09                148.46              
2016      6         9         0.75                0.33                445.79              
2016      7         14        0.24                0.56                821.55              
2016      8         11        0.28                0.22                310.33              
2016      9         13        0.3                 0.33                570.74              
2016      10        18        0.25                0.2                 475.36              
2016      11        8         0.21                0.11                305.76              
2016      12        6         0.13                0.1                 236.39              
2017      1         11        0.078               0.13                168.79              
2017      2         1         0.069               0.17                120.61              
2017      3         16        0.072               0.14                87.68               
2017      4         12        0.31                0.51                400.1               
2017      5         11        0.15                0.09                104.03              
2017      6         15        0.23                0.11                121.52              
2017      7         13        0.22                0.08                97.7                
2017      8         10        0.21                0.07                123.0               
2017      9         13        0.16                0.14                98.56               
2017      10        11        0.11                0.3                 116.89              
2017      11        22        0.091               0.16                79.28               
2017      12        14        0.14                0.33                108.51              
2018      1         11        0.044               0.22                75.75               
2018      2         15        0.054               0.15                51.65               
2018      3         19        0.007               0.24                38.57               
2018      4         12        0.058               0.17                34.89               
2018      5         7         0.068               0.17                31.0                
2018      6         14        0.17                0.11                77.04               
2018      7         11        0.22                0.11                104.31              
2018      8         9         0.2                 0.07                65.57               
2018      9         5         0.17                0.07                73.87               
2018      10        22        0.072               0.19                88.5                
2018      11        14        0.056               0.19                39.43               
2018      12        12        0.083               0.18                82.94               
