Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2005      1         10        0.01                0.89                31.43               
2005      2         1         0.008               0.68                32.36               
2005      3         2         0.01                0.71                7.46                
2005      4         11        0.01                0.59                0.01                
2005      5         9         0.007               0.59                11.26               
2005      6         23        0.009               0.61                22.78               
2005      7         19        0.004               0.61                28.94               
2005      8         11        0.007               0.61                23.68               
2005      9         15        0.006               0.61                21.29               
2005      10        17        0.003               0.57                12.92               
2005      11        3         0.64                0.45                21.57               
2005      12        15        0.004               0.47                25.5                
2006      1         11        0.005               0.67                30.83               
2006      2         16        0.005               0.71                40.49               
2006      3         14        0.01                0.47                5.89                
2006      4         11        0.006               0.42                9.92                
2006      5         9         0.01                0.59                40.0                
2006      6         14        0.01                0.6                 13.38               
2006      7         25        0.009               0.6                 9.39                
2006      8         10        0.007               0.43                17.44               
2006      9         7         0.01                0.46                10.86               
2006      10        16        0.004               0.63                19.18               
2006      11        14        0.005               0.62                9.02                
2006      12        19        0.01                0.4                 7.27                
2007      1         9         0.01                0.83                10.57               
2007      2         20        0.01                0.54                0.0                 
2007      3         13        0.009               0.76                4.78                
2007      4         12        0.01                0.47                0.0                 
2007      5         29        0.01                0.79                2.58                
2007      6         13        0.02                0.76                4.08                
2007      7         23        0.11                0.58                9.64                
2007      8         14        0.01                0.61                11.41               
2007      9         19        0.04                0.64                0.0                 
2007      10        10        0.003               0.58                9.08                
2007      11        26        0.04                0.79                1.11                
2007      12        17        0.007               0.74                6.33                
2008      1         9         0.005               0.95                1.57                
2008      2         14        0.03                0.01                2.17                
2008      3         13        0.007               1.2                 6.76                
2008      4         8         0.007               1.0                 0.0                 
2008      5         14        0.005               0.99                18.52               
2008      6         16        0.003               0.73                5.6                 
2008      7         14        0.008               0.71                5.56                
2008      8         11        0.003               0.73                6.97                
2008      9         15        0.004               0.73                1.6                 
2008      11        5         0.005               0.74                2.82                
2008      12        4         0.003               0.84                0.11                
2009      1         6         0.02                0.89                0.0                 
2009      2         3         0.007               1.1                 0.0                 
2009      3         4         0.006               1.2                 0.0                 
2009      4         1         0.004               1.1                 2.64                
2009      5         7         0.006               1.2                 4.66                
2009      6         22        0.005               1.0                 0.0                 
2009      7         13        0.002               0.7                 8.98                
2009      9         8         0.027               0.69                0.0                 
2009      10        20        0.016               0.82                0.0                 
2009      11        18        0.002               2.13                0.0                 
2009      12        14        0.01                0.79                7.78                
2010      1         7         0.002               1.14                1.43                
2010      2         4         0.002               0.75                6.69                
2010      3         3         0.002               0.67                5.7                 
2010      4         13        0.002               0.51                7.01                
2010      5         5         0.004               0.87                2.0                 
2010      6         2         0.002               0.88                6.41                
2010      7         8         0.008               0.86                5.35                
2010      8         23        0.88                2.1                 1215.48             
2010      9         15        0.74                2.2                 1443.45             
2010      10        14        0.12                1.6                 400.35              
2010      11        11        0.3                 1.9                 154.22              
2010      12        13        0.34                1.6                 1203.97             
2011      1         31        0.44                1.5                 823.14              
2011      2         28        0.49                1.5                 283.63              
2011      3         24        0.21                1.1                 259.43              
2011      4         13        0.003               1.1                 192.38              
2011      5         17        0.38                1.3                 78.76               
2011      6         16        0.4                 1.1                 78.59               
2011      7         12        0.43                0.94                116.71              
2011      8         3         0.21                1.1                 119.13              
2011      9         12        0.23                1.3                 159.68              
2011      10        5         0.02                1.4                 319.81              
2011      11        2         0.018               1.1                 35.46               
2012      1         12        0.02                1.1                 40.33               
2012      2         8         0.006               1.0                 74.53               
2012      3         15        0.19                1.4                 58.12               
2012      4         2         0.12                1.3                 94.56               
2012      5         3         0.15                1.2                 84.96               
2012      6         6         0.088               0.86                93.31               
2012      7         5         0.17                0.78                78.45               
2012      8         7         0.41                0.84                274.85              
2012      9         6         0.33                1.5                 732.48              
2012      10        3         0.022               0.99                196.34              
2012      11        8         0.003               1.1                 59.47               
2012      12        3         0.026               0.94                41.68               
2013      1         2         0.003               0.87                44.9                
2013      2         5         0.003               0.86                161.68              
2013      3         5         0.038               0.86                133.48              
2013      4         3         0.092               0.81                233.34              
2013      5         2         0.058               0.75                349.58              
2013      6         4         0.079               0.93                183.4               
2013      7         3         0.085               0.65                96.93               
2013      8         7         0.29                0.75                88.33               
2013      9         3         0.003               0.82                76.59               
2013      10        8         0.006               0.71                116.66              
2013      11        6         0.004               1.8                 18.54               
2013      12        3         0.004               1.9                 22.92               
2014      1         7         0.003               1.0                 30.31               
2014      2         5         0.005               1.3                 120.08              
2014      3         4         0.012               0.93                99.28               
2014      4         1         0.03                1.0                 245.18              
