Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2005      1         6         0.05                1.2                 42.05               
2005      1         31        0.02                1.2                 5.06                
2005      2         28        0.04                1.1                 43.39               
2005      4         5         0.02                1.0                 5.92                
2005      5         4         0.01                1.0                 5.58                
2005      6         8         0.02                0.76                14.15               
2005      7         4         0.06                0.72                25.18               
2005      8         2         0.02                0.75                26.06               
2005      9         6         0.16                1.2                 40.16               
2005      10        4         0.15                1.1                 41.46               
2005      11        1         0.07                1.6                 56.03               
2005      11        30        0.08                0.95                14.16               
2006      1         3         0.01                1.1                 2.08                
2006      2         8         0.003               1.3                 0.18                
2006      3         6         0.01                1.7                 0.09                
2006      4         3         0.06                1.1                 0.22                
2006      5         1         0.22                1.3                 4.65                
2006      6         5         0.02                0.91                11.52               
2006      7         3         0.02                0.77                15.79               
2006      8         7         0.04                0.75                20.85               
2006      9         4         0.03                0.87                13.48               
2006      10        9         0.05                0.72                9.66                
2006      10        31        0.01                0.61                2.55                
2006      12        5         0.008               0.67                0.55                
2007      1         16        0.03                3.8                 0.0                 
2007      2         5         0.01                1.3                 0.12                
2007      3         7         0.03                5.3                 0.0                 
2007      4         4         0.01                2.0                 0.1                 
2007      5         1         0.01                1.3                 0.3                 
2007      6         4         0.02                0.99                2.16                
2007      7         2         0.08                1.5                 16.05               
2007      8         7         0.82                1.6                 116.26              
2007      9         3         0.17                1.3                 39.34               
2007      10        1         0.66                2.6                 86.71               
2007      11        13        0.03                1.2                 184.95              
2007      12        4         0.07                2.6                 14.81               
2008      1         2         0.03                1.4                 41.3                
2008      2         4         0.008               1.3                 0.57                
2008      3         3         0.01                1.4                 0.71                
2008      4         1         0.02                1.3                 0.25                
2008      5         5         0.02                1.0                 0.54                
2008      6         3         0.09                1.1                 5.05                
2008      7         8         0.1                 1.4                 32.14               
2008      8         4         0.43                1.6                 70.16               
2008      9         2         0.43                2.8                 115.66              
2008      10        1         0.27                1.5                 36.4                
2008      11        4         0.25                1.3                 10.22               
2008      12        1         0.13                1.2                 4.55                
2009      2         2         0.005               1.8                 0.11                
2009      3         2         0.005               4.2                 0.0                 
2009      5         11        0.33                3.4                 4.37                
2009      6         1         0.42                1.4                 9.65                
2009      7         6         1.39                1.29                49.0                
2009      8         5         0.551               1.63                68.16               
2009      9         1         0.456               2.44                363.03              
2009      10        6         0.095               2.02                346.25              
2009      11        4         0.182               1.54                38.06               
2009      12        1         0.096               1.06                8.56                
2010      1         4         0.085               0.68                2.25                
2010      2         2         0.115               0.76                0.18                
2010      3         1         0.045               2.31                0.17                
2010      4         6         0.037               1.11                0.25                
2010      5         3         0.076               1.02                6.71                
2010      6         1         0.105               0.83                12.47               
2010      7         5         0.25                1.1                 27.46               
2010      8         4         0.62                2.3                 163.84              
2010      9         8         0.25                3.5                 11930.44            
2010      10        5         0.12                2.1                 175.09              
2010      11        2         0.33                3.0                 409.22              
2010      12        2         0.03                1.7                 149.2               
2011      1         4         0.004               2.1                 150.25              
2011      2         7         0.003               2.4                 408.77              
2011      3         8         0.003               1.7                 196.29              
2011      4         4         0.023               1.4                 62.09               
2011      5         2         0.043               1.1                 52.97               
2011      6         7         0.14                1.2                 105.86              
2011      7         5         0.38                1.9                 311.62              
2011      8         1         1.1                 2.0                 364.04              
2011      9         6         0.41                1.8                 205.3               
2011      10        3         0.45                2.0                 109.45              
2011      11        8         0.31                1.5                 75.34               
2011      12        5         0.23                1.3                 22.67               
2012      1         5         0.066               1.4                 2.86                
2012      2         6         0.02                1.7                 0.2                 
2012      3         5         0.017               1.5                 0.29                
2012      4         2         0.003               1.2                 0.13                
2012      5         7         0.19                1.2                 9.94                
2012      6         4         0.056               1.0                 22.47               
2012      7         4         0.75                1.2                 59.22               
2012      8         6         0.15                1.1                 97.44               
2012      9         3         0.4                 2.6                 317.21              
2012      10        2         0.25                2.4                 224.12              
2012      11        6         0.12                1.5                 30.47               
2012      12        3         0.003               1.4                 7.61                
2013      1         2         0.005               1.3                 1.32                
2013      2         5         0.003               1.8                 0.16                
2013      3         5         0.004               2.8                 0.03                
2013      4         2         0.003               1.5                 0.19                
2013      5         6         0.045               1.5                 0.24                
2013      6         4         0.049               1.2                 0.73                
2013      7         1         0.003               1.1                 18.68               
2013      8         5         1.5                 2.6                 102.09              
2013      9         2         0.66                2.6                 188.06              
2013      10        1         0.54                2.4                 225.97              
2013      11        5         0.11                1.6                 56.6                
2013      12        2         0.1                 1.3                 26.13               
2014      1         6         0.01                1.5                 6.19                
2014      2         4         0.006               1.4                 0.08                
2014      3         4         0.004               1.6                 0.05                
2014      4         1         0.009               1.4                 0.21                
2014      5         5         0.043               1.4                 0.81                
2014      6         2         0.062               1.0                 12.59               
2014      7         2         1.2                 2.0                 166.96              
2014      7         2         1.2                 2.0                 166.96              
2014      8         5         1.5                 2.7                 718.2               
2014      9         1         0.16                1.6                 56.91               
2014      11        4         0.007               1.1                 9.27                
2014      12        1         0.006               1.1                 1.84                
2015      2         2         0.003               1.4                 0.34                
2015      3         2         0.003               1.4                 0.06                
2015      4         7         0.005               1.4                 0.37                
2015      5         4         0.004               1.2                 0.68                
2015      6         1         0.17                1.5                 17.22               
2015      7         6         0.18                0.94                17.08               
2015      8         3         0.23                0.84                33.21               
2015      9         2         0.11                1.0                 24.28               
2015      10        6         0.12                1.2                 17.81               
2015      11        3         0.036               1.1                 5.64                
2015      12        1         0.007               1.1                 1.35                
2016      1         4         0.003               3.0                 0.02                
2016      2         3         0.006               8.6                 0.0                 
2016      4         4         0.003               2.9                 0.04                
2016      5         2         0.01                1.4                 0.66                
2016      6         7         0.2                 1.5                 12.04               
2016      7         5         1.9                 2.2                 126.39              
2016      8         2         1.9                 2.2                 341.96              
2016      9         5         0.16                1.9                 151.43              
2016      10        4         0.33                2.4                 3095.61             
2016      11        1         0.33                2.4                 449.52              
2016      12        1         0.12                2.0                 51.79               
2017      1         9         0.008               2.0                 6.49                
2017      2         6         0.005               1.5                 3.12                
2017      3         6         0.003               1.7                 0.81                
2017      4         4         0.009               1.4                 0.95                
2017      5         1         0.15                1.3                 25.8                
2017      6         5         0.49                1.4                 35.07               
2017      7         3         0.81                1.2                 32.55               
2017      8         2         0.44                1.4                 58.07               
2017      9         4         0.77                1.8                 224.12              
2017      10        3         0.55                2.1                 233.34              
2017      11        7         0.079               1.6                 26.06               
2017      12        5         0.031               1.3                 16.62               
2018      1         15        0.031               1.5                 3.31                
2018      2         5         0.004               2.0                 0.19                
2018      3         5         0.005               1.6                 0.08                
2018      4         5         0.003               1.7                 0.22                
2018      5         1         0.014               1.5                 0.27                
2018      6         4         0.21                1.4                 20.95               
2018      7         2         1.1                 1.6                 39.03               
2018      8         6         1.9                 2.2                 342.36              
2018      9         3         1.8                 1.7                 84.69               
2018      10        8         0.18                1.4                 22.11               
2018      11        7         0.057               1.2                 11.92               
2018      12        3         0.031               1.3                 7.52                
