Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2005      1         19        0.11                0.3                 60.05               
2005      2         9         0.45                0.43                176.79              
2005      3         10        0.12                0.32                54.27               
2005      4         12        0.04                0.28                34.19               
2005      5         10        0.06                0.21                28.53               
2005      6         14        0.28                0.36                66.18               
2005      7         14        0.42                0.26                71.29               
2005      8         11        0.72                0.79                670.74              
2005      9         14        0.82                0.45                762.89              
2005      10        11        0.39                0.69                734.97              
2005      11        16        0.24                0.33                178.4               
2005      12        13        0.11                0.3                 50.39               
2006      1         16        0.04                0.3                 28.22               
2006      2         16        0.03                0.48                25.45               
2006      3         14        0.04                0.16                24.83               
2006      4         12        0.06                0.21                28.93               
2006      5         10        1.0                 0.44                289.64              
2006      6         19        0.25                0.17                46.44               
2006      7         11        0.61                0.33                141.98              
2006      8         9         0.49                0.28                127.51              
2006      9         13        0.52                0.22                182.46              
2006      10        11        0.21                0.2                 59.2                
2006      11        8         0.12                0.16                79.65               
2006      12        12        0.01                0.24                25.03               
2007      1         22        1.1                 0.86                216.79              
2007      2         14        0.2                 0.26                70.47               
2007      3         7         0.02                0.28                26.87               
2007      4         2         0.02                0.09                27.67               
2007      5         8         0.02                0.11                39.06               
2007      6         6         0.69                0.34                67.15               
2007      7         3         1.5                 0.92                611.56              
2007      8         7         0.86                0.46                641.37              
2007      9         3         0.32                0.25                110.28              
2007      10        2         0.93                0.88                856.2               
2007      11        7         0.88                0.63                610.71              
2007      12        11        0.11                0.28                54.21               
2008      1         21        0.05                0.41                50.92               
2008      2         19        0.02                0.21                28.57               
2008      3         19        0.03                0.37                17.95               
2008      4         28        0.02                0.26                31.05               
2008      5         20        0.41                0.34                89.23               
2008      6         17        0.3                 0.22                62.62               
2008      7         15        1.0                 0.33                196.82              
2008      8         14        0.88                0.54                680.54              
2008      9         16        0.31                0.31                187.2               
2008      11        20        0.13                0.35                38.03               
2008      12        22        0.37                0.35                84.26               
2009      1         20        0.06                0.33                28.28               
2009      2         18        0.01                0.4                 25.15               
2009      3         17        0.02                0.4                 55.89               
2009      4         16        0.01                0.28                20.08               
2009      5         18        0.92                0.5                 135.96              
2009      6         16        0.72                0.32                115.32              
2009      7         21        0.614               0.11                168.02              
2009      8         19        0.59                0.19                436.07              
2009      9         22        0.316               0.17                299.94              
2009      10        22        0.438               0.07                270.72              
2009      11        19        0.298               0.14                55.68               
2009      12        17        0.138               0.23                64.48               
2010      1         19        0.054               0.23                86.89               
2010      3         16        0.035               0.21                31.16               
2010      4         21        0.112               0.03                32.66               
2010      5         20        0.216               0.3                 74.71               
2010      6         17        0.585               0.12                143.65              
2010      7         20        0.61                0.39                289.2               
2010      8         16        0.69                0.75                1208.11             
2010      9         22        0.36                0.44                353.33              
2010      10        18        0.29                0.63                389.84              
2010      11        16        0.29                0.55                155.91              
2010      12        21        0.25                0.41                198.69              
2011      1         19        0.38                0.57                221.91              
2011      2         15        0.11                0.35                69.19               
2011      3         16        0.16                0.43                71.2                
2011      4         19        0.15                0.32                83.57               
2011      5         17        0.51                0.36                208.12              
2011      6         22        0.77                1.4                 1708.65             
2011      7         26        0.5                 0.52                792.81              
2011      8         17        0.4                 0.76                609.98              
2011      9         27        0.28                0.27                137.57              
2011      11        14        0.3                 0.35                105.34              
2011      12        21        0.15                0.39                63.38               
2012      1         19        0.1                 0.36                42.37               
2012      2         16        0.34                0.47                54.95               
2012      3         22        0.07                0.36                54.72               
2012      4         23        0.072               0.25                33.33               
2012      5         14        0.43                0.3                 166.18              
2012      6         20        0.53                0.51                433.46              
2012      7         19        0.45                0.42                460.43              
2012      8         21        0.59                0.58                882.78              
2012      9         17        0.35                0.33                308.31              
2012      10        22        0.3                 0.28                187.98              
2012      11        15        0.24                0.29                80.29               
2012      12        19        0.26                0.43                68.87               
2013      1         15        0.051               0.31                43.84               
2013      2         19        0.019               0.36                21.78               
2013      3         14        0.023               0.35                17.7                
2013      4         16        0.012               0.23                24.08               
2013      5         14        0.027               0.2                 40.1                
2013      6         18        0.48                0.61                144.94              
2013      7         16        0.82                0.63                519.02              
2013      8         21        0.55                0.77                1857.41             
2013      9         17        0.31                0.56                505.07              
2013      10        17        0.25                0.28                238.95              
2013      11        19        0.36                0.18                282.42              
2013      12        18        0.19                0.21                131.52              
2014      1         20        0.086               0.56                57.45               
2014      2         18        0.041               0.28                49.23               
2014      3         19        0.026               0.4                 51.3                
2014      4         16        0.031               0.26                43.34               
2014      5         21        0.11                0.25                46.75               
2014      6         17        0.23                0.26                156.39              
2014      7         15        0.6                 0.34                650.14              
2014      8         12        0.36                0.4                 461.92              
2014      9         9         0.32                0.18                156.87              
2014      10        14        0.2                 0.24                111.58              
2014      11        13        0.12                0.24                48.45               
2014      12        9         0.097               0.26                73.44               
2015      2         11        0.013               0.29                27.28               
2015      3         11        0.016               0.33                40.89               
2015      4         14        0.043               0.25                36.3                
2015      5         12        1.2                 1.1                 383.78              
2015      6         18        0.36                0.25                139.76              
