Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2005      1         5         0.35                0.61                648.16              
2005      2         1         0.35                0.85                557.66              
2005      3         3         0.11                0.57                623.89              
2005      4         13        0.17                0.52                554.57              
2005      5         12        0.26                0.45                544.66              
2005      6         2         0.26                0.2                 570.66              
2005      7         13        0.62                0.72                1150.61             
2005      8         10        0.37                0.36                1438.79             
2005      9         13        0.31                0.49                1629.48             
2005      10        13        0.63                0.88                2621.25             
2005      11        3         0.36                0.39                827.8               
2005      12        15        0.33                0.51                598.4               
2006      1         25        0.03                0.47                502.86              
2006      2         15        0.01                0.4                 485.96              
2006      3         16        0.08                0.25                347.38              
2006      4         27        0.27                0.42                856.45              
2006      5         10        0.49                0.41                1629.6              
2006      6         15        0.4                 0.39                491.97              
2006      7         26        0.7                 0.32                734.72              
2006      8         16        0.58                0.46                649.82              
2006      9         28        0.21                0.44                669.95              
2006      10        25        0.22                0.45                383.07              
2006      11        8         0.2                 0.39                448.29              
2006      12        8         0.2                 0.35                292.96              
2007      1         17        0.06                0.42                252.74              
2007      2         22        0.16                0.33                311.6               
2007      3         15        0.11                0.65                220.82              
2007      4         26        0.21                0.3                 291.84              
2007      5         17        0.21                0.37                388.07              
2007      6         19        0.37                0.4                 397.11              
2007      7         12        1.4                 0.96                3866.73             
2007      8         8         0.93                0.68                3229.38             
2007      9         19        0.39                0.66                1894.48             
2007      10        17        0.2                 0.51                819.41              
2007      11        13        0.55                0.97                1058.68             
2007      12        5         0.13                0.67                610.9               
2008      1         16        0.22                0.66                339.53              
2008      2         20        0.06                0.5                 343.27              
2008      3         12        0.18                0.68                272.64              
2008      4         28        0.22                0.67                352.69              
2008      5         7         0.28                0.5                 512.61              
2008      6         3         0.37                0.44                390.41              
2008      7         1         0.5                 0.48                481.45              
2008      8         4         0.76                0.63                1761.67             
2008      9         1         0.88                0.64                843.72              
2008      10        2         0.32                0.5                 593.23              
2008      11        6         0.29                0.63                636.28              
2008      12        4         0.24                0.52                834.9               
2009      1         8         0.03                0.66                420.16              
2009      2         5         0.17                0.66                304.95              
2009      3         2         0.009               0.69                245.42              
2009      4         2         0.11                0.53                315.06              
2009      5         6         0.35                0.5                 473.19              
2009      6         2         0.21                0.5                 511.32              
2009      7         8         0.887               0.26                692.1               
2009      8         6         0.703               0.09                654.02              
2009      9         3         0.795               0.13                1180.05             
2009      10        8         0.888               0.24                2207.8              
2009      11        5         0.33                0.35                1050.78             
2009      12        9         0.264               0.38                559.21              
2010      1         4         0.15                0.29                367.86              
2010      2         4         0.002               0.57                218.63              
2010      3         1         0.044               0.35                283.37              
2010      4         8         0.135               0.15                308.97              
2010      5         3         0.238               0.4                 471.92              
2010      6         9         0.919               0.05                467.67              
2010      7         5         0.67                0.61                616.65              
2010      8         2         0.63                0.55                731.67              
2010      9         2         0.94                0.81                2039.96             
2010      10        4         0.55                0.54                1139.27             
2010      11        9         0.58                0.73                1139.28             
2010      12        6         0.45                0.89                1895.19             
2011      1         6         0.24                0.52                822.05              
2011      2         17        0.38                0.91                968.55              
2011      3         17        0.27                0.64                1384.7              
2011      4         6         0.54                0.83                1426.73             
2011      5         9         0.6                 0.62                1587.22             
2011      6         2         0.81                1.1                 2534.0              
2011      7         4         0.88                0.56                1815.45             
2011      8         4         0.78                0.71                2968.91             
2011      9         1         0.72                0.6                 1737.88             
2011      10        3         0.58                1.6                 5991.07             
2011      11        3         0.62                0.5                 2343.04             
2011      12        1         0.32                1.2                 5861.32             
2012      1         5         0.3                 0.74                947.14              
2012      2         2         0.22                0.7                 1017.26             
2012      3         5         0.29                1.8                 3649.18             
2012      4         2         0.35                0.67                799.34              
2012      5         2         0.62                0.69                1337.02             
2012      6         18        0.54                0.89                2651.29             
2012      7         10        0.76                0.83                3642.97             
2012      8         2         0.66                0.64                2898.49             
2012      9         3         0.58                1.6                 5521.56             
2012      10        1         0.55                1.1                 4430.34             
2012      11        1         0.6                 0.6                 1927.07             
2012      12        3         0.53                0.71                1252.09             
2013      1         2         0.27                0.81                780.72              
2013      2         4         0.15                0.66                537.17              
2013      3         4         0.21                0.43                580.87              
2013      4         4         0.17                0.68                594.7               
2013      5         6         0.28                0.49                576.07              
2013      6         4         0.56                0.61                1124.97             
2013      7         8         0.91                0.46                1185.14             
2013      8         6         0.69                0.59                2176.37             
2013      9         5         0.78                0.79                2223.5              
2013      10        7         0.64                1.1                 4466.1              
2013      11        7         0.51                0.6                 1228.93             
2013      12        10        0.36                0.53                1990.53             
2014      1         6         0.28                0.55                807.26              
2014      2         6         0.15                0.64                436.25              
2014      3         4         0.069               1.3                 424.02              
2014      4         7         0.24                0.53                448.78              
2014      4         7         0.24                0.53                448.78              
2014      5         7         0.24                0.37                607.65              
2014      6         2         0.36                0.51                661.19              
2014      7         3         1.4                 1.1                 4662.04             
2014      8         6         0.87                1.0                 3182.62             
2014      9         4         0.003               0.47                1526.4              
