Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2005      1         5         0.01                0.38                6.08                
2005      2         1         0.02                0.44                3.99                
2005      3         2         0.02                0.54                4.66                
2005      4         6         0.02                0.44                4.46                
2005      5         9         0.01                0.46                5.63                
2005      6         15        0.01                0.47                14.46               
2005      7         6         0.07                0.58                12.2                
2005      8         4         0.1                 0.82                17.04               
2005      9         8         0.02                0.52                14.66               
2005      10        6         0.01                0.59                11.91               
2005      11        2         0.02                0.68                11.32               
2005      12        5         0.55                0.37                4.01                
2006      1         5         0.01                0.61                3.21                
2006      2         9         0.003               1.1                 3.38                
2006      3         8         0.03                0.56                1.84                
2006      4         5         0.007               0.83                3.57                
2006      5         3         0.02                0.31                6.06                
2006      6         7         0.02                0.4                 8.47                
2006      7         5         0.01                0.29                13.63               
2006      8         3         0.06                1.2                 11.26               
2006      9         6         0.31                0.77                9.31                
2006      10        11        0.26                0.6                 6.22                
2006      11        2         0.01                0.43                3.34                
2006      12        7         0.008               0.3                 1.84                
2007      1         17        0.01                0.53                1.1                 
2007      2         7         0.01                0.43                2.01                
2007      3         13        0.01                1.4                 0.79                
2007      4         4         0.004               0.64                1.07                
2007      5         3         0.01                0.61                12.44               
2007      6         6         5.7                 1.7                 133.63              
2007      7         4         0.77                0.91                56.21               
2007      8         13        0.44                2.6                 795.05              
2007      9         5         0.09                1.1                 28.96               
2007      10        3         0.06                0.99                56.3                
2007      11        7         0.18                1.9                 926.16              
2007      12        6         0.1                 0.91                7.56                
2008      1         8         0.01                0.47                3.7                 
2008      2         6         0.01                0.24                3.6                 
2008      3         5         0.02                0.45                3.38                
2008      4         3         0.006               0.33                5.43                
2008      5         7         0.03                0.52                5.99                
2008      6         4         0.007               0.62                7.97                
2008      7         16        2.8                 1.4                 105.13              
2008      8         7         0.14                1.5                 90.28               
2008      9         4         0.14                1.8                 230.4               
2008      10        6         0.09                1.2                 26.95               
2008      11        10        0.009               0.56                9.66                
2008      12        3         0.003               0.49                6.6                 
2009      1         8         0.003               0.62                5.44                
2009      2         11        0.005               0.39                2.63                
2009      3         4         0.006               0.35                2.48                
2009      4         8         0.003               0.65                3.14                
2009      5         13        0.03                0.46                7.32                
2009      6         3         0.01                0.58                11.02               
2009      7         8         1.01                1.18                72.57               
2009      8         6         0.156               0.71                140.89              
2009      9         2         0.238               1.92                599.57              
2009      10        12        0.085               1.03                52.49               
2009      11        10        0.039               0.59                14.93               
2010      1         6         0.002               0.29                4.07                
2010      2         8         0.08                0.35                3.35                
2010      3         3         0.021               0.38                3.11                
2010      4         8         0.049               0.39                6.24                
2010      5         10        0.018               0.44                8.29                
2010      6         3         0.037               0.75                10.53               
2010      7         7         0.2                 0.96                30.33               
2010      8         10        0.83                1.8                 153.49              
2010      9         15        0.16                2.4                 304.18              
2010      10        6         0.097               1.2                 38.04               
2010      11        3         0.18                1.3                 91.43               
2010      12        7         0.026               0.92                15.57               
2011      1         6         0.003               0.22                6.4                 
2011      2         8         0.004               1.2                 6.73                
2011      3         9         0.004               0.74                7.83                
2011      4         6         0.005               0.7                 9.37                
2011      5         10        0.019               1.3                 43.08               
2011      6         8         0.15                2.0                 235.67              
2011      7         11        0.16                2.5                 694.77              
2011      8         3         0.2                 1.9                 211.0               
2011      9         7         0.1                 1.8                 78.33               
2011      10        10        0.39                2.2                 103.24              
2011      11        14        0.081               1.2                 15.62               
2011      12        7         0.014               0.69                11.06               
2012      1         9         0.011               0.46                4.13                
2012      2         8         0.008               0.44                4.17                
2012      3         7         0.009               0.46                5.63                
2012      4         4         0.003               0.74                6.15                
2012      5         3         0.007               0.53                9.75                
2012      6         6         0.069               1.7                 30.86               
2012      7         5         2.5                 1.7                 400.33              
2012      8         8         0.21                1.9                 212.46              
2012      9         5         0.11                1.8                 251.37              
2012      10        3         0.023               1.2                 83.12               
2012      11        7         0.007               0.6                 16.46               
2012      12        5         0.003               0.43                7.04                
2013      1         3         0.003               0.37                4.59                
2013      2         7         0.003               0.38                4.21                
2013      3         6         0.003               0.57                3.19                
2013      4         4         0.003               0.75                4.21                
2013      5         8         0.006               0.42                6.65                
2013      6         6         0.013               0.63                15.66               
2013      7         3         0.04                0.58                16.2                
2013      8         12        1.4                 2.0                 410.46              
2013      9         4         0.28                1.9                 107.47              
2013      10        3         0.12                1.4                 256.87              
2013      11        6         0.093               1.5                 72.12               
2013      12        3         0.033               1.3                 55.66               
2014      1         8         0.003               0.56                9.75                
2014      2         6         0.003               0.44                4.18                
2014      3         6         0.003               0.5                 4.95                
2014      4         3         0.005               0.4                 6.38                
2014      5         7         0.21                0.87                49.6                
2014      6         4         0.019               0.51                15.77               
2014      8         6         0.18                3.0                 482.03              
2014      9         3         0.17                1.5                 64.08               
2014      10        8         0.045               0.8                 18.49               
2014      11        5         0.026               0.51                8.61                
2014      12        3         0.004               0.45                6.19                
2015      2         4         0.003               0.49                4.6                 
2015      3         4         0.003               0.67                4.41                
2015      4         9         0.008               0.51                5.99                
2015      5         6         0.021               0.6                 8.27                
2015      6         3         0.014               0.55                11.93               
2015      7         8         0.02                0.41                12.16               
2015      8         5         0.23                1.5                 66.92               
2015      9         3         0.06                1.3                 29.15               
2015      10        7         0.035               0.6                 10.13               
2015      11        5         0.003               0.48                7.2                 
2015      12        2         0.003               0.5                 5.12                
2016      1         6         0.005               0.37                2.83                
2016      2         4         0.003               0.26                2.6                 
2016      3         3         0.003               0.36                4.32                
2016      4         6         0.004               0.54                4.42                
2016      5         4         0.027               0.45                6.91                
2016      6         8         0.02                0.55                10.52               
2016      7         6         1.4                 1.2                 117.75              
2016      8         3         0.64                1.6                 174.98              
2016      9         7         0.22                1.9                 67.69               
2016      10        10        0.17                1.6                 203.12              
2016      11        2         0.11                1.5                 59.92               
2016      11        30        0.005               0.73                10.36               
2017      1         11        0.042               0.95                5.91                
2017      2         8         0.005               0.49                6.79                
2017      3         8         0.003               0.48                4.44                
2017      4         6         0.009               0.6                 8.56                
2017      5         3         1.5                 1.4                 45.41               
2017      6         7         0.095               1.1                 51.43               
