Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2005      1         24        0.14                0.61                482.04              
2005      2         23        0.14                0.17                891.81              
2005      3         22        0.12                0.16                582.15              
2005      4         21        0.09                0.21                620.9               
2005      5         18        0.18                0.16                361.34              
2005      6         8         0.19                0.09                254.87              
2005      7         21        0.14                0.13                2781.76             
2005      8         24        0.17                0.11                9311.06             
2005      9         27        0.14                0.1                 4657.73             
2005      10        25        0.1                 0.17                3760.57             
2005      11        23        0.09                0.19                2898.03             
2005      12        19        0.07                0.15                1495.96             
2006      1         24        0.13                0.26                351.56              
2006      2         9         0.11                0.14                291.72              
2006      3         9         0.07                0.15                528.13              
2006      4         11        0.12                0.17                275.64              
2006      5         29        0.09                0.14                379.88              
2006      6         20        0.14                0.1                 278.78              
2006      7         18        0.1                 0.22                736.19              
2006      8         15        0.08                0.09                365.13              
2006      9         13        0.05                0.11                376.08              
2006      10        23        0.04                0.18                151.11              
2006      11        15        0.04                0.17                245.39              
2006      12        12        0.01                0.17                165.92              
2007      1         18        0.04                0.32                54.26               
2007      2         20        0.01                0.13                65.39               
2007      3         28        0.02                0.17                111.88              
2007      4         19        0.02                0.24                62.98               
2007      5         8         0.03                0.17                177.4               
2007      6         19        0.28                0.09                491.22              
2007      7         25        0.51                0.06                1544.93             
2007      8         28        0.19                0.1                 1515.96             
2007      9         20        0.13                0.12                1137.54             
2007      10        23        0.13                0.25                590.75              
2007      11        16        0.09                0.5                 759.54              
2007      12        18        0.07                0.1                 722.28              
2008      1         29        0.06                0.33                545.18              
2008      2         26        0.07                0.23                282.09              
2008      3         19        0.04                0.19                279.7               
2008      4         15        0.06                0.3                 350.23              
2008      5         22        0.07                0.29                598.98              
2008      6         24        0.11                0.24                808.5               
2008      7         23        0.27                0.27                5704.62             
2008      8         21        0.18                0.19                2181.51             
2008      9         22        0.12                0.12                1234.17             
2008      10        9         0.11                0.37                961.14              
2008      11        20        0.09                0.2                 820.23              
2008      12        8         0.03                0.15                542.58              
2009      1         12        0.03                0.24                243.87              
2009      2         17        0.03                0.33                202.68              
2009      3         19        0.06                0.39                215.64              
2009      4         23        0.06                0.23                187.01              
2009      5         20        0.07                0.21                400.91              
2009      6         24        0.14                0.84                801.78              
2009      7         22        0.163               0.18                2078.32             
2009      8         11        0.154               0.08                2033.23             
2009      9         15        0.148               0.07                2427.24             
2009      10        8         0.131               0.47                3834.03             
2009      12        16        0.118               0.12                500.47              
2010      1         21        0.108               0.1                 319.84              
2010      2         15        0.12                0.11                515.37              
2010      3         16        0.05                0.14                916.96              
2010      4         20        0.102               0.11                556.65              
2010      5         27        0.076               0.08                851.47              
2010      6         21        0.078               0.1                 3113.68             
2010      7         28        0.22                0.16                2689.71             
2010      8         25        0.18                0.23                10914.7             
2010      9         27        0.22                0.17                4148.02             
2010      10        11        0.16                0.13                2249.9              
2010      11        22        0.095               0.18                5044.05             
2010      12        22        0.14                0.16                6579.31             
2011      1         13        0.067               0.29                6470.1              
2011      2         28        0.14                0.17                5766.11             
2011      3         21        0.11                0.15                2197.41             
2011      4         5         0.1                 0.15                1585.53             
2011      5         25        0.082               0.13                1859.44             
2011      6         20        0.12                0.13                1638.26             
2011      7         4         0.13                0.43                4672.45             
2011      8         17        0.15                0.19                7834.59             
2011      9         19        0.14                0.11                1960.0              
2011      10        20        0.1                 0.22                1618.38             
2011      11        17        0.15                0.13                1246.46             
2011      12        5         0.082               0.14                2302.81             
2012      1         18        0.065               0.15                715.56              
2012      2         6         0.086               0.17                795.79              
2012      3         8         0.24                0.26                6626.78             
2012      4         23        0.12                0.26                1541.64             
2012      5         23        0.14                0.1                 850.39              
2012      6         25        0.099               0.19                6304.87             
2012      7         23        0.15                0.13                7265.34             
2012      8         21        0.14                0.27                8572.35             
2012      9         18        0.095               0.14                4586.22             
2012      10        24        0.093               0.2                 1238.4              
2012      11        27        0.098               0.14                875.57              
2012      12        17        0.071               0.32                1415.06             
2013      1         22        0.041               0.17                260.1               
2013      2         18        0.029               0.27                312.43              
2013      3         26        0.13                0.64                537.55              
2013      4         17        0.037               0.44                917.31              
2013      5         23        0.09                0.17                1352.31             
2013      6         26        0.14                0.17                1367.24             
2013      8         29        0.18                0.16                11164.87            
2013      9         26        0.11                0.12                3702.75             
2013      10        17        0.11                0.1                 1853.86             
2013      11        19        0.086               0.11                1206.15             
2013      12        16        0.044               0.14                738.05              
2014      1         22        0.044               0.18                272.88              
2014      2         11        0.027               0.25                285.49              
2014      3         20        0.047               0.18                325.63              
2014      4         23        0.067               0.14                621.51              
2014      5         19        0.058               0.34                479.54              
2014      6         17        0.14                0.29                2655.57             
2014      7         24        0.24                0.14                6499.47             
2014      8         20        0.17                0.16                2500.93             
2014      9         17        0.11                0.13                2153.43             
2014      10        16        0.087               0.15                1037.09             
2014      11        26        0.14                0.26                609.83              
2014      12        16        0.088               0.4                 383.71              
2015      1         13        0.087               0.26                372.3               
2015      2         18        0.078               0.22                355.21              
2015      3         24        0.052               0.25                284.61              
2015      4         8         0.028               0.21                267.26              
2015      5         19        0.08                0.19                1213.18             
2015      6         16        0.076               0.17                1027.15             
2015      7         14        0.095               0.21                2442.28             
2015      8         11        0.21                0.15                4000.26             
2015      9         23        0.16                0.16                879.78              
2015      10        28        0.11                0.16                554.07              
2015      11        25        0.076               0.18                475.84              
2015      12        9         0.27                0.89                1539.72             
2016      1         12        0.091               0.2                 258.86              
2016      2         2         0.062               0.21                518.26              
2016      3         22        0.056               0.2                 296.08              
2016      4         21        0.045               0.27                188.68              
2016      5         19        0.12                0.19                1584.56             
2016      6         14        0.13                0.2                 4171.81             
2016      7         19        0.19                0.22                8067.53             
2016      8         23        0.15                0.12                9353.69             
2016      9         13        0.15                0.19                9774.22             
2016      10        25        0.15                0.08                6871.1              
2016      11        23        0.13                0.22                2634.87             
2016      12        20        0.11                0.18                960.67              
2017      1         18        0.09                0.21                932.61              
2017      2         21        0.043               0.28                848.76              
2017      3         22        0.074               0.35                556.54              
2017      4         10        0.035               0.28                918.21              
2017      5         24        0.12                0.29                422.72              
2017      6         13        0.096               0.1                 486.3               
2017      7         18        0.11                0.11                858.75              
2017      9         27        0.056               0.1                 3537.44             
2017      10        19        0.078               0.18                2678.63             
2017      11        27        0.11                0.12                1081.87             
2017      12        12        0.12                0.15                2855.21             
2018      1         18        0.11                0.13                609.89              
2018      2         15        0.069               0.2                 585.81              
2018      3         15        0.076               0.22                277.01              
2018      4         18        0.055               0.23                383.62              
2018      5         29        0.094               0.17                355.41              
2018      6         18        0.094               0.24                3077.76             
2018      7         17        0.086               0.2                 1280.77             
2018      8         28        0.14                0.13                3723.07             
2018      9         4         0.12                0.17                3217.86             
2018      10        9         0.095               0.1                 1269.31             
2018      11        22        0.12                0.08                798.11              
2018      12        11        0.054               0.12                477.46              
