Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2005      1         6         0.11                1.3                 5.21                
2005      1         31        0.01                1.2                 0.29                
2005      2         28        0.07                1.2                 1.51                
2005      4         4         0.02                0.81                0.09                
2005      5         3         0.03                0.61                0.19                
2005      6         8         0.02                0.49                0.42                
2005      7         4         2.6                 1.2                 9.64                
2005      8         2         3.6                 1.8                 50.35               
2005      9         6         2.2                 2.1                 60.25               
2005      10        4         1.6                 2.2                 60.18               
2005      10        31        0.47                1.6                 12.95               
2005      11        30        0.79                1.1                 1.87                
2006      1         3         0.007               1.1                 0.07                
2006      2         8         0.003               1.0                 0.0                 
2006      3         6         0.03                1.1                 0.0                 
2006      4         3         0.008               1.1                 0.0                 
2006      5         1         0.01                1.5                 0.0                 
2006      6         5         0.01                0.48                0.15                
2006      7         3         0.19                0.68                7.39                
2006      8         7         2.1                 1.7                 29.39               
2006      9         4         0.51                1.5                 6.67                
2006      10        9         0.01                0.92                0.26                
2006      10        31        0.01                0.87                0.0                 
2006      12        5         0.004               0.76                0.0                 
2007      1         16        0.02                1.7                 0.0                 
2007      2         5         0.01                0.45                0.0                 
2007      3         7         0.02                1.1                 0.0                 
2007      4         4         0.01                1.4                 0.0                 
2007      5         1         0.009               1.6                 0.0                 
2007      6         4         0.05                20.0                0.0                 
2007      7         2         3.0                 0.95                5.95                
2007      8         6         3.0                 3.1                 863.3               
2007      9         3         0.83                1.4                 20.94               
2007      10        1         1.3                 3.7                 981.22              
2007      11        13        0.75                1.9                 18.36               
2007      12        4         0.12                1.7                 2.53                
2008      1         2         0.12                1.7                 4.31                
2008      2         4         0.01                2.1                 0.0                 
2008      3         3         0.02                2.2                 0.0                 
2008      4         1         0.02                2.1                 0.0                 
2008      5         5         0.02                0.31                0.09                
2008      6         3         0.009               0.57                0.19                
2008      7         8         0.12                0.55                13.14               
2008      8         4         2.3                 2.8                 229.33              
2008      9         2         1.4                 3.1                 395.35              
2008      10        1         0.85                1.7                 33.51               
2008      11        4         0.14                1.1                 3.13                
2008      12        1         0.01                1.1                 0.94                
2009      1         6         0.02                1.4                 0.49                
2009      2         2         0.003               1.8                 0.0                 
2009      3         2         0.005               1.7                 0.0                 
2009      4         6         0.01                1.7                 0.0                 
2009      5         11        0.006               1.1                 0.0                 
2009      6         1         0.02                0.42                0.06                
2009      7         6         3.04                1.78                150.7               
2009      8         4         1.89                2.1                 306.19              
2009      9         1         1.09                2.5                 1001.22             
2009      10        6         1.08                1.19                40.75               
2009      11        4         0.841               1.52                32.53               
2009      12        1         0.155               0.8                 8.1                 
2010      1         4         0.025               0.86                0.75                
2010      2         2         0.062               0.83                0.0                 
2010      3         1         0.186               1.28                0.0                 
2010      4         6         0.119               0.57                0.08                
2010      5         3         0.05                0.44                0.34                
2010      6         1         0.03                0.39                0.54                
2010      7         5         2.4                 2.5                 83.0                
2010      8         3         1.2                 3.8                 2932.07             
2010      9         9         1.2                 3.4                 488.78              
2010      10        4         1.1                 2.2                 60.94               
2010      11        2         0.72                3.5                 1420.95             
2010      12        1         1.0                 1.9                 31.9                
2011      1         4         0.3                 2.1                 4.68                
2011      2         7         0.25                1.6                 7.42                
2011      3         7         0.13                1.3                 2.05                
2011      4         4         0.12                1.6                 4.85                
2011      5         2         0.46                1.6                 15.43               
2011      6         6         1.3                 2.7                 290.27              
2011      7         4         1.2                 1.9                 211.17              
2011      8         1         1.5                 1.6                 80.01               
2011      9         5         1.5                 1.6                 37.4                
2011      10        3         1.2                 3.5                 191.76              
2011      11        7         0.53                1.4                 13.4                
2011      12        5         0.11                1.7                 5.52                
2012      1         5         0.011               2.0                 0.01                
2012      2         6         0.004               1.5                 0.0                 
2012      3         5         0.01                1.9                 0.0                 
2012      4         2         0.003               1.1                 0.0                 
2012      5         7         0.008               0.57                0.25                
2012      6         4         2.4                 1.7                 10.62               
2012      7         3         2.0                 3.4                 769.05              
2012      8         6         1.5                 2.0                 180.82              
2012      9         3         1.2                 2.3                 229.93              
2012      10        1         0.77                3.2                 889.89              
2012      11        6         1.1                 1.6                 26.23               
2012      12        3         0.2                 1.4                 1.25                
2013      1         2         0.024               1.3                 0.25                
2013      2         5         0.003               1.6                 0.0                 
2013      3         5         0.01                1.3                 0.0                 
2013      4         2         0.004               1.4                 0.0                 
2013      5         6         0.003               1.8                 0.0                 
2013      6         4         0.045               0.5                 0.22                
2013      7         1         0.29                0.48                0.29                
2013      8         5         3.0                 3.2                 1171.72             
2013      9         2         1.5                 2.4                 146.1               
2013      10        1         1.2                 2.3                 610.48              
2013      11        5         0.98                1.8                 39.72               
2013      12        2         0.6                 1.9                 19.8                
2014      1         6         0.094               1.1                 3.71                
2014      2         4         0.003               1.3                 0.07                
2014      3         4         0.003               1.3                 0.0                 
2014      4         1         0.006               0.91                0.04                
2014      5         5         0.1                 0.67                0.71                
2014      6         2         0.086               0.58                0.7                 
2014      7         1         2.3                 3.3                 1385.09             
2014      8         4         1.6                 2.6                 491.09              
2014      9         1         1.1                 1.8                 59.61               
2014      10        6         0.32                1.3                 16.3                
2014      11        4         0.11                0.96                3.4                 
2014      12        1         0.03                1.0                 0.42                
2015      2         2         0.003               1.0                 0.03                
2015      3         2         0.003               1.1                 0.0                 
2015      4         7         0.003               1.1                 0.0                 
2015      5         4         0.16                0.56                0.06                
2015      6         1         0.16                0.43                1.53                
2015      7         6         0.025               0.37                1.06                
2015      8         3         2.2                 2.3                 182.09              
2015      9         1         1.5                 1.7                 25.39               
2015      10        5         0.26                1.2                 8.63                
2015      11        3         0.02                1.0                 0.25                
2015      11        30        0.003               0.94                0.21                
2016      1         4         0.003               0.78                0.0                 
2016      2         3         0.004               1.0                 0.0                 
2016      3         1         0.004               1.4                 0.0                 
2016      4         4         0.003               1.5                 0.0                 
2016      5         2         0.006               1.3                 0.0                 
2016      6         6         1.3                 0.88                2.93                
2016      7         4         4.9                 2.0                 252.65              
2016      8         1         3.0                 2.2                 306.94              
2016      9         5         2.0                 1.7                 86.28               
2016      10        4         1.2                 2.2                 651.75              
2016      11        1         0.99                2.2                 234.38              
2016      12        8         0.25                1.3                 4.19                
2017      1         12        0.014               1.1                 0.25                
2017      2         16        0.008               0.69                0.56                
2017      3         9         0.003               0.75                0.03                
2017      4         5         0.003               0.54                0.22                
2017      5         18        0.012               0.73                6.67                
2017      6         8         1.4                 1.3                 36.78               
2017      7         11        2.1                 2.7                 310.11              
