Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2005      1         19        0.008               0.15                74.3                
2005      2         23        0.01                0.12                122.0               
2005      3         23        0.008               0.1                 68.39               
2005      4         20        0.006               0.11                53.59               
2005      5         25        0.01                0.11                36.7                
2005      6         22        0.24                0.51                726.18              
2005      7         20        0.05                0.09                390.82              
2005      8         17        0.05                0.1                 548.34              
2005      9         21        0.05                0.09                801.5               
2005      10        19        0.01                0.07                306.69              
2005      11        16        0.004               0.12                528.78              
2005      12        21        0.004               0.1                 204.49              
2006      1         18        0.01                0.14                97.64               
2006      2         22        0.01                0.13                29.79               
2006      3         15        0.15                0.05                21.03               
2006      3         22        0.01                0.1                 27.41               
2006      4         12        0.007               0.2                 33.28               
2006      5         17        0.008               0.11                150.89              
2006      6         21        0.005               0.11                81.93               
2006      7         19        0.13                0.25                549.67              
2006      8         23        0.005               0.07                132.9               
2006      9         20        0.01                0.14                227.54              
2006      10        31        0.01                0.12                64.48               
2006      11        22        0.01                0.11                39.47               
2007      1         24        0.01                0.7                 38.47               
2007      2         14        0.02                0.45                14.3                
2007      3         7         0.22                0.76                13.59               
2007      4         16        0.03                0.32                41.79               
2007      5         9         0.05                0.35                128.29              
2007      6         14        0.11                0.19                267.81              
2007      7         18        0.42                0.12                644.29              
2007      8         9         0.07                0.07                593.24              
2007      9         20        0.01                0.14                322.55              
2007      10        24        0.03                0.12                205.24              
2007      11        22        0.2                 0.1                 280.5               
2007      12        6         0.003               0.01                220.78              
2008      1         9         0.05                0.12                150.08              
2008      2         13        0.41                0.16                149.98              
2008      3         5         0.16                0.12                82.25               
2008      4         9         0.03                0.16                82.11               
2008      5         7         0.02                0.14                86.27               
2008      6         12        0.02                0.1                 112.78              
2008      7         2         0.04                0.12                253.34              
2008      8         13        0.06                0.07                260.72              
2008      9         15        0.03                0.24                939.62              
2008      10        13        0.03                0.13                205.83              
2008      11        19        0.01                0.14                86.64               
2008      12        16        0.01                0.14                444.6               
2009      1         28        0.007               0.19                60.24               
2009      2         12        0.006               0.19                56.26               
2009      3         17        0.009               0.19                71.41               
2009      4         15        0.005               0.2                 34.4                
2009      5         14        0.006               0.11                71.09               
2009      6         15        0.003               0.06                97.92               
2009      7         20        0.01                0.05                319.41              
2009      8         17        0.007               0.14                521.44              
2009      9         14        0.004               0.05                453.75              
2009      10        22        0.026               0.06                722.74              
2009      11        16        0.014               0.09                124.15              
2009      12        14        0.002               0.15                140.63              
2010      1         20        0.002               0.1                 65.87               
