Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2005      2         1         0.02                0.71                0.0                 
2005      2         2         0.01                1.9                 1.84                
2005      3         7         0.01                0.85                2.05                
2005      4         13        0.01                0.76                0.25                
2005      5         9         0.008               0.67                0.3                 
2005      6         6         0.01                0.62                0.79                
2005      7         11        0.25                0.54                24.37               
2005      8         8         0.08                0.46                35.72               
2005      9         8         0.18                0.88                85.1                
2005      10        3         0.01                1.2                 123.88              
2005      11        9         0.008               0.83                44.42               
2005      12        5         0.003               0.87                4.43                
2006      1         9         0.003               1.0                 0.0                 
2006      2         1         0.003               0.94                0.68                
2006      3         2         0.01                1.5                 0.52                
2006      4         4         0.005               0.95                0.0                 
2006      5         1         0.14                0.83                2.79                
2006      6         1         0.02                0.72                1.06                
2006      7         3         0.01                0.49                1.01                
2006      8         1         0.16                0.77                8.86                
2006      9         5         0.01                0.44                4.54                
2006      10        3         0.008               0.53                2.21                
2006      11        1         0.007               0.56                0.0                 
2006      12        4         0.01                0.79                0.0                 
2007      1         9         0.01                1.1                 0.0                 
2007      2         5         0.01                0.28                0.0                 
2007      3         1         0.007               1.1                 0.0                 
2007      4         3         0.02                1.2                 0.0                 
2007      5         2         0.01                0.93                0.0                 
2007      6         5         0.01                1.1                 1.8                 
2007      7         2         0.03                0.54                35.88               
2007      8         6         0.48                0.48                92.76               
2007      9         5         0.02                0.68                6.08                
2007      10        1         0.01                0.61                3.47                
2007      11        1         0.009               0.9                 0.0                 
2007      12        3         0.01                0.82                0.2                 
2008      1         7         0.01                1.4                 1.02                
2008      2         5         0.004               0.95                0.0                 
2008      3         4         0.01                1.1                 0.0                 
2008      4         9         0.005               1.1                 0.0                 
2008      5         6         0.02                1.3                 0.0                 
2008      6         3         0.03                0.91                0.0                 
2008      7         8         0.02                1.2                 0.84                
2008      8         6         0.02                1.2                 0.11                
2008      9         3         0.003               0.58                0.93                
2008      9         4         0.003               0.5                 0.8                 
2008      10        13        0.003               0.65                0.0                 
2008      11        6         0.006               0.81                0.0                 
2008      12        2         0.008               0.91                0.0                 
2009      1         6         0.003               1.3                 0.0                 
2009      2         4         0.005               1.4                 0.0                 
2009      3         4         0.009               1.4                 0.0                 
2009      4         2         0.007               1.4                 0.0                 
2009      5         5         0.01                1.2                 0.02                
2009      6         1         0.01                1.8                 0.76                
2009      7         2         0.002               0.94                0.21                
2009      8         11        0.034               0.7                 0.54                
2009      9         8         0.002               0.53                1.86                
2009      10        6         0.075               0.65                22.45               
2009      11        5         0.01                0.48                1.55                
2009      12        1         0.105               0.82                25.09               
2010      1         6         0.567               1.49                52.6                
2010      2         1         0.002               1.18                0.0                 
2010      3         3         0.002               1.1                 0.0                 
2010      4         8         0.002               0.5                 0.0                 
2010      5         5         0.004               0.6                 0.0                 
2010      6         9         0.048               0.87                1.17                
2010      7         5         0.16                0.79                21.67               
2010      8         3         0.2                 0.98                314.07              
2010      9         2         0.41                1.2                 141.99              
2010      10        4         0.18                1.0                 47.72               
2010      11        4         0.18                1.6                 252.31              
2010      12        2         0.26                1.8                 1033.82             
2011      1         5         0.04                1.2                 26.29               
2011      2         2         0.31                1.1                 66.08               
2011      3         2         0.27                0.9                 49.05               
2011      4         7         0.003               0.73                13.57               
2011      5         2         0.038               0.72                20.01               
2011      6         1         0.12                0.6                 37.68               
2011      7         4         0.051               0.5                 38.8                
2011      8         1         0.29                0.86                99.87               
2011      9         6         0.23                0.97                50.35               
2011      10        3         0.31                1.1                 397.9               
2011      11        7         0.014               0.79                24.69               
2011      12        1         0.13                0.85                58.64               
2012      1         9         0.094               1.3                 2.02                
2012      2         1         0.007               1.1                 0.0                 
2012      3         6         0.48                1.3                 152.37              
2012      4         3         0.29                1.3                 10.79               
2012      5         1         0.022               0.74                9.83                
2012      6         7         0.9                 1.6                 42.19               
2012      7         3         0.36                0.91                106.74              
2012      8         1         0.21                1.6                 301.04              
2012      9         4         0.33                0.98                202.57              
2012      10        2         0.003               0.79                58.66               
2012      11        1         0.003               0.77                12.47               
2012      12        12        0.004               0.53                0.36                
2013      1         3         0.003               0.66                0.0                 
2013      2         5         0.003               0.72                0.0                 
2013      3         12        0.003               1.0                 0.28                
2013      4         10        0.004               0.74                0.39                
2013      5         8         0.003               0.5                 1.37                
2013      6         5         6.2                 1.0                 12.74               
2013      7         2         0.95                0.77                9.43                
2013      8         7         0.36                0.86                206.72              
2013      9         4         0.05                0.92                114.07              
2013      10        8         0.079               0.79                102.43              
2013      11        11        0.003               0.77                14.6                
2013      12        3         0.003               0.69                6.81                
2014      1         6         0.003               0.66                0.33                
2014      2         5         0.003               0.63                0.0                 
2014      3         5         0.003               1.1                 0.0                 
2014      4         7         0.004               0.75                0.0                 
2014      5         6         0.003               0.68                2.27                
2014      6         5         0.012               0.51                6.19                
2014      7         3         0.005               0.32                4.96                
2014      8         7         0.003               0.4                 48.07               
2014      9         1         0.003               0.49                12.97               
2014      10        1         0.003               0.59                37.84               
2014      11        11        0.004               0.61                0.62                
2014      12        2         0.003               0.47                0.24                
2015      2         4         0.003               0.87                0.0                 
2015      3         2         0.016               1.2                 0.0                 
2015      4         1         0.005               1.2                 0.0                 
2015      5         5         0.009               0.03                0.0                 
2015      5         5         0.009               0.8                 0.0                 
2015      6         3         0.003               0.93                1.94                
2015      7         1         0.009               0.39                0.64                
2015      8         3         0.003               0.61                3.81                
2015      9         8         0.003               0.38                5.49                
2015      10        8         0.003               0.34                0.52                
2015      11        4         0.003               0.56                0.05                
2015      12        2         0.003               0.76                0.02                
2016      1         5         0.005               0.97                0.0                 
2016      2         4         0.01                1.5                 0.0                 
2016      3         3         0.003               1.2                 0.0                 
2016      4         4         0.004               1.8                 0.0                 
2016      5         11        0.09                1.3                 0.0                 
2016      6         1         0.021               1.0                 0.87                
2016      7         11        0.55                0.85                145.33              
2016      8         3         0.76                1.2                 992.22              
2016      9         7         0.16                0.9                 114.12              
2016      10        3         0.37                1.8                 3409.42             
2016      11        2         0.019               0.89                53.37               
2016      12        1         0.003               0.67                22.0                
2017      1         9         0.003               1.2                 5.0                 
2017      2         1         0.004               1.1                 0.07                
2017      3         2         0.003               0.84                0.0                 
2017      4         3         0.003               0.9                 0.0                 
2017      5         2         0.042               0.8                 7.39                
2017      6         6         0.003               0.55                12.69               
2017      7         10        0.006               0.43                8.48                
2017      8         2         0.003               0.42                18.31               
2017      9         5         0.004               0.61                54.78               
2017      10        4         0.003               0.53                21.33               
2017      11        9         0.009               0.63                2.99                
2017      12        5         0.024               0.69                205.51              
2018      1         9         0.003               0.89                1.4                 
2018      2         1         0.007               1.0                 3.21                
2018      2         1         0.007               1.0                 3.21                
2018      3         1         0.003               0.74                0.01                
2018      4         5         0.003               0.72                0.0                 
2018      5         3         0.003               0.64                0.0                 
2018      6         6         0.007               0.58                3.08                
2018      7         3         1.2                 1.1                 22.93               
2018      8         2         0.003               0.45                52.4                
2018      9         4         0.004               0.67                36.18               
2018      10        11        0.003               0.63                7.23                
2018      11        7         0.2                 0.81                51.65               
2018      12        4         0.003               0.61                2.47                
