Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2005      1         5         0.02                0.29                317.37              
2005      2         1         0.08                0.63                411.43              
2005      3         3         0.08                0.45                259.68              
2005      4         13        0.16                0.56                241.05              
2005      5         12        0.14                0.42                219.12              
2005      6         2         0.08                0.34                200.99              
2005      7         13        0.45                1.1                 992.8               
2005      8         10        0.15                0.21                465.38              
2005      9         13        0.07                0.29                2755.99             
2005      10        13        0.08                0.34                413.44              
2005      11        3         0.14                0.36                352.75              
2005      12        15        0.04                0.26                309.13              
2006      1         25        0.02                0.23                326.02              
2006      2         15        0.02                0.19                169.78              
2006      3         16        0.04                0.17                198.88              
2006      4         27        0.07                0.34                353.38              
2006      5         10        0.05                0.26                412.65              
2006      6         15        0.05                0.22                249.84              
2006      7         26        0.18                0.24                383.34              
2006      8         16        0.09                0.18                269.01              
2006      9         28        0.03                0.24                304.8               
2006      10        25        0.09                0.24                176.4               
2006      11        8         0.07                0.18                206.39              
2006      12        8         0.04                0.29                88.64               
2007      1         17        0.05                0.28                54.83               
2007      2         22        0.03                0.32                174.57              
2007      3         14        0.07                0.3                 155.46              
2007      4         4         0.03                0.27                205.32              
2007      5         9         0.22                0.4                 152.16              
2007      6         6         0.19                0.16                273.24              
2007      7         17        0.8                 0.7                 8070.85             
2007      8         1         0.7                 0.51                3646.21             
2007      9         18        0.44                0.45                395.04              
2007      10        8         0.25                0.26                315.31              
2007      10        30        0.25                0.36                320.4               
2007      11        27        0.44                0.57                376.52              
2007      12        11        0.34                0.54                368.15              
2008      1         15        0.22                0.45                254.61              
2008      2         13        0.13                0.32                399.4               
2008      3         25        0.2                 0.5                 209.71              
2008      4         30        0.22                0.31                322.69              
2008      5         13        0.31                0.53                396.32              
2008      6         3         0.22                0.27                316.16              
2008      7         1         0.18                0.23                273.65              
2008      8         4         0.24                0.19                383.57              
2008      9         9         0.25                0.26                275.85              
2008      10        2         0.17                0.38                291.4               
2008      11        6         0.12                0.38                233.14              
2008      12        4         0.21                0.58                454.32              
2009      1         6         0.01                0.25                244.85              
2009      2         5         0.08                0.32                401.88              
2009      3         2         0.03                0.27                202.3               
2009      4         2         0.04                0.31                188.06              
2009      5         6         0.08                0.27                224.86              
2009      6         2         0.16                0.23                425.42              
2009      7         8         0.149               0.14                655.29              
2009      8         6         0.215               0.05                171.05              
2009      9         3         0.123               0.12                251.63              
2009      10        5         0.172               0.18                1801.94             
2009      11        17        0.063               0.16                192.1               
2009      12        17        0.026               0.12                196.29              
2010      1         4         0.04                0.25                241.14              
2010      2         11        0.032               0.26                260.42              
2010      3         4         0.042               0.22                266.03              
2010      4         8         0.09                0.11                317.8               
2010      5         3         0.074               0.22                369.35              
2010      6         1         0.356               0.07                1693.06             
2010      7         5         0.084               0.19                591.73              
2010      8         19        0.14                0.2                 563.02              
2010      9         16        0.1                 0.35                2185.83             
2010      10        12        0.093               0.28                326.02              
2010      11        10        0.08                0.32                351.03              
2010      12        2         0.087               0.52                4542.38             
2011      1         6         0.082               0.36                256.26              
2011      2         7         0.32                1.7                 881.02              
2011      3         3         0.12                0.53                339.41              
2011      4         6         0.14                0.37                334.99              
2011      5         2         0.077               0.26                1390.35             
2011      6         6         0.085               0.17                757.95              
2011      7         4         0.065               0.18                1361.35             
2011      8         4         0.14                0.26                2591.79             
2011      9         1         0.26                0.48                457.28              
2011      10        3         0.26                0.62                1338.2              
2011      11        3         0.17                0.36                1204.46             
2011      12        1         0.15                0.42                2533.03             
2012      1         12        0.09                0.44                414.5               
2012      2         15        0.093               0.51                413.36              
2012      3         8         1.4                 0.6                 3988.55             
2012      4         2         0.11                0.36                1114.42             
2012      5         7         0.14                0.32                617.6               
2012      6         18        0.19                0.55                3512.32             
2012      7         10        0.21                0.34                2304.75             
2012      8         8         0.17                0.24                968.26              
2012      9         5         0.13                0.3                 2558.14             
2012      10        4         0.093               0.28                1421.42             
2012      11        7         0.14                0.43                399.55              
2012      12        13        0.069               0.37                293.99              
2013      1         9         0.034               0.34                238.79              
2013      2         4         0.029               0.25                234.48              
2013      3         4         0.041               0.28                311.47              
2013      4         9         0.035               0.23                257.34              
2013      5         6         0.059               0.21                500.53              
2013      6         12        0.12                0.19                338.19              
2013      7         8         0.41                0.38                669.36              
2013      8         10        0.3                 0.36                5144.92             
2013      8         12        0.35                0.3                 5107.73             
2013      9         5         0.19                0.25                1676.16             
2013      10        7         0.15                0.19                3120.8              
2013      11        7         0.12                0.29                434.37              
2013      12        12        0.14                0.36                638.44              
2014      1         2         0.037               0.2                 333.19              
2014      2         6         0.035               0.29                281.4               
2014      3         6         0.033               0.29                318.58              
2014      4         10        0.05                0.37                331.55              
2014      5         7         0.074               0.21                432.11              
2014      6         5         0.12                0.21                765.58              
2014      7         3         0.42                0.38                1485.97             
2014      7         3         0.42                0.38                1485.97             
2014      8         7         0.052               0.19                2171.52             
2014      9         4         0.091               0.21                975.22              
2014      10        6         0.069               0.26                347.63              
2014      11        12        0.071               0.29                305.91              
2014      12        11        0.26                1.3                 3389.62             
2015      1         13        0.085               0.4                 474.26              
2015      2         9         0.035               0.31                333.33              
2015      3         17        0.046               0.34                324.8               
2015      4         16        0.19                0.63                326.69              
2015      5         13        0.14                0.31                441.86              
2015      6         9         0.12                0.25                452.68              
2015      7         2         0.19                0.16                411.33              
2015      8         10        0.064               0.2                 2527.49             
2015      9         2         0.096               0.33                4045.81             
2015      10        8         0.079               0.29                324.52              
2015      11        11        0.11                0.24                379.7               
2015      12        10        0.079               0.3                 507.51              
2016      1         7         0.097               0.41                920.46              
2016      2         11        0.056               0.25                293.94              
2016      3         3         0.047               0.25                251.78              
2016      4         6         0.11                0.25                274.57              
2016      5         9         0.14                0.26                415.84              
2016      6         6         0.14                0.19                424.72              
2016      7         13        0.5                 0.56                1259.67             
2016      8         3         0.093               0.4                 4238.23             
2016      9         5         0.088               0.29                3183.49             
2016      10        11        0.056               0.37                2965.04             
2016      11        15        0.11                0.33                338.04              
2016      12        5         0.061               0.31                286.66              
2017      1         5         0.048               0.32                251.05              
2017      2         13        0.052               0.33                257.48              
2017      3         6         0.005               0.29                265.77              
2017      4         12        0.038               0.24                293.34              
2017      5         4         0.12                0.14                367.59              
2017      6         15        0.13                0.15                323.83              
2017      7         11        0.1                 0.21                233.99              
2017      8         8         0.11                0.18                1579.09             
2017      9         14        0.11                0.3                 475.96              
2017      10        12        0.05                0.23                248.93              
2017      11        9         0.069               0.21                1373.02             
2017      12        13        0.12                0.44                772.84              
2018      1         4         0.053               0.36                280.42              
2018      2         12        0.052               0.28                293.52              
2018      3         14        0.026               0.29                200.62              
2018      4         9         0.034               0.24                209.71              
2018      5         9         0.1                 0.25                539.73              
2018      6         12        0.095               0.18                370.47              
2018      7         5         0.071               0.16                271.11              
2018      8         2         0.047               0.17                531.42              
2018      9         6         0.056               0.24                384.48              
2018      10        10        0.032               0.28                325.41              
2018      11        8         0.079               0.28                1450.03             
2018      12        11        0.08                0.22                303.22              
