Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2005      1         17        0.05                0.15                135.08              
2005      2         21        0.06                0.13                143.82              
2005      3         30        0.05                0.12                100.5               
2005      4         12        0.02                0.11                126.6               
2005      5         17        0.06                0.09                72.89               
2005      6         28        0.06                0.14                104.14              
2005      7         12        0.22                0.36                140.59              
2005      8         9         0.05                0.13                172.46              
2005      9         14        0.23                0.3                 390.24              
2005      10        11        0.05                0.16                275.97              
2005      11        2         0.02                0.09                120.41              
2005      12        1         0.08                0.29                245.05              
2006      2         14        0.009               0.19                86.8                
2006      3         15        0.08                0.16                76.89               
2006      4         26        0.03                0.16                163.84              
2006      5         9         0.2                 0.28                160.3               
2006      6         14        0.04                0.11                108.03              
2006      7         25        0.06                0.14                136.56              
2006      8         15        0.05                0.14                119.75              
2006      9         14        0.04                0.08                170.48              
2006      10        24        0.01                0.07                80.46               
2006      11        28        0.01                0.19                74.16               
2006      12        14        0.01                0.2                 48.01               
2007      1         16        0.03                0.23                44.33               
2007      2         20        0.01                0.2                 50.1                
2007      3         14        0.01                0.09                37.28               
2007      4         11        0.03                0.34                47.69               
2007      5         15        0.02                0.04                42.65               
2007      6         26        0.06                0.12                123.98              
2007      7         10        0.44                0.27                806.43              
2007      8         8         0.03                0.09                273.15              
2007      9         19        0.03                0.18                338.04              
2007      10        10        0.01                0.09                154.55              
2007      11        13        0.05                0.08                164.96              
2007      12        6         0.01                0.03                89.36               
2008      1         9         0.01                0.13                57.87               
2008      2         20        0.003               0.16                71.91               
2008      3         12        0.003               0.12                55.43               
2008      4         28        0.008               0.32                74.44               
2008      5         7         0.007               0.13                70.66               
2008      6         17        0.04                0.21                110.82              
2008      7         22        0.03                0.24                195.16              
2008      8         25        0.14                0.16                192.76              
2008      9         18        0.01                0.11                209.3               
2008      10        16        0.01                0.11                150.14              
2008      11        12        0.01                0.17                101.54              
2008      12        10        0.02                0.12                180.8               
2009      1         14        0.003               0.19                92.63               
2009      2         18        0.003               0.17                57.52               
2009      3         19        0.008               0.22                79.62               
2009      4         22        0.004               0.12                49.82               
2009      5         21        0.01                0.17                67.98               
2009      6         17        0.03                0.1                 88.79               
2009      7         29        0.02                0.11                108.04              
2009      8         19        0.005               0.09                145.57              
2009      9         16        0.036               0.05                161.99              
2009      10        20        0.05                0.09                370.43              
2009      11        10        0.01                0.12                99.06               
2009      12        8         0.008               0.08                87.71               
2010      1         19        0.013               0.08                359.01              
2010      2         17        0.039               0.2                 208.16              
2010      3         10        0.004               0.2                 111.05              
2010      4         20        0.12                0.05                58.81               
2010      5         18        0.021               0.08                111.23              
2010      6         16        0.049               0.05                153.93              
2010      7         21        0.046               0.11                131.57              
2010      8         18        0.17                0.2                 301.07              
