Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2005      1         6         0.05                0.43                0.0                 
2005      2         7         0.75                1.2                 316.27              
2005      3         3         1.0                 1.2                 20.38               
2005      4         4         0.57                1.0                 0.0                 
2005      5         2         0.31                0.78                0.0                 
2005      6         1         0.69                0.99                0.0                 
2005      7         6         0.02                0.81                6.81                
2005      8         1         0.3                 0.66                3.62                
2005      9         5         0.19                0.56                0.0                 
2005      10        4         0.17                0.56                0.0                 
2005      11        3         0.63                0.47                0.0                 
2005      12        1         0.02                0.5                 0.0                 
2006      1         5         0.02                0.61                0.0                 
2006      2         1         0.01                0.52                1.08                
2006      3         2         0.02                0.52                0.0                 
2006      4         3         0.04                0.57                0.0                 
2006      5         2         0.01                0.38                0.0                 
2006      6         5         0.02                0.5                 0.0                 
2006      7         3         0.01                0.39                0.0                 
2006      8         3         0.005               0.43                7.71                
2006      9         5         0.008               0.49                5.77                
2006      10        3         0.03                0.44                0.0                 
2006      11        2         0.008               0.6                 0.0                 
2006      12        5         0.007               0.33                0.0                 
2007      1         3         0.003               0.44                0.0                 
2007      2         5         0.01                0.43                0.0                 
2007      3         6         0.01                0.43                0.0                 
2007      4         3         0.01                0.4                 0.0                 
2007      5         1         0.01                0.19                0.0                 
2007      6         6         0.02                0.42                0.0                 
2007      7         2         0.02                0.46                0.0                 
2007      8         7         0.005               0.34                0.0                 
2007      9         4         0.005               0.45                2.44                
2007      10        4         0.004               0.39                0.0                 
2007      11        7         0.03                0.47                0.0                 
2007      12        4         0.004               0.49                0.0                 
2008      1         3         0.008               1.1                 0.0                 
2008      2         5         0.007               0.42                0.0                 
2008      3         4         0.006               0.61                0.0                 
2008      4         2         0.003               0.74                0.0                 
2008      5         5         0.01                0.84                0.0                 
2008      6         5         0.01                0.5                 0.0                 
2008      7         2         0.006               0.48                0.0                 
2008      8         5         0.007               0.47                3.07                
2008      9         2         0.006               0.51                2.46                
2008      10        2         0.01                0.48                0.0                 
2008      11        5         0.006               0.6                 0.0                 
2008      12        2         0.006               0.49                0.0                 
2009      1         6         0.006               0.58                0.0                 
2009      2         4         0.005               0.8                 0.0                 
2009      3         3         0.007               1.1                 0.0                 
2009      4         1         0.005               0.74                0.0                 
2009      5         5         0.007               0.76                0.0                 
2009      6         2         0.01                0.84                0.0                 
