Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2005      1         18        0.01                0.19                34.82               
2005      2         22        0.007               0.21                69.55               
2005      3         22        0.008               0.08                20.28               
2005      4         19        0.01                0.15                24.23               
2005      5         24        0.008               0.14                17.09               
2005      6         21        0.01                0.12                24.22               
2005      7         19        0.16                0.28                185.4               
2005      8         16        0.04                0.18                189.88              
2005      9         20        0.05                0.23                313.18              
2005      10        18        0.006               0.18                108.11              
2005      11        15        0.01                0.18                66.86               
2005      12        20        0.01                0.15                61.7                
2006      1         17        0.009               0.26                25.29               
2006      2         21        0.01                0.17                3.45                
2006      3         21        0.01                0.17                5.65                
2006      4         11        0.005               0.12                7.75                
2006      5         16        0.01                0.12                16.52               
2006      6         20        0.004               0.31                34.21               
2006      7         18        0.03                0.26                126.5               
2006      8         22        0.01                0.16                32.32               
2006      9         19        0.01                0.19                53.47               
2006      10        17        0.006               0.13                17.97               
2006      11        21        0.007               0.25                14.04               
2006      12        19        0.01                0.24                0.64                
2007      1         23        0.009               0.11                0.04                
2007      2         13        0.004               0.19                0.0                 
2007      3         13        0.04                0.21                0.17                
2007      4         10        0.006               0.19                1.78                
2007      5         8         0.006               0.19                6.77                
2007      6         19        0.01                0.01                39.98               
2007      7         25        0.25                0.19                137.67              
2007      8         21        0.01                0.26                91.74               
2007      9         18        0.006               0.15                79.67               
2007      10        23        0.01                0.07                25.61               
2007      11        20        0.02                0.01                62.21               
2007      12        18        0.009               0.25                50.16               
2008      1         8         0.003               0.22                13.84               
2008      2         12        0.01                0.16                26.3                
2008      3         17        0.003               0.11                4.93                
2008      4         22        0.007               0.15                7.49                
2008      5         15        0.006               0.18                9.91                
2008      6         10        0.006               0.54                11.83               
2008      7         15        0.007               0.12                17.98               
2008      8         19        0.004               0.12                55.7                
2008      9         16        0.004               0.16                56.58               
2008      10        21        0.01                0.15                5.41                
2008      11        18        0.01                0.14                1.9                 
2008      12        16        0.006               0.4                 340.47              
2009      1         20        0.01                0.23                17.98               
2009      2         17        0.02                0.19                7.26                
2009      3         17        0.003               0.23                11.88               
2009      4         14        0.01                0.2                 10.27               
2009      5         19        0.007               0.11                7.32                
2009      6         16        0.01                0.09                9.85                
2009      7         14        0.006               0.52                11.41               
2009      8         18        0.014               0.07                21.02               
2009      9         22        0.002               0.12                28.94               
2009      10        20        0.002               0.19                191.03              
2009      11        17        0.004               0.16                15.44               
2009      12        15        0.05                0.08                16.27               
2010      1         19        0.01                0.16                10.74               
2010      2         18        0.021               0.3                 102.22              
2010      3         16        0.006               0.2                 30.53               
2010      4         13        0.018               0.1                 10.66               
2010      5         10        0.002               0.08                9.73                
2010      6         8         0.004               0.38                52.34               
2010      7         12        0.012               0.13                49.31               
2010      8         9         0.12                0.26                284.04              
2010      9         7         0.014               0.3                 652.66              
2010      10        19        0.047               0.37                578.8               
2010      11        16        0.015               0.29                297.62              
2010      12        14        0.031               0.34                245.06              
2011      1         11        0.016               0.2                 85.66               
2011      2         14        0.018               0.42                198.47              
2011      3         14        0.032               0.24                74.39               
2011      4         18        0.008               0.18                74.17               
2011      5         16        0.011               0.16                77.92               
2011      6         14        0.017               0.23                414.32              
2011      7         18        0.01                0.14                121.51              
2011      8         15        0.13                0.32                934.56              
2011      9         19        0.025               0.21                159.82              
2011      10        17        0.011               0.26                119.24              
2011      11        14        0.034               0.25                164.14              
2011      12        12        0.031               0.19                90.53               
2012      1         9         0.01                0.22                42.14               
2012      2         13        0.005               0.18                38.84               
2012      3         19        0.052               0.31                342.58              
2012      4         16        0.06                0.15                99.72               
2012      5         14        0.06                0.14                131.9               
2012      6         18        0.25                0.76                569.9               
2012      7         16        0.1                 0.26                550.8               
2012      8         20        0.046               0.38                761.33              
2012      9         17        0.009               0.15                227.24              
2012      10        15        0.034               0.22                277.33              
2012      11        19        0.042               0.22                152.07              
2012      12        17        0.045               0.21                81.08               
2013      1         14        0.026               0.2                 20.92               
2013      2         18        0.006               0.22                6.68                
2013      3         18        0.018               0.17                38.0                
2013      4         18        0.014               0.13                42.83               
2013      5         20        0.014               0.11                43.73               
2013      6         17        0.075               0.51                1557.09             
2013      7         15        0.25                0.13                131.76              
2013      8         19        0.075               0.18                225.0               
2013      9         16        0.11                0.13                99.49               
2013      10        15        0.094               0.13                107.75              
2013      11        18        0.011               0.16                59.5                
2013      12        9         0.019               0.21                83.35               
2013      12        23        0.024               0.2                 30.87               
2014      1         13        0.003               0.19                12.9                
2014      2         17        0.008               0.16                8.85                
2014      3         17        0.003               0.19                6.83                
2014      4         14        0.025               0.35                109.09              
2014      5         19        0.003               0.15                27.84               
2014      6         16        0.093               0.53                1060.7              
2014      7         21        0.035               0.16                210.28              
2014      8         18        0.075               0.13                181.56              
2014      9         15        0.011               0.19                221.79              
2014      10        20        0.005               0.17                130.76              
2014      11        17        0.014               0.21                131.19              
2014      12        15        0.005               0.28                176.17              
2015      1         20        0.007               0.18                38.03               
2015      2         16        0.007               0.33                142.44              
2015      3         16        0.01                0.16                31.38               
2015      4         13        0.018               0.19                68.12               
2015      4         13        0.003               0.01                68.12               
2015      4         13        0.016               0.22                68.12               
2015      5         18        0.003               0.14                98.91               
2015      6         15        0.052               0.1                 79.49               
2015      7         20        0.077               0.37                483.79              
2015      8         17        0.036               0.15                184.46              
2015      9         14        0.01                0.16                172.11              
2015      10        19        0.025               0.22                92.33               
2015      11        16        0.003               0.26                130.57              
2015      12        14        0.011               0.19                34.75               
2016      1         21        0.017               0.23                30.07               
2016      2         15        0.007               0.2                 32.23               
2016      3         14        0.01                0.25                39.72               
2016      4         18        0.007               0.12                24.57               
2016      5         16        0.021               0.12                27.85               
2016      6         20        0.066               0.18                104.07              
2016      7         18        0.21                0.29                362.43              
2016      8         15        0.18                0.15                195.44              
2016      9         15        0.092               0.2                 371.15              
2016      10        24        0.038               0.46                1633.29             
2016      11        14        0.12                0.17                206.34              
2016      12        12        0.029               0.18                88.48               
2017      1         16        0.013               0.25                52.66               
2017      2         13        0.013               0.32                19.99               
2017      3         20        0.008               0.32                8.48                
2017      4         18        0.019               0.15                34.36               
