Year      Month     Day       NO2+NO3_mg/l        Kjeldahl N_mg/l     Q_Ml/d    
2005      1         6         0.12                0.22                5861.23             
2005      2         3         0.08                0.18                800.23              
2005      3         3         0.08                0.25                614.68              
2005      3         22        0.09                0.08                595.8               
2005      4         7         0.05                0.17                404.75              
2005      4         12        0.07                0.11                391.56              
2005      5         5         0.05                0.16                417.65              
2005      5         10        0.04                0.11                398.39              
2005      6         2         0.04                0.15                401.31              
2005      6         14        0.07                0.13                399.15              
2005      7         7         0.08                0.15                410.26              
2005      7         12        0.1                 0.15                395.55              
2005      8         4         0.11                0.13                758.72              
2005      8         9         0.11                0.14                740.99              
2005      9         8         0.07                0.21                215.61              
2005      9         13        0.08                0.58                249.78              
2005      10        6         0.05                0.36                320.19              
2005      10        11        0.07                0.24                401.55              
2005      11        3         0.37                0.12                206.92              
2005      11        8         0.12                0.18                203.49              
2005      12        8         0.11                0.21                213.24              
2005      12        20        0.02                0.22                203.46              
2006      1         5         0.09                0.26                994.44              
2006      1         10        0.04                0.18                203.65              
2006      2         2         0.05                0.36                211.93              
2006      2         14        0.03                0.17                300.07              
2006      3         2         0.05                0.46                203.96              
2006      3         14        0.08                0.16                310.26              
2006      4         6         0.11                0.08                207.92              
2006      4         11        0.12                0.15                319.02              
2006      5         4         0.12                0.08                305.41              
2006      5         9         0.13                0.15                294.98              
2006      6         8         0.09                0.11                302.1               
2006      6         13        0.1                 0.12                675.03              
2006      7         6         0.09                0.21                578.48              
2006      7         18        0.07                0.18                673.94              
2006      8         3         0.09                0.15                4894.53             
2006      8         8         0.07                0.14                5055.53             
2006      9         7         0.08                0.09                9805.47             
2006      9         12        0.08                0.14                9972.5              
2006      10        5         0.06                0.16                10206.22            
2006      10        10        0.06                0.11                10127.08            
2006      11        2         0.04                0.21                10017.82            
2006      11        14        0.05                0.16                10239.73            
2006      12        7         0.02                0.19                10635.84            
2006      12        12        0.006               0.15                10764.58            
2007      1         4         0.05                0.21                10851.08            
2007      1         9         0.06                0.15                10925.73            
2007      2         8         0.07                0.13                10165.17            
2007      2         13        0.11                0.13                9907.83             
2007      3         8         0.07                0.31                6695.47             
2007      3         13        0.08                0.09                5646.48             
2007      4         4         0.06                0.26                2601.35             
2007      4         17        0.05                0.11                590.72              
2007      5         2         0.03                0.22                192.65              
2007      5         8         0.04                0.2                 190.05              
2007      6         7         0.04                0.23                201.26              
2007      6         12        0.04                0.14                198.87              
2007      7         5         0.09                0.19                202.29              
2007      7         10        0.05                0.17                214.64              
2007      8         2         0.06                0.14                219.56              
2007      8         14        0.07                0.2                 199.49              
2007      9         6         0.17                0.14                220.58              
2007      9         11        25.0                0.16                199.75              
2007      10        4         0.27                0.42                189.75              
2007      10        9         0.26                0.24                205.55              
2007      11        8         0.13                0.29                271.05              
2007      11        13        0.23                0.16                697.11              
2007      12        6         0.22                0.11                1947.08             
2007      12        11        0.21                0.01                948.96              
2008      1         3         0.2                 0.14                578.63              
2008      1         8         0.24                0.15                588.79              
2008      2         7         0.18                0.68                401.59              
2008      2         12        0.16                0.11                383.52              
2008      3         6         0.19                0.14                437.17              
2008      3         11        0.18                0.13                437.44              
2008      4         3         0.04                0.02                309.87              
2008      4         8         0.2                 0.2                 289.69              
2008      5         8         0.15                0.07                190.62              
2008      5         13        0.21                0.14                191.97              
2008      6         3         0.15                0.15                191.69              
2008      6         10        0.08                0.26                198.49              
2008      7         3         0.13                0.19                197.4               
2008      7         8         0.16                0.19                199.44              
2008      8         7         0.14                0.16                200.99              
2008      8         12        0.17                0.13                201.96              
2008      9         4         0.15                0.16                191.91              
2008      9         9         0.18                0.36                191.3               
2008      10        9         0.16                0.14                189.26              
2008      10        21        0.08                0.18                191.18              
2008      11        6         0.13                0.16                344.65              
2008      11        11        0.09                0.22                340.97              
2008      12        4         0.14                0.23                1126.89             
2008      12        9         0.15                0.31                341.77              
2009      1         8         0.11                0.17                331.39              
2009      1         13        0.03                0.19                2554.0              
2009      2         5         0.14                0.22                467.07              
2009      2         17        0.13                0.17                465.78              
2009      3         5         0.14                0.15                464.15              
2009      3         10        0.09                0.17                469.54              
2009      4         7         0.13                1.2                 2848.98             
2009      4         14        0.13                0.19                2656.01             
2009      5         7         0.14                0.16                189.32              
2009      5         12        0.06                0.12                192.7               
2009      6         4         0.1                 0.18                192.39              
2009      6         10        0.09                0.14                202.24              
2009      7         2         0.168               0.11                185.45              
