Year      Month     Day       TotalP_mg/l         Q_Ml/d    
2005      1         6         0.01                5861.23             
2005      2         3         0.01                800.23              
2005      3         3         0.01                614.68              
2005      3         22        0.008               595.8               
2005      4         7         0.01                404.75              
2005      4         12        0.01                391.56              
2005      5         5         0.005               417.65              
2005      5         10        0.007               398.39              
2005      6         2         0.005               401.31              
2005      6         14        0.007               399.15              
2005      7         7         0.01                410.26              
2005      7         12        0.01                395.55              
2005      8         4         0.005               758.72              
2005      8         9         0.01                740.99              
2005      9         8         0.03                215.61              
2005      9         13        0.11                249.78              
2005      10        6         0.03                320.19              
2005      10        11        0.01                401.55              
2005      11        3         0.01                206.92              
2005      11        8         0.01                203.49              
2005      12        8         0.01                213.24              
2005      12        20        0.02                203.46              
2006      1         5         0.13                994.44              
2006      1         10        0.01                203.65              
2006      2         2         0.01                211.93              
2006      2         14        0.01                300.07              
2006      3         2         0.08                203.96              
2006      3         14        0.007               310.26              
2006      4         6         0.02                207.92              
2006      4         11        0.008               319.02              
2006      5         4         0.01                305.41              
2006      5         9         0.005               294.98              
2006      6         8         0.005               302.1               
2006      6         13        0.006               675.03              
2006      7         6         0.007               578.48              
2006      7         18        0.005               673.94              
2006      8         3         0.005               4894.53             
2006      8         8         0.005               5055.53             
2006      9         7         0.007               9805.47             
2006      9         12        0.01                9972.5              
2006      10        5         0.01                10206.22            
2006      10        10        0.005               10127.08            
2006      11        2         0.005               10017.82            
2006      11        14        0.005               10239.73            
2006      12        7         0.005               10635.84            
2006      12        12        0.005               10764.58            
2007      1         4         0.01                10851.08            
2007      1         9         0.008               10925.73            
2007      2         8         0.02                10165.17            
2007      2         13        0.01                9907.83             
2007      3         8         0.05                6695.47             
2007      3         13        0.15                5646.48             
2007      4         4         0.04                2601.35             
2007      4         17        0.009               590.72              
2007      5         2         0.01                192.65              
2007      5         8         0.01                190.05              
2007      6         7         0.01                201.26              
2007      6         12        0.005               198.87              
2007      7         5         0.008               202.29              
2007      7         10        0.006               214.64              
2007      8         2         0.01                219.56              
2007      8         14        0.01                199.49              
2007      9         6         0.01                220.58              
2007      9         11        0.01                199.75              
2007      10        4         0.01                189.75              
2007      10        9         0.01                205.55              
2007      11        8         0.01                271.05              
2007      11        13        0.005               697.11              
2007      12        6         0.01                1947.08             
2007      12        11        0.005               948.96              
2008      1         3         0.01                578.63              
2008      1         8         0.005               588.79              
2008      2         7         0.06                401.59              
2008      2         12        0.006               383.52              
2008      3         6         0.009               437.17              
2008      3         11        0.007               437.44              
2008      4         3         0.01                309.87              
2008      4         8         0.01                289.69              
2008      5         8         0.005               190.62              
2008      5         13        0.008               191.97              
2008      6         3         0.005               191.69              
2008      6         10        0.006               198.49              
2008      7         3         0.01                197.4               
2008      7         8         0.005               199.44              
2008      8         7         0.01                200.99              
2008      8         12        0.007               201.96              
2008      9         4         0.009               191.91              
2008      9         9         0.007               191.3               
2008      10        9         0.005               189.26              
2008      10        21        0.009               191.18              
2008      11        6         0.01                344.65              
2008      11        11        0.01                340.97              
2008      12        4         0.02                1126.89             
2008      12        9         0.01                341.77              
2009      1         8         0.009               331.39              
2009      1         13        0.01                2554.0              
2009      2         5         0.01                467.07              
2009      2         17        0.009               465.78              
2009      3         5         0.01                464.15              
2009      3         10        0.006               469.54              
2009      4         7         0.02                2848.98             
2009      4         14        0.03                2656.01             
2009      5         7         0.01                189.32              
2009      5         12        0.01                192.7               
2009      6         4         0.01                192.39              
2009      6         10        0.009               202.24              
2009      7         2         0.01                185.45              
2009      8         6         0.011               190.62              
2009      9         2         0.015               189.27              
2009      10        7         0.079               188.02              
2009      11        5         0.005               188.64              
2009      12        3         0.005               1264.71             
2010      1         7         0.011               459.95              
2010      2         4         0.014               532.14              
2010      3         1         0.019               510.06              
2010      4         8         0.008               317.44              
2010      5         6         0.005               189.93              
2010      6         3         0.005               190.22              
2010      7         8         0.005               187.54              
2010      8         5         0.016               187.21              
2010      9         2         0.01                188.72              
2010      10        6         0.014               194.3               
2010      11        4         0.024               201.61              
2010      12        2         0.021               190.34              
2011      1         6         0.016               196.5               
2011      2         3         0.009               1612.03             
2011      3         3         0.025               202.32              
2011      4         7         0.018               192.45              
2011      5         5         0.012               207.49              
2011      6         2         0.006               1442.35             
2011      7         7         0.019               194.23              
2011      8         4         0.008               194.68              
2011      9         8         0.02                198.72              
2011      10        5         0.008               199.71              
2011      11        3         0.014               191.96              
2011      12        8         0.009               200.67              
2012      1         4         0.011               319.68              
2012      2         2         0.012               191.25              
2012      3         15        0.037               191.62              
2012      4         3         0.019               209.07              
2012      5         3         0.013               194.18              
2012      6         7         0.017               185.87              
2012      7         5         0.005               2067.4              
2012      8         2         0.008               996.99              
2012      9         5         0.019               199.19              
2012      10        4         0.013               518.67              
2012      11        6         0.006               2411.54             
2012      12        6         0.005               1224.17             
2013      1         3         0.01                604.98              
2013      2         5         0.01                6674.12             
2013      3         7         0.008               3025.62             
2013      4         4         0.005               7839.17             
2013      5         2         0.007               320.92              
2013      6         6         0.014               327.68              
2013      7         4         0.008               321.7               
2013      8         8         0.014               3963.06             
2013      9         4         0.008               6505.75             
2013      10        3         0.005               3517.74             
2013      11        7         0.007               1952.1              
2013      12        4         0.009               3665.96             
2014      1         9         0.01                5702.49             
2014      2         6         0.036               3385.35             
2014      3         6         0.008               1498.88             
2014      4         3         0.03                2071.9              
2014      5         8         0.012               185.54              
2014      6         5         0.005               2004.08             
2014      7         2         0.015               128.09              
2014      8         6         0.008               151.57              
2014      9         4         0.014               499.7               
2014      10        2         0.005               6878.32             
2014      11        6         0.021               3670.88             
2014      12        3         0.032               6840.32             
2015      1         8         0.068               2030.8              
2015      2         5         0.007               4191.42             
2015      3         5         0.009               600.9               
2015      4         16        0.005               5932.27             
2015      5         7         0.013               448.63              
2015      6         4         0.005               4931.72             
2015      7         2         0.006               3973.73             
2015      8         6         0.005               7038.58             
2015      9         3         0.007               6132.1              
2015      10        8         0.005               4511.4              
2015      11        5         0.006               6506.26             
2015      12        2         0.008               7333.13             
2016      1         7         0.005               6449.03             
2016      2         4         0.005               5129.87             
2016      3         3         0.005               598.17              
2016      4         7         0.005               593.4               
2016      5         5         0.009               138.81              
2016      6         2         0.005               803.33              
2016      7         7         0.008               2974.01             
2016      8         4         0.016               218.26              
2016      9         8         0.025               214.36              
2016      10        6         0.029               200.8               
2016      11        3         0.018               198.62              
2016      12        7         0.009               199.02              
2017      1         5         0.014               300.25              
2017      2         2         0.009               252.05              
2017      3         2         0.009               270.03              
2017      4         5         0.01                310.5               
2017      5         4         0.005               196.43              
2017      6         8         0.005               203.61              
2017      7         5         0.005               194.1               
2017      8         3         0.005               673.78              
2017      9         6         0.006               169.97              
2017      10        5         0.005               180.62              
