Year      Month     Day       TotalP_mg/l         Q_Ml/d    
2005      1         5         0.06                76.81               
2005      1         11        0.07                51.03               
2005      1         18        0.07                79.7                
2005      1         24        0.07                74.97               
2005      2         1         0.06                363.93              
2005      2         8         0.08                419.19              
2005      2         15        0.05                154.43              
2005      2         22        0.06                77.52               
2005      3         1         0.06                33.81               
2005      3         8         0.09                102.88              
2005      3         16        0.08                1.18                
2005      3         22        0.12                32.1                
2005      3         30        0.05                123.25              
2005      4         5         0.05                5.49                
2005      4         12        0.04                2.14                
2005      4         19        0.04                12.91               
2005      4         27        0.04                4.73                
2005      5         2         0.04                58.77               
2005      5         10        0.04                6.9                 
2005      5         17        0.04                5.44                
2005      5         24        0.05                4.3                 
2005      5         31        0.08                3.35                
2005      6         7         0.04                2.31                
2005      6         15        0.04                2.17                
2005      6         21        0.05                2.08                
2005      6         28        0.05                2.08                
2005      7         5         0.05                58.11               
2005      7         12        0.05                50.98               
2005      7         19        0.04                6.9                 
2005      7         26        0.04                6.88                
2005      8         2         0.04                5.3                 
2005      8         8         0.03                2.96                
2005      8         16        0.04                2.43                
2005      8         23        0.04                1.78                
2005      8         30        0.06                193.17              
2005      9         6         0.05                25.48               
2005      9         13        0.04                3.05                
2005      9         20        0.1                 71.28               
2005      9         27        0.13                171.57              
2005      10        4         0.12                132.11              
2005      10        11        0.09                237.14              
2005      10        18        0.09                6.65                
2005      10        25        0.09                253.95              
2005      11        1         0.06                326.9               
2005      11        8         0.11                455.77              
2005      11        15        0.05                349.26              
2005      11        22        0.07                139.89              
2005      11        29        0.08                4.84                
2005      12        5         0.08                269.43              
2005      12        13        0.09                3.52                
2005      12        20        0.08                0.93                
2005      12        29        0.09                33.45               
2006      1         4         0.06                4.7                 
2006      1         10        0.07                6.76                
2006      1         17        0.08                119.1               
2006      1         24        0.06                1.91                
2006      1         31        0.07                140.25              
2006      2         7         0.06                5.63                
2006      2         14        0.04                2.25                
2006      2         21        0.05                1.65                
2006      2         27        0.05                96.05               
2006      3         7         0.05                8.1                 
2006      3         14        0.02                5.22                
2006      3         21        0.05                17.21               
2006      3         28        0.02                11.75               
2006      4         4         0.03                3.38                
2006      4         11        0.04                54.29               
2006      4         19        0.04                76.73               
2006      4         26        0.04                121.55              
2006      5         2         0.02                311.28              
2006      5         9         0.02                228.65              
2006      5         16        0.04                51.81               
2006      5         23        0.04                216.7               
2006      5         30        0.03                163.84              
2006      6         6         0.06                74.36               
2006      6         14        0.06                31.88               
2006      6         20        0.07                23.06               
2006      6         27        0.07                16.31               
2006      7         4         0.06                10.62               
2006      7         11        0.08                6.39                
2006      7         18        0.05                22.91               
2006      7         25        0.08                13.45               
2006      8         1         0.1                 7.85                
2006      8         8         0.13                1.9                 
2006      8         15        0.1                 2.14                
2006      8         22        0.07                37.77               
2006      8         29        0.05                26.11               
2006      9         5         0.05                22.13               
2006      9         12        0.05                136.81              
2006      9         19        0.05                6.14                
2006      9         26        0.06                2.0                 
2006      10        3         0.05                5.96                
2006      10        10        0.08                12.57               
2006      10        17        0.07                16.91               
2006      10        24        0.07                22.98               
2006      10        31        0.04                3.96                
2006      11        7         0.06                101.39              
2006      11        14        0.06                164.6               
2006      11        21        0.06                11.19               
2006      11        28        0.06                1.5                 
2006      12        5         0.07                2.5                 
2006      12        12        0.08                4.82                
2006      12        19        0.02                4.52                
2006      12        27        0.05                4.97                
2007      1         3         0.07                89.33               
2007      1         9         0.07                6.91                
2007      1         16        0.06                4.17                
2007      1         23        0.01                62.51               
2007      1         30        0.02                4.94                
2007      2         6         0.05                5.58                
2007      2         13        0.03                4.81                
2007      2         20        0.02                5.97                
2007      2         27        0.05                6.21                
2007      3         6         0.06                6.32                
2007      3         14        0.07                5.91                
2007      3         20        0.07                5.7                 
2007      3         27        0.07                6.07                
2007      4         3         0.02                5.09                
2007      4         11        0.05                4.97                
2007      4         17        0.04                4.8                 
2007      4         23        0.05                4.65                
2007      5         1         0.05                10.8                
2007      5         8         0.01                7.93                
2007      5         15        0.03                7.53                
2007      5         22        0.04                31.55               
2007      5         29        0.03                20.23               
2007      6         5         0.02                20.66               
2007      6         13        0.02                19.23               
2007      6         19        0.02                18.64               
2007      6         26        0.02                15.85               
2007      7         3         0.02                15.58               
2007      7         10        0.03                14.28               
2007      7         17        0.03                12.03               
2007      7         24        0.04                11.16               
2007      7         31        0.04                11.62               
2007      8         7         0.05                11.79               
2007      8         13        0.04                11.74               
2007      8         20        0.04                10.94               
2007      8         28        0.06                5.9                 
2007      9         4         0.08                5.36                
2007      9         11        0.07                4.51                
2007      9         18        0.08                3.83                
2007      9         25        0.1                 3.59                
2007      10        2         0.07                0.89                
2007      10        9         0.07                0.58                
2007      10        16        0.09                0.58                
2007      10        23        0.1                 0.94                
2007      10        30        0.08                1.04                
2007      11        6         0.11                1.75                
2007      11        13        0.09                1.39                
2007      11        20        0.09                1.46                
2007      11        27        0.14                1.31                
2007      12        4         0.08                1.23                
2007      12        11        0.08                0.67                
2007      12        18        0.12                0.12                
2007      12        26        0.07                0.8                 
2008      1         2         0.08                0.99                
2008      1         8         0.07                1.37                
2008      1         15        0.11                1.58                
2008      1         22        0.09                1.42                
2008      1         30        0.06                1.2                 
2008      2         5         0.07                1.27                
2008      2         12        0.05                1.26                
2008      2         19        0.06                1.23                
2008      2         26        0.07                0.99                
2008      3         4         0.06                1.11                
2008      3         12        0.06                0.97                
2008      3         18        0.07                0.73                
2008      3         26        0.05                0.56                
2008      4         1         0.05                0.33                
2008      4         8         0.07                0.5                 
2008      4         15        0.05                0.5                 
2008      4         22        0.05                0.5                 
2008      4         29        0.05                0.5                 
2008      5         6         0.02                157.92              
2008      5         13        0.04                76.15               
2008      5         20        0.04                375.99              
2008      5         27        0.03                63.48               
2008      6         3         0.05                2.85                
2008      6         11        0.07                0.98                
2008      6         17        0.04                1.13                
2008      6         24        0.05                1.04                
2008      6         30        0.05                1.05                
2008      7         8         0.04                1.38                
2008      7         15        0.05                1.32                
2008      7         22        0.06                1.15                
2008      7         29        0.05                1.42                
2008      8         5         0.05                1.22                
2008      8         12        0.05                0.74                
2008      8         19        0.08                0.48                
2008      8         26        0.08                0.49                
2008      9         2         0.07                0.61                
2008      9         9         0.07                0.54                
2008      9         16        0.09                0.37                
2008      9         23        0.11                0.37                
2008      9         30        0.06                6.66                
2008      10        7         0.09                5.86                
2008      10        14        0.09                5.56                
2008      10        21        0.08                2.08                
2008      10        28        0.07                1.97                
2008      11        4         0.07                1.86                
2008      11        11        0.08                0.99                
2008      11        18        0.08                0.87                
2008      11        25        0.08                0.8                 
2008      12        2         0.08                1.16                
2008      12        9         0.09                1.38                
2008      12        16        0.07                0.9                 
2008      12        23        0.06                1.56                
2008      12        29        0.07                1.61                
2009      1         6         0.12                1.04                
2009      1         13        0.08                1.06                
2009      1         20        0.09                0.82                
2009      1         28        0.06                1.17                
2009      2         3         0.07                1.29                
2009      2         10        0.06                1.25                
2009      2         17        0.06                0.89                
2009      2         24        0.07                1.19                
2009      3         3         0.05                0.95                
2009      3         11        0.06                0.81                
2009      3         17        0.07                0.41                
2009      3         24        0.06                0.28                
2009      3         31        0.07                0.62                
2009      4         7         0.06                0.51                
2009      4         15        0.04                0.63                
2009      4         21        0.05                0.51                
2009      4         28        0.04                23.8                
2009      5         5         0.04                2.66                
2009      5         12        0.05                0.0                 
2009      5         19        0.03                129.89              
2009      5         26        0.14                5.65                
2009      6         2         0.04                6.15                
2009      6         10        0.04                5.55                
2009      6         16        0.03                5.3                 
2009      6         23        0.03                5.01                
2009      6         30        0.04                4.74                
2009      7         7         0.018               4.22                
2009      7         14        0.021               3.66                
2009      7         21        0.04                2.71                
2009      7         28        0.022               2.4                 
2009      8         4         0.058               1.18                
2009      8         11        0.04                0.0                 
2009      8         19        0.034               0.0                 
2009      8         25        0.069               0.0                 
2009      9         1         0.116               0.0                 
2009      9         8         0.095               0.0                 
2009      9         15        0.08                0.0                 
2009      9         22        0.06                3.28                
2009      9         29        0.053               2.52                
2009      10        6         0.077               1.67                
2009      10        13        0.005               1.76                
2009      10        20        0.005               1.83                
2009      10        27        0.03                1.98                
2009      11        4         0.016               1.8                 
2009      11        10        0.038               2.06                
2009      11        17        0.017               0.66                
2009      11        24        0.016               1.39                
2009      12        1         0.038               2.91                
2009      12        8         0.008               2.89                
2009      12        14        0.014               3.11                
2009      12        21        0.034               3.1                 
2009      12        29        0.01                2.86                
2010      1         5         0.046               2.84                
2010      1         11        0.032               3.37                
2010      1         19        0.012               2.61                
2010      1         27        0.022               2.78                
2010      2         2         0.025               2.58                
2010      2         10        0.031               7.79                
2010      2         16        0.03                3.79                
2010      2         23        0.034               1.8                 
2010      3         2         0.005               1.22                
2010      3         9         0.01                2.13                
2010      3         15        0.011               2.59                
2010      3         22        0.022               2.84                
2010      3         29        0.026               2.93                
2010      4         7         0.026               3.18                
2010      4         12        0.028               3.31                
2010      4         20        0.009               3.5                 
2010      4         27        0.016               3.09                
2010      5         4         0.02                3.36                
2010      5         11        0.014               3.21                
2010      5         18        0.011               188.31              
2010      5         24        0.007               198.38              
2010      5         31        0.012               275.54              
2010      6         7         0.017               2.44                
2010      6         15        0.012               1.92                
2010      6         22        0.005               1.84                
2010      6         29        0.01                1.76                
2010      7         6         0.041               1.69                
2010      7         12        0.034               1.58                
2010      7         20        0.048               1.44                
2010      7         27        0.063               1.37                
2010      8         3         0.058               1.23                
2010      8         10        0.04                1.51                
2010      8         17        0.035               1.52                
2010      8         24        0.057               1085.39             
2010      8         31        0.069               1709.47             
2010      9         7         0.066               2338.29             
2010      9         14        0.048               2656.28             
2010      9         22        0.059               2782.38             
2010      9         27        0.071               4185.91             
2010      10        5         0.13                3055.49             
2010      10        12        0.072               194.43              
2010      10        18        0.11                395.33              
2010      10        26        0.089               1034.29             
2010      11        3         0.086               610.98              
2010      11        9         0.065               2084.97             
2010      11        16        0.089               1581.57             
2010      11        23        0.068               1045.61             
2010      11        30        0.061               1449.7              
2010      12        7         0.032               3225.61             
2010      12        14        0.1                 4759.41             
2010      12        21        0.087               5311.32             
2010      12        30        0.12                5270.13             
2011      1         5         0.1                 4260.33             
2011      1         11        0.13                3693.3              
2011      1         24        0.13                5239.26             
2011      2         1         0.13                4177.8              
2011      2         8         0.18                2401.05             
2011      2         15        0.13                3045.54             
2011      2         22        0.11                3709.95             
2011      3         1         0.096               3102.31             
2011      3         8         0.11                2015.91             
2011      3         16        0.078               1823.41             
2011      3         22        0.12                1097.09             
2011      3         28        0.12                363.3               
2011      4         6         0.09                196.26              
2011      4         12        0.054               588.58              
2011      4         19        0.08                71.27               
2011      4         27        0.079               95.17               
2011      5         3         0.061               3.18                
2011      5         10        0.074               2.33                
2011      5         17        0.049               180.35              
2011      5         24        0.068               256.17              
2011      5         31        0.062               406.26              
2011      6         7         0.06                1057.58             
2011      6         14        0.067               709.78              
2011      6         21        0.085               345.37              
2011      6         28        0.072               37.58               
2011      7         4         0.089               414.54              
2011      7         11        0.058               440.58              
2011      7         18        0.076               1617.53             
2011      7         25        0.07                1906.59             
2011      8         2         0.053               2014.0              
2011      8         9         0.062               1976.13             
2011      8         15        0.082               1214.59             
2011      8         22        0.082               1762.67             
2011      8         30        0.072               2073.39             
2011      9         6         0.1                 2131.14             
2011      9         13        0.067               1265.51             
2011      9         19        0.13                1.99                
2011      9         27        0.13                2.15                
2011      10        3         0.12                280.68              
2011      10        10        0.12                896.9               
2011      10        17        0.098               552.58              
2011      10        24        0.13                2.1                 
2011      10        31        0.11                2.1                 
2011      11        7         0.1                 1.69                
2011      11        15        0.086               8.4                 
2011      11        21        0.089               3.27                
2011      11        28        0.1                 440.38              
2011      12        6         0.1                 334.06              
2011      12        12        0.1                 309.39              
2011      12        19        0.11                387.52              
2011      12        29        0.1                 130.86              
2012      1         4         0.11                81.94               
2012      1         9         0.12                287.07              
2012      1         17        0.087               3.32                
2012      1         23        0.093               137.25              
2012      1         30        0.091               131.83              
2012      2         6         0.097               122.28              
2012      2         15        0.092               113.11              
2012      2         20        0.08                115.51              
2012      2         28        0.082               214.01              
2012      3         6         0.096               1922.3              
2012      3         14        0.067               2040.6              
2012      3         20        0.076               2065.23             
2012      3         26        0.096               2042.19             
2012      4         3         0.12                1458.69             
2012      4         10        0.12                430.91              
2012      4         17        0.097               307.01              
2012      4         23        0.1                 309.67              
2012      4         30        0.083               253.91              
2012      5         7         0.067               188.47              
2012      5         14        0.065               67.26               
2012      5         21        0.051               393.79              
2012      5         28        0.079               400.11              
2012      6         5         0.068               3.65                
2012      6         12        0.057               18.77               
2012      6         18        0.062               55.35               
2012      6         25        0.085               54.81               
2012      7         2         0.079               786.27              
2012      7         9         0.085               1458.78             
2012      7         16        0.1                 2030.78             
2012      7         23        0.092               2196.98             
2012      7         30        0.1                 2452.2              
2012      8         7         0.1                 2564.99             
2012      8         14        0.11                2611.93             
2012      8         21        0.11                2318.9              
2012      8         27        0.096               2342.01             
2012      9         3         0.061               2382.09             
2012      9         11        0.12                2435.01             
2012      9         18        0.11                2429.66             
2012      9         25        0.087               2096.03             
2012      10        1         0.1                 1115.23             
2012      10        8         0.11                874.17              
2012      10        15        0.095               700.59              
2012      10        22        0.1                 501.57              
2012      10        30        0.095               549.45              
2012      11        6         0.1                 411.2               
2012      11        12        0.11                383.28              
2012      11        19        0.11                448.52              
2012      11        26        0.073               436.8               
2012      12        3         0.068               392.42              
2012      12        10        0.091               134.71              
2012      12        17        0.09                298.44              
2012      12        27        0.074               108.73              
2013      1         2         0.066               45.05               
2013      1         7         0.075               20.76               
2013      1         14        0.082               111.89              
2013      1         21        0.072               85.96               
2013      1         29        0.078               54.17               
2013      2         4         0.069               51.89               
2013      2         11        0.077               91.62               
2013      2         19        0.064               246.37              
2013      2         25        0.079               268.38              
2013      3         4         0.07                258.75              
2013      3         12        0.05                55.21               
2013      3         18        0.064               226.0               
2013      3         25        0.065               122.36              
2013      4         2         0.039               120.16              
2013      4         8         0.053               60.45               
2013      4         15        0.04                159.29              
2013      4         22        0.043               39.68               
2013      4         29        0.048               2.14                
2013      5         6         0.038               2.22                
2013      5         13        0.035               2.22                
2013      5         20        0.049               518.54              
2013      5         27        0.059               283.99              
2013      6         3         0.087               0.0                 
2013      6         11        0.097               0.0                 
2013      6         17        0.095               0.0                 
2013      6         24        0.098               0.0                 
2013      7         1         0.057               3.23                
2013      7         8         0.063               51.52               
2013      7         15        0.11                114.62              
2013      7         23        0.087               99.05               
2013      7         29        0.081               135.13              
2013      8         5         0.076               136.53              
2013      8         12        0.079               303.67              
2013      8         26        0.087               450.31              
2013      9         2         0.099               1606.93             
2013      9         16        0.1                 1439.2              
2013      9         16        0.11                1439.2              
2013      9         23        0.11                1350.76             
2013      9         30        0.11                1772.38             
2013      10        8         0.097               954.3               
2013      10        14        0.098               188.36              
2013      10        21        0.099               382.94              
2013      10        28        0.095               447.03              
2013      11        7         0.09                340.37              
2013      11        11        0.093               599.11              
2013      11        18        0.12                592.42              
2013      11        25        0.094               892.26              
2013      12        2         0.072               499.82              
2014      1         9         0.07                360.19              
2014      2         6         0.068               398.32              
2014      3         6         0.12                566.19              
2014      4         2         3.6                 214.6               
2014      5         7         0.039               230.12              
2014      6         10        0.046               3.44                
2014      7         3         0.045               49.97               
2014      8         6         0.094               969.88              
2014      9         3         0.082               380.49              
2014      10        8         0.091               214.76              
2014      11        10        0.078               298.78              
2014      12        3         0.071               188.55              
2015      1         7         0.06                356.32              
2015      2         3         0.069               194.63              
2015      3         3         0.069               162.81              
2015      4         8         0.077               218.64              
2015      5         6         0.042               28.83               
2015      6         3         0.038               241.3               
2015      7         2         0.17                276.49              
2015      8         6         0.042               314.36              
2015      9         1         0.073               434.49              
2015      10        7         0.071               58.15               
2015      11        9         0.081               535.84              
2015      12        3         0.064               448.65              
2016      1         5         0.036               381.88              
2016      2         3         0.042               631.13              
2016      3         2         0.058               244.5               
2016      4         6         0.05                17.73               
2016      5         5         0.05                430.35              
2016      6         2         0.042               213.71              
2016      7         7         0.054               280.33              
2016      8         2         0.11                984.73              
2016      9         7         0.085               1194.78             
2016      10        26        0.096               3042.33             
2016      11        8         0.15                2566.23             
2016      12        6         0.084               566.04              
2017      1         10        0.091               519.72              
2017      2         1         0.0                 431.36              
2017      3         1         0.068               121.5               
2017      4         6         0.051               169.13              
2017      5         3         0.035               516.46              
2017      6         6         0.049               489.74              
2017      7         4         0.037               423.65              
2017      8         2         0.04                323.18              
2017      9         5         0.079               535.95              
2017      10        3         0.072               293.18              
2017      11        1         0.12                488.96              
2017      12        5         0.086               697.9               
2018      1         11        0.074               353.92              
2018      2         1         0.059               477.37              
2018      3         1         0.05                323.46              
2018      4         4         0.039               199.26              
2018      5         3         0.04                255.96              
2018      6         5         0.03                242.72              
2018      7         3         0.032               202.65              
2018      8         6         0.047               90.13               
2018      9         3         0.051               249.97              
2018      10        9         0.063               386.98              
2018      11        1         0.061               215.4               
2018      12        5         0.07                306.47              
