Year      Month     Day       TotalP_mg/l         Q_Ml/d    
2005      1         5         0.1                 648.16              
2005      2         1         0.16                557.66              
2005      3         3         0.08                623.89              
2005      4         13        0.06                554.57              
2005      5         12        0.04                544.66              
2005      6         2         0.04                570.66              
2005      7         13        0.09                1150.61             
2005      8         10        0.04                1438.79             
2005      9         13        0.05                1629.48             
2005      10        13        0.11                2621.25             
2005      11        3         0.06                827.8               
2005      12        15        0.09                598.4               
2006      1         25        0.08                502.86              
2006      2         15        0.06                485.96              
2006      3         16        0.01                347.38              
2006      4         27        0.04                856.45              
2006      5         10        0.02                1629.6              
2006      6         15        0.03                491.97              
2006      7         26        0.05                734.72              
2006      8         16        0.03                649.82              
2006      9         28        0.05                669.95              
2006      10        25        0.05                383.07              
2006      11        8         0.03                448.29              
2006      12        8         0.04                292.96              
2007      1         17        0.05                252.74              
2007      2         22        0.02                311.6               
2007      3         15        0.09                220.82              
2007      4         26        0.04                291.84              
2007      5         17        0.04                388.07              
2007      6         19        0.03                397.11              
2007      7         12        0.11                3866.73             
2007      8         8         0.12                3229.38             
2007      9         19        0.08                1894.48             
2007      10        17        0.07                819.41              
2007      11        13        0.24                1058.68             
2007      12        5         0.1                 610.9               
2008      1         16        0.08                339.53              
2008      2         20        0.07                343.27              
2008      3         12        0.11                272.64              
2008      4         28        0.06                352.69              
2008      5         7         0.04                512.61              
2008      6         3         0.04                390.41              
2008      7         1         0.04                481.45              
2008      8         4         0.09                1761.67             
2008      9         1         0.06                843.72              
2008      10        2         0.06                593.23              
2008      11        6         0.12                636.28              
2008      12        4         0.08                834.9               
2009      1         8         0.08                420.16              
2009      2         5         0.1                 304.95              
2009      3         2         0.11                245.42              
2009      4         2         0.07                315.06              
2009      5         6         0.05                473.19              
2009      6         2         0.06                511.32              
2009      7         8         0.048               692.1               
2009      8         6         0.01                654.02              
2009      9         3         0.008               1180.05             
2009      10        8         0.06                2207.8              
2009      11        5         0.061               1050.78             
2009      12        9         0.109               559.21              
2010      1         4         0.107               367.86              
2010      2         4         0.082               218.63              
2010      3         1         0.062               283.37              
2010      4         8         0.013               308.97              
2010      5         3         0.023               471.92              
2010      6         9         0.02                467.67              
2010      7         5         0.066               616.65              
2010      8         2         0.067               731.67              
2010      9         2         0.048               2039.96             
2010      10        4         0.11                1139.27             
2010      11        9         0.098               1139.28             
2010      12        6         0.14                1895.19             
2011      1         6         0.05                822.05              
2011      2         17        0.14                968.55              
2011      3         17        0.09                1384.7              
2011      4         6         0.11                1426.73             
2011      5         9         0.083               1587.22             
2011      6         2         0.19                2534.0              
2011      7         4         0.072               1815.45             
2011      8         4         0.11                2968.91             
2011      9         1         0.1                 1737.88             
2011      10        3         0.2                 5991.07             
2011      11        3         0.066               2343.04             
2011      12        1         0.18                5861.32             
2012      1         5         0.12                947.14              
2012      2         2         0.13                1017.26             
2012      3         5         0.37                3649.18             
2012      4         2         0.095               799.34              
2012      5         2         0.11                1337.02             
2012      6         18        0.14                2651.29             
2012      7         10        0.12                3642.97             
2012      8         2         0.097               2898.49             
2012      9         3         0.24                5521.56             
2012      10        1         0.16                4430.34             
2012      11        1         0.098               1927.07             
2012      12        3         0.14                1252.09             
2013      1         2         0.12                780.72              
2013      2         4         0.1                 537.17              
2013      3         4         0.044               580.87              
2013      4         4         0.075               594.7               
2013      5         6         0.052               576.07              
2013      6         4         0.076               1124.97             
2013      7         8         0.061               1185.14             
2013      8         6         0.081               2176.37             
2013      9         5         0.11                2223.5              
2013      10        7         0.14                4466.1              
2013      11        7         0.1                 1228.93             
2013      12        10        0.08                1990.53             
2014      1         6         0.085               807.26              
2014      2         6         0.083               436.25              
2014      3         4         0.13                424.02              
2014      4         7         0.085               448.78              
2014      4         7         0.085               448.78              
2014      5         7         0.043               607.65              
2014      6         2         0.061               661.19              
2014      7         3         0.14                4662.04             
2014      8         6         0.067               3182.62             
2014      9         4         0.068               1526.4              
2014      10        2         0.084               1538.47             
2014      11        6         0.092               1603.68             
2014      12        3         0.074               514.7               
2015      1         5         0.1                 425.87              
2015      2         9         0.1                 351.93              
2015      3         11        0.11                505.07              
2015      4         13        0.078               632.24              
2015      5         13        0.16                1866.72             
2015      6         9         0.065               813.6               
2015      7         2         0.04                735.9               
2015      8         10        0.11                4534.94             
2015      9         2         0.19                6988.67             
2015      10        8         0.045               1059.22             
2015      11        10        0.082               809.89              
2015      12        1         0.081               578.55              
2016      1         7         0.095               407.25              
2016      2         4         0.091               570.02              
2016      3         2         0.083               333.76              
2016      4         6         0.074               411.56              
2016      5         9         0.091               620.73              
2016      6         6         0.06                615.39              
2016      7         12        0.16                4728.09             
2016      8         3         0.1                 2389.27             
2016      9         5         0.11                1962.48             
2016      10        10        0.079               2139.88             
2016      11        7         0.082               1245.16             
2016      12        5         0.093               790.23              
2017      1         5         0.1                 557.37              
2017      2         9         0.053               550.63              
2017      3         6         0.067               407.28              
2017      4         12        0.051               469.99              
2017      5         4         0.034               576.21              
2017      6         13        0.042               508.15              
2017      7         11        0.049               538.75              
2017      8         8         0.053               605.83              
2017      9         4         0.068               927.88              
2017      10        9         0.068               1432.94             
2017      11        1         0.12                1337.03             
2017      12        7         0.14                1865.67             
2018      1         4         0.11                542.67              
2018      2         12        0.055               389.21              
2018      3         13        0.074               326.83              
2018      4         9         0.089               383.73              
2018      5         9         0.034               531.94              
2018      6         12        0.059               543.96              
2018      7         3         0.064               633.68              
2018      8         1         0.084               1198.22             
2018      9         6         0.086               1122.7              
2018      10        10        0.064               616.49              
2018      11        8         0.071               526.48              
2018      12        4         0.11                1170.12             
