Year      Month     Day       TotalP_mg/l         Q_Ml/d    
2005      2         1         0.03                0.0                 
2005      2         2         0.22                1.84                
2005      3         7         0.02                2.05                
2005      4         13        0.02                0.25                
2005      5         9         0.02                0.3                 
2005      6         6         0.02                0.79                
2005      7         11        0.01                24.37               
2005      8         8         0.01                35.72               
2005      9         8         0.05                85.1                
2005      10        3         0.08                123.88              
2005      11        9         0.03                44.42               
2005      12        5         0.04                4.43                
2006      1         9         0.04                0.0                 
2006      2         1         0.05                0.68                
2006      3         2         0.08                0.52                
2006      4         4         0.03                0.0                 
2006      5         1         0.07                2.79                
2006      6         1         0.04                1.06                
2006      7         3         0.01                1.01                
2006      8         1         0.01                8.86                
2006      9         5         0.005               4.54                
2006      10        3         0.01                2.21                
2006      11        1         0.01                0.0                 
2006      12        4         0.02                0.0                 
2007      1         9         0.05                0.0                 
2007      2         5         0.04                0.0                 
2007      3         1         0.05                0.0                 
2007      4         3         0.06                0.0                 
2007      5         2         0.04                0.0                 
2007      6         5         0.04                1.8                 
2007      7         2         0.02                35.88               
2007      8         6         0.01                92.76               
2007      9         5         0.02                6.08                
2007      10        1         0.02                3.47                
2007      11        1         0.04                0.0                 
2007      12        3         0.02                0.2                 
2008      1         7         0.08                1.02                
2008      2         5         0.04                0.0                 
2008      3         4         0.03                0.0                 
2008      4         9         0.02                0.0                 
2008      5         6         0.04                0.0                 
2008      6         3         0.02                0.0                 
2008      7         8         0.05                0.84                
2008      8         6         0.08                0.11                
2008      9         3         0.05                0.93                
2008      9         4         0.01                0.8                 
2008      10        13        0.04                0.0                 
2008      11        6         0.03                0.0                 
2008      12        2         0.04                0.0                 
2009      1         6         0.06                0.0                 
2009      2         4         0.09                0.0                 
2009      3         4         0.07                0.0                 
2009      4         2         0.05                0.0                 
2009      5         5         0.03                0.02                
2009      6         1         0.11                0.76                
2009      7         2         0.025               0.21                
2009      8         11        0.044               0.54                
2009      9         8         0.005               1.86                
2009      10        6         0.028               22.45               
2009      11        5         0.021               1.55                
2009      12        1         0.029               25.09               
2010      1         6         0.178               52.6                
2010      2         1         0.049               0.0                 
2010      3         3         0.027               0.0                 
2010      4         8         0.019               0.0                 
2010      5         5         0.013               0.0                 
2010      6         9         0.007               1.17                
2010      7         5         0.032               21.67               
2010      8         3         0.09                314.07              
2010      9         2         0.04                141.99              
2010      10        4         0.06                47.72               
2010      11        4         0.11                252.31              
2010      12        2         0.14                1033.82             
2011      1         5         0.045               26.29               
2011      2         2         0.056               66.08               
2011      3         2         0.056               49.05               
2011      4         7         0.039               13.57               
2011      5         2         0.023               20.01               
2011      6         1         0.023               37.68               
2011      7         4         0.016               38.8                
2011      8         1         0.053               99.87               
2011      9         6         0.057               50.35               
2011      10        3         0.11                397.9               
2011      11        7         0.044               24.69               
2011      12        1         0.058               58.64               
2012      1         9         0.11                2.02                
2012      2         1         0.07                0.0                 
2012      3         6         0.097               152.37              
2012      4         3         0.11                10.79               
2012      5         1         0.046               9.83                
2012      6         7         0.2                 42.19               
2012      7         3         0.073               106.74              
2012      8         1         0.12                301.04              
2012      9         4         0.063               202.57              
2012      10        2         0.03                58.66               
2012      11        1         0.033               12.47               
2012      12        12        0.018               0.36                
2013      1         3         0.022               0.0                 
2013      2         5         0.025               0.0                 
2013      3         12        0.046               0.28                
2013      4         10        0.025               0.39                
2013      5         8         0.014               1.37                
2013      6         5         0.066               12.74               
2013      7         2         0.02                9.43                
2013      8         7         0.046               206.72              
2013      9         4         0.037               114.07              
2013      10        8         0.039               102.43              
2013      11        11        0.031               14.6                
2013      12        3         0.025               6.81                
2014      1         6         0.029               0.33                
2014      2         5         0.022               0.0                 
2014      3         5         0.054               0.0                 
2014      4         7         0.046               0.0                 
2014      5         6         0.027               2.27                
2014      6         5         0.023               6.19                
2014      7         3         0.021               4.96                
2014      8         7         0.018               48.07               
2014      9         1         0.012               12.97               
2014      10        1         0.03                37.84               
2014      11        11        0.021               0.62                
2014      12        2         0.015               0.24                
2015      2         4         0.02                0.0                 
2015      3         2         0.029               0.0                 
2015      4         1         0.029               0.0                 
2015      5         5         0.005               0.0                 
2015      5         5         0.027               0.0                 
2015      6         3         0.052               1.94                
2015      7         1         0.015               0.64                
2015      8         3         0.034               3.81                
2015      9         8         0.013               5.49                
2015      10        8         0.02                0.52                
2015      11        4         0.02                0.05                
2015      12        2         0.03                0.02                
2016      1         5         0.041               0.0                 
2016      2         4         0.094               0.0                 
2016      3         3         0.043               0.0                 
2016      4         4         0.049               0.0                 
2016      5         11        0.035               0.0                 
2016      6         1         0.046               0.87                
2016      7         11        0.044               145.33              
2016      8         3         0.11                992.22              
2016      9         7         0.047               114.12              
2016      10        3         0.26                3409.42             
2016      11        2         0.042               53.37               
2016      12        1         0.019               22.0                
2017      1         9         0.074               5.0                 
2017      2         1         0.042               0.07                
2017      3         2         0.022               0.0                 
2017      4         3         0.028               0.0                 
2017      5         2         0.027               7.39                
2017      6         6         0.014               12.69               
2017      7         10        0.009               8.48                
2017      8         2         0.011               18.31               
2017      9         5         0.014               54.78               
2017      10        4         0.014               21.33               
2017      11        9         0.021               2.99                
2017      12        5         0.043               205.51              
2018      1         9         0.037               1.4                 
2018      2         1         0.059               3.21                
2018      2         1         0.059               3.21                
2018      3         1         0.024               0.01                
2018      4         5         0.018               0.0                 
2018      5         3         0.017               0.0                 
2018      6         6         0.02                3.08                
2018      7         3         0.045               22.93               
2018      8         2         0.016               52.4                
2018      9         4         0.02                36.18               
2018      10        11        0.026               7.23                
2018      11        7         0.065               51.65               
2018      12        4         0.02                2.47                
