Year      Month     Day       TotalP_mg/l         Q_Ml/d    
2005      1         5         0.02                6.08                
2005      2         1         0.02                3.99                
2005      3         2         0.03                4.66                
2005      4         6         0.02                4.46                
2005      5         9         0.02                5.63                
2005      6         15        0.02                14.46               
2005      7         6         0.02                12.2                
2005      8         4         0.14                17.04               
2005      9         8         0.02                14.66               
2005      10        6         0.02                11.91               
2005      11        2         0.03                11.32               
2005      12        5         0.02                4.01                
2006      1         5         0.05                3.21                
2006      2         9         0.15                3.38                
2006      3         8         0.05                1.84                
2006      4         5         0.12                3.57                
2006      5         3         0.02                6.06                
2006      6         7         0.01                8.47                
2006      7         5         0.02                13.63               
2006      8         3         0.06                11.26               
2006      9         6         0.03                9.31                
2006      10        11        0.04                6.22                
2006      11        2         0.01                3.34                
2006      12        7         0.02                1.84                
2007      1         17        0.08                1.1                 
2007      2         7         0.05                2.01                
2007      3         13        0.31                0.79                
2007      4         4         0.14                1.07                
2007      5         3         0.04                12.44               
2007      6         6         0.21                133.63              
2007      7         4         0.04                56.21               
2007      8         13        0.29                795.05              
2007      9         5         0.07                28.96               
2007      10        3         0.06                56.3                
2007      11        7         0.41                926.16              
2007      12        6         0.05                7.56                
2008      1         8         0.03                3.7                 
2008      2         6         0.04                3.6                 
2008      3         5         0.04                3.38                
2008      4         3         0.02                5.43                
2008      5         7         0.02                5.99                
2008      6         4         0.02                7.97                
2008      7         16        0.09                105.13              
2008      8         7         0.07                90.28               
2008      9         4         0.11                230.4               
2008      10        6         0.08                26.95               
2008      11        10        0.02                9.66                
2008      12        3         0.03                6.6                 
2009      1         8         0.03                5.44                
2009      2         11        0.04                2.63                
2009      3         4         0.04                2.48                
2009      4         8         0.07                3.14                
2009      5         13        0.03                7.32                
2009      6         3         0.03                11.02               
2009      7         8         0.068               72.57               
2009      8         6         0.022               140.89              
2009      9         2         0.31                599.57              
2009      10        12        0.063               52.49               
2009      11        10        0.065               14.93               
2010      1         6         0.043               4.07                
2010      2         8         0.053               3.35                
2010      3         3         0.026               3.11                
2010      4         8         0.022               6.24                
2010      5         10        0.065               8.29                
2010      6         3         0.073               10.53               
2010      7         7         0.057               30.33               
2010      8         10        0.11                153.49              
2010      9         15        0.24                304.18              
2010      10        6         0.06                38.04               
2010      11        3         0.08                91.43               
2010      12        7         0.063               15.57               
2011      1         6         0.014               6.4                 
2011      2         8         0.077               6.73                
2011      3         9         0.038               7.83                
2011      4         6         0.028               9.37                
2011      5         10        0.074               43.08               
2011      6         8         0.14                235.67              
2011      7         11        0.23                694.77              
2011      8         3         0.16                211.0               
2011      9         7         0.11                78.33               
2011      10        10        0.21                103.24              
2011      11        14        0.072               15.62               
2011      12        7         0.04                11.06               
2012      1         9         0.041               4.13                
2012      2         8         0.034               4.17                
2012      3         7         0.032               5.63                
2012      4         4         0.053               6.15                
2012      5         3         0.032               9.75                
2012      6         6         0.15                30.86               
2012      7         5         0.098               400.33              
2012      8         8         0.099               212.46              
2012      9         5         0.1                 251.37              
2012      10        3         0.045               83.12               
2012      11        7         0.027               16.46               
2012      12        5         0.022               7.04                
2013      1         3         0.017               4.59                
2013      2         7         0.026               4.21                
2013      3         6         0.049               3.19                
2013      4         4         0.088               4.21                
2013      5         8         0.026               6.65                
2013      6         6         0.041               15.66               
2013      7         3         0.028               16.2                
2013      8         12        0.18                410.46              
2013      9         4         0.12                107.47              
2013      10        3         0.087               256.87              
2013      11        6         0.11                72.12               
2013      12        3         0.08                55.66               
2014      1         8         0.028               9.75                
2014      2         6         0.031               4.18                
2014      3         6         0.031               4.95                
2014      4         3         0.04                6.38                
2014      5         7         0.049               49.6                
2014      6         4         0.029               15.77               
2014      8         6         0.074               482.03              
2014      9         3         0.074               64.08               
2014      10        8         0.063               18.49               
2014      11        5         0.035               8.61                
2014      12        3         0.069               6.19                
2015      2         4         0.028               4.6                 
2015      3         4         0.032               4.41                
2015      4         9         0.046               5.99                
2015      5         6         0.04                8.27                
2015      6         3         0.038               11.93               
2015      7         8         0.026               12.16               
2015      8         5         0.062               66.92               
2015      9         3         0.062               29.15               
2015      10        7         0.06                10.13               
2015      11        5         0.052               7.2                 
2015      12        2         0.056               5.12                
2016      1         6         0.041               2.83                
2016      2         4         0.036               2.6                 
2016      3         3         0.1                 4.32                
2016      4         6         0.045               4.42                
2016      5         4         0.035               6.91                
2016      6         8         0.023               10.52               
2016      7         6         0.051               117.75              
2016      8         3         0.092               174.98              
2016      9         7         0.055               67.69               
2016      10        10        0.18                203.12              
2016      11        2         0.097               59.92               
2016      11        30        0.03                10.36               
2017      1         11        0.22                5.91                
2017      2         8         0.036               6.79                
2017      3         8         0.027               4.44                
2017      4         6         0.035               8.56                
2017      5         3         0.06                45.41               
2017      6         7         0.041               51.43               
2017      7         5         0.033               27.37               
2017      8         3         0.099               87.94               
2017      9         6         0.56                2176.35             
2017      10        5         0.093               105.34              
2017      11        13        0.036               13.86               
2017      12        7         0.04                22.35               
2018      1         17        0.047               5.45                
2018      2         7         0.05                5.25                
2018      3         7         0.076               5.64                
2018      4         4         0.051               6.16                
2018      5         2         0.056               8.54                
2018      6         6         0.034               12.45               
2018      7         4         0.028               30.18               
2018      8         8         0.18                202.69              
2018      9         4         0.088               118.0               
2018      10        9         0.077               15.95               
2018      11        8         0.054               8.84                
2018      12        5         0.039               8.76                
