Year      Month     Day       TotalP_mg/l         Q_Ml/d    
2005      1         5         0.02                350.99              
2005      2         9         0.04                726.14              
2005      3         17        0.02                257.21              
2005      4         14        0.02                240.96              
2005      5         19        0.01                209.32              
2005      6         16        0.02                232.51              
2005      7         14        0.02                272.57              
2005      8         9         0.02                330.43              
2005      9         15        0.05                730.87              
2005      10        12        0.02                448.96              
2005      11        16        0.07                602.52              
2005      12        15        0.07                229.3               
2006      1         24        0.06                163.32              
2006      2         14        0.02                150.21              
2006      3         15        0.009               210.76              
2006      4         26        0.02                200.75              
2006      5         18        0.03                206.11              
2006      6         14        0.01                180.69              
2006      7         25        0.02                212.02              
2006      8         17        0.008               183.53              
2006      9         14        0.02                206.75              
2006      10        24        0.01                129.28              
2006      11        16        0.04                332.08              
2006      12        14        0.005               98.17               
2007      1         23        0.02                146.69              
2007      2         22        0.01                74.29               
2007      3         7         0.04                64.97               
2007      4         11        0.01                82.34               
2007      5         8         0.02                119.95              
2007      6         12        0.01                134.44              
2007      7         4         0.04                560.95              
2007      8         8         0.05                410.66              
2007      9         11        0.03                247.26              
2007      10        9         0.02                255.66              
2007      11        14        0.03                185.4               
2007      12        13        0.02                133.97              
2008      1         8         0.02                128.93              
2008      2         12        0.03                134.93              
2008      3         5         0.02                102.64              
2008      4         1         0.02                118.05              
2008      5         6         0.01                122.07              
2008      6         4         0.01                119.98              
2008      7         3         0.03                228.82              
2008      8         7         0.03                208.73              
2008      9         8         0.02                249.46              
2008      10        6         0.04                224.31              
2008      11        5         0.06                301.78              
2008      12        2         0.03                290.02              
2009      1         8         0.02                165.12              
2009      2         16        0.03                99.82               
2009      3         2         0.03                91.38               
2009      4         1         0.01                90.97               
2009      5         4         0.01                123.01              
2009      6         2         0.02                117.32              
2009      7         6         0.031               391.18              
2009      8         5         0.005               194.14              
2009      9         2         0.005               319.94              
2009      10        5         0.09                524.64              
2009      11        3         0.025               300.53              
2010      1         5         0.033               159.85              
2010      2         3         0.035               110.64              
2010      3         2         0.015               108.74              
2010      4         12        0.022               150.15              
2010      5         6         0.005               218.94              
2010      6         2         0.056               168.07              
2010      7         7         0.015               193.52              
2010      8         4         0.063               440.48              
2010      9         8         0.042               705.7               
2010      10        6         0.035               301.91              
2010      11        3         0.034               562.39              
2010      12        1         0.046               445.45              
2011      1         5         0.022               251.31              
2011      2         1         0.037               181.45              
2011      3         8         0.023               255.6               
2011      4         5         0.03                266.5               
2011      5         4         0.037               334.85              
2011      6         1         0.029               394.61              
2011      7         6         0.034               570.9               
2011      8         3         0.027               511.67              
2011      9         5         0.027               374.25              
2011      10        4         0.044               709.31              
2011      11        7         0.026               369.61              
2011      12        6         0.03                513.63              
2012      1         4         0.034               351.54              
2012      2         1         0.045               375.53              
2012      3         7         0.039               315.8               
2012      4         3         0.03                250.5               
2012      5         7         0.031               353.64              
2012      6         6         0.1                 3283.27             
2012      7         3         0.076               1761.21             
2012      8         7         0.041               629.18              
2012      9         4         0.027               658.7               
2012      10        8         0.037               717.57              
2012      11        6         0.03                457.07              
2012      12        4         0.035               351.19              
2013      1         9         0.038               223.71              
2013      2         6         0.022               185.34              
2013      3         5         0.027               175.58              
2013      4         3         0.03                198.98              
2013      5         6         0.033               201.09              
2013      6         4         0.028               290.27              
2013      7         2         0.021               265.02              
2013      8         7         0.041               521.84              
2013      9         4         0.024               373.4               
2013      10        8         0.024               414.5               
2013      11        12        0.025               329.89              
2013      12        4         0.075               298.46              
2014      1         8         0.028               255.9               
2014      2         11        0.032               143.1               
2014      3         11        0.044               144.09              
2014      4         2         0.038               143.64              
2014      4         3         0.22                145.33              
2014      5         6         0.027               298.73              
2014      6         11        0.023               251.51              
2014      7         2         0.041               885.7               
2014      7         3         0.041               672.01              
2014      8         12        0.023               645.92              
2014      9         3         0.062               610.2               
2014      10        8         0.085               499.52              
2014      11        11        0.03                250.83              
2014      12        3         0.026               229.26              
2015      1         7         0.039               182.11              
2015      2         19        0.055               194.45              
2015      3         10        0.028               174.67              
2015      5         4         0.02                191.14              
2015      5         27        0.22                238.21              
2015      6         10        0.043               254.68              
2015      7         7         0.027               222.21              
2015      8         4         0.066               802.75              
2015      9         8         0.037               506.15              
2015      10        8         0.029               273.64              
2015      11        11        0.032               239.51              
2015      12        2         0.03                196.07              
2016      1         5         0.036               144.89              
2016      2         23        0.03                132.38              
2016      3         10        0.049               104.33              
2016      4         13        0.026               144.11              
2016      5         12        0.044               292.85              
2016      6         15        0.027               208.31              
2016      7         4         0.035               300.17              
2016      8         3         0.076               821.34              
2016      9         7         0.028               315.45              
2016      10        5         0.18                1033.69             
2016      11        10        0.022               327.89              
2016      12        8         0.029               273.15              
2017      1         9         0.034               185.37              
2017      2         8         0.071               253.35              
2017      3         8         0.033               134.05              
2017      4         11        0.056               285.62              
2017      5         11        0.02                195.31              
2017      6         8         0.039               233.82              
2017      7         12        0.021               220.51              
2017      8         3         0.021               204.2               
2017      9         13        0.042               521.49              
2017      10        11        0.035               304.53              
2017      11        9         0.027               229.34              
2017      12        6         0.08                431.12              
2018      1         9         0.032               156.35              
2018      2         8         0.029               124.33              
2018      3         7         0.025               114.49              
2018      4         5         0.02                122.07              
2018      5         10        0.024               161.8               
2018      6         6         0.018               155.24              
2018      7         11        0.045               543.18              
2018      8         8         0.02                264.92              
2018      9         5         0.023               399.61              
2018      10        9         0.022               219.13              
2018      11        7         0.031               225.53              
2018      12        5         0.024               244.96              
