Year      Month     Day       TotalP_mg/l         Q_Ml/d    
2005      1         6         0.08                6.21                
2005      2         15        0.13                21.07               
2005      3         16        0.09                8.45                
2005      4         27        0.06                3.77                
2005      5         10        0.05                3.48                
2005      6         15        0.03                5.79                
2005      7         26        0.07                27.31               
2005      8         23        0.15                230.87              
2005      9         27        0.14                68.01               
2005      10        25        0.17                41.68               
2005      11        23        0.14                12.29               
2005      12        14        0.15                9.88                
2006      1         5         0.16                4.96                
2006      2         2         0.18                0.58                
2006      3         2         0.11                0.23                
2006      4         20        0.05                1.76                
2006      5         24        0.05                25.16               
2006      6         28        0.03                16.4                
2006      7         13        0.03                23.36               
2006      8         3         0.16                187.19              
2006      9         13        0.05                22.11               
2006      10        12        0.42                3.89                
2006      11        2         0.05                1.32                
2006      12        13        0.05                0.06                
2007      1         31        0.1                 0.29                
2007      3         22        0.1                 0.22                
2007      4         17        0.17                0.46                
2007      5         15        0.09                0.98                
2007      6         8         0.05                1.15                
2007      6         21        0.19                12.08               
2007      7         25        0.24                81.08               
2007      7         25        0.076               81.08               
2007      8         16        0.09                232.99              
2007      8         24        0.063               46.15               
2007      9         20        0.12                104.9               
2007      9         28        0.08                30.3                
2007      10        25        0.063               17.15               
2007      10        26        0.07                17.02               
2007      11        20        0.11                10.3                
2007      11        26        0.03                19.07               
2007      12        20        0.12                2.02                
2007      12        20        0.11                2.02                
2008      1         24        0.19                0.94                
2008      1         29        0.16                0.75                
2008      2         25        0.05                1.2                 
2008      2         29        0.16                1.11                
2008      3         19        0.08                0.21                
2008      3         26        0.11                0.43                
2008      4         21        0.1                 0.5                 
2008      4         23        0.12                0.54                
2008      5         8         0.04                1.93                
2008      5         29        0.031               6.72                
2008      6         17        0.006               5.95                
2008      6         27        0.064               44.9                
2008      7         16        0.068               73.76               
2008      7         28        0.08                91.74               
2008      8         26        0.11                247.15              
2008      8         28        0.12                149.11              
2008      9         22        0.11                35.93               
2008      9         22        0.09                35.93               
2008      10        24        0.074               7.23                
2008      10        29        0.07                4.92                
2008      11        25        0.058               4.96                
2008      11        25        0.06                4.96                
2008      12        16        0.2                 166.89              
2008      12        16        0.2                 166.89              
2009      1         20        0.09                0.72                
2009      1         30        0.12                0.0                 
2009      2         24        0.34                0.0                 
2009      2         24        0.25                0.0                 
2009      3         25        0.12                1.15                
2009      3         31        0.17                1.05                
2009      4         21        0.09                1.31                
2009      4         28        0.087               7.37                
2009      5         25        0.18                2.16                
2009      5         26        0.044               2.2                 
2009      6         22        0.02                4.95                
2009      6         23        0.027               4.73                
2009      7         27        0.017               23.13               
2009      7         28        0.044               20.11               
2009      8         25        0.133               101.38              
2009      8         28        0.15                238.91              
2009      9         22        0.23                261.77              
2009      9         29        0.134               1043.35             
2009      10        26        0.15                38.33               
2009      10        27        0.17                32.69               
2009      11        24        0.11                34.48               
2009      12        15        0.13                20.49               
2009      12        22        0.138               7.52                
2010      1         20        0.103               0.73                
2010      1         29        0.1                 0.73                
2010      2         8         0.038               0.23                
2010      2         23        0.17                0.02                
2010      3         16        0.071               0.64                
2010      3         25        0.2                 0.61                
2010      4         20        0.049               4.6                 
2010      4         29        0.035               15.62               
2010      5         17        0.057               97.59               
2010      5         24        0.051               20.14               
2010      6         22        0.16                338.94              
2010      6         22        0.073               338.94              
2010      7         21        0.21                291.08              
2010      7         23        0.19                377.39              
2010      8         19        0.22                660.92              
2010      8         26        0.25                388.27              
2010      9         20        0.23                146.73              
2010      9         23        0.22                178.09              
2010      10        20        0.21                303.52              
2010      10        25        0.24                92.1                
2010      11        17        0.2                 67.12               
2010      11        22        0.27                27.34               
2010      12        21        0.49                345.71              
2010      12        23        0.3                 123.39              
2011      1         18        0.21                26.71               
2011      1         21        0.22                13.48               
2011      2         17        0.15                16.22               
2011      2         21        0.23                166.56              
2011      3         16        0.12                31.4                
2011      3         24        0.16                9.12                
2011      4         15        0.31                3646.9              
2011      4         20        0.17                171.81              
2011      5         10        0.18                47.07               
2011      5         19        0.19                423.24              
2011      6         3         0.21                182.69              
