Year      Month     Day       TotalP_mg/l         Q_Ml/d    
2005      1         5         0.2                 105.01              
2005      2         1         0.15                20.32               
2005      3         1         0.13                117.63              
2005      4         5         0.18                21.31               
2005      5         4         0.19                20.32               
2005      6         9         0.06                51.1                
2005      7         5         0.06                82.76               
2005      8         3         0.05                84.93               
2005      9         7         0.07                116.01              
2005      10        5         0.16                131.07              
2005      11        1         0.22                142.05              
2005      12        1         0.13                42.12               
2006      1         5         0.2                 12.08               
2006      2         9         0.26                5.77                
2006      3         7         0.24                4.25                
2006      4         4         0.34                6.58                
2006      5         2         0.1                 12.31               
2006      6         6         0.04                31.9                
2006      7         4         0.02                51.15               
2006      8         8         0.06                72.42               
2006      9         5         0.05                47.01               
2006      10        10        0.13                33.26               
2006      11        1         0.15                13.1                
2006      12        6         0.11                2.79                
2007      1         17        0.28                4.01                
2007      2         6         0.19                4.22                
2007      3         13        0.41                2.09                
2007      4         4         0.34                5.07                
2007      5         2         0.26                11.8                
2007      6         5         0.3                 52.87               
2007      7         3         0.07                100.16              
2007      8         7         0.45                622.34              
2007      9         4         0.14                111.08              
2007      10        2         0.32                180.25              
2007      11        14        0.23                387.21              
2007      12        5         0.21                61.75               
2008      1         7         0.39                54.4                
2008      2         5         0.33                5.77                
2008      3         4         0.27                5.82                
2008      4         2         0.48                6.65                
2008      5         6         0.23                9.96                
2008      6         4         0.28                22.28               
2008      7         9         0.15                296.39              
2008      8         5         0.13                248.35              
2008      9         3         0.28                467.93              
2008      10        2         0.16                86.04               
2008      11        5         0.15                35.54               
2008      12        2         0.19                17.59               
2009      1         7         0.29                29.76               
2009      2         4         0.25                2.87                
2009      3         3         0.54                2.71                
2009      4         7         0.38                4.96                
2009      5         12        0.25                11.52               
2009      6         2         0.19                40.35               
2009      7         7         0.188               234.34              
2009      8         5         0.14                286.31              
2009      9         2         0.233               2875.76             
2009      10        7         0.223               733.54              
2009      11        4         0.156               119.66              
2010      1         5         0.2                 11.56               
2010      2         3         0.277               4.84                
2010      3         2         0.216               5.27                
2010      4         7         0.127               13.01               
2010      5         4         0.13                31.29               
2010      6         2         0.043               46.04               
2010      7         6         0.061               89.57               
2010      8         4         0.28                1080.72             
2010      9         14        0.4                 4617.83             
2010      10        5         0.24                436.0               
2010      11        3         0.32                1053.35             
2010      12        2         0.14                385.21              
2011      1         5         0.18                451.75              
2011      2         8         0.42                765.7               
2011      3         8         0.2                 352.06              
2011      4         5         0.07                186.99              
2011      5         3         0.055               173.93              
2011      6         7         0.11                553.19              
2011      7         5         0.37                795.09              
2011      8         2         0.24                1106.14             
2011      9         6         0.11                550.95              
2011      10        4         0.086               279.46              
2011      11        8         0.061               154.66              
2011      12        6         0.12                62.75               
2012      1         5         0.36                14.9                
2012      2         7         0.2                 9.68                
2012      3         6         0.24                11.32               
2012      4         3         0.17                13.24               
2012      5         7         0.18                34.82               
2012      6         5         0.085               116.91              
2012      7         4         0.11                344.76              
2012      8         7         0.14                432.95              
2012      9         4         0.23                875.32              
2012      10        3         0.15                410.91              
2012      11        6         0.19                103.25              
2012      12        4         0.086               31.38               
2013      1         2         0.14                14.13               
2013      2         5         0.11                8.9                 
2013      3         4         0.17                6.86                
2013      4         3         0.16                10.37               
2013      5         7         0.11                12.65               
2013      6         5         0.049               34.32               
2013      7         2         0.058               57.67               
2013      8         6         0.066               417.6               
2013      9         3         0.2                 517.78              
2013      10        2         0.24                829.94              
2013      11        6         0.16                190.92              
2013      12        3         0.081               84.4                
2014      1         7         0.096               28.6                
2014      2         5         0.14                4.08                
2014      3         5         0.13                6.53                
2014      4         2         0.19                11.74               
2014      5         6         0.12                31.07               
2014      6         3         0.086               49.66               
2014      7         2         0.21                706.46              
2014      7         2         0.21                706.46              
2014      8         5         0.25                2500.78             
2014      9         2         0.13                159.6               
2014      10        7         0.1                 77.8                
2014      11        4         0.091               33.26               
2014      11        11        0.089               26.74               
2014      12        2         0.094               11.87               
2015      2         3         0.2                 7.8                 
2015      3         3         0.18                7.08                
2015      5         5         0.069               14.43               
2015      6         2         0.085               56.15               
2015      7         7         0.051               55.45               
2015      8         4         0.08                107.05              
2015      9         2         0.068               76.57               
2015      10        6         0.1                 54.43               
2015      11        4         0.14                20.17               
2015      12        1         0.21                9.42                
2016      1         5         0.17                3.29                
2016      2         4         0.22                4.7                 
2016      3         2         0.26                6.87                
2016      4         5         0.3                 6.58                
2016      5         3         0.19                16.14               
2016      6         7         0.087               52.13               
2016      7         5         0.16                286.95              
2016      8         2         0.29                1023.79             
2016      9         6         0.2                 369.36              
2016      10        6         0.35                6750.19             
2016      11        1         0.36                1027.24             
2016      12        1         0.19                147.51              
2017      1         9         0.13                35.42               
2017      2         6         0.058               20.82               
2017      3         7         0.053               8.79                
2017      4         5         0.1                 31.12               
2017      5         1         0.074               315.94              
2017      6         5         0.068               141.31              
2017      7         3         0.029               94.06               
2017      8         2         0.14                237.44              
2017      9         5         0.21                1596.26             
2017      10        4         0.24                614.96              
2017      11        7         0.081               94.86               
2017      12        5         0.053               96.68               
2018      1         15        0.13                19.25               
2018      2         5         0.24                6.16                
2018      3         5         0.18                8.61                
2018      4         5         0.21                10.9                
2018      5         1         0.11                13.27               
2018      6         4         0.092               70.18               
2018      7         2         0.18                125.83              
2018      8         6         0.23                968.29              
2018      9         3         0.15                332.34              
2018      10        8         0.11                65.18               
2018      11        7         0.13                44.66               
2018      12        3         0.2                 34.29               
