Year      Month     Day       TotalP_mg/l         Q_Ml/d    
2005      1         10        0.09                461.28              
2005      2         15        0.13                780.71              
2005      3         15        0.03                1801.55             
2005      4         12        0.06                538.54              
2005      5         10        0.05                353.66              
2005      6         6         0.02                378.83              
2005      7         11        0.05                499.65              
2005      8         9         0.11                1057.02             
2005      9         13        0.15                3170.18             
2005      10        11        0.06                599.89              
2005      11        15        0.07                2080.14             
2005      12        13        0.11                761.65              
2006      1         11        0.06                2436.09             
2006      2         13        0.03                1455.87             
2006      3         8         0.03                1678.96             
2006      4         10        0.07                569.21              
2006      5         15        0.03                422.82              
2006      6         13        0.01                439.24              
2006      7         18        0.02                450.17              
2006      8         15        0.03                413.45              
2006      9         12        0.02                464.59              
2006      10        10        0.03                455.15              
2006      11        13        0.01                426.56              
2006      12        11        0.04                409.2               
2007      1         9         0.04                409.19              
2007      2         13        0.03                434.48              
2007      3         14        0.06                374.17              
2007      4         16        0.02                414.4               
2007      5         8         0.03                369.59              
2007      6         13        0.04                375.99              
2007      7         18        0.06                484.71              
2007      8         16        0.04                409.2               
2007      9         19        0.04                327.82              
2007      10        15        0.04                422.42              
2007      11        15        0.05                325.46              
2007      12        19        0.04                884.92              
2008      1         15        0.06                1328.33             
2008      2         11        0.04                445.35              
2008      3         17        0.03                439.9               
2008      4         14        0.02                376.61              
2008      6         11        0.02                337.99              
2008      7         9         0.03                390.48              
2008      8         18        0.04                376.08              
2008      9         15        0.08                298.7               
2008      10        13        0.05                303.7               
2008      11        13        0.05                359.31              
2008      12        15        0.01                477.81              
2009      1         20        0.03                425.0               
2009      2         10        0.05                458.4               
2009      3         3         0.04                426.35              
2009      4         6         0.02                410.86              
2009      5         18        0.01                388.75              
2009      6         16        0.14                766.38              
2009      7         14        0.032               321.04              
2009      8         10        0.051               246.28              
2009      9         8         0.054               329.91              
2009      10        5         0.044               579.09              
2009      11        4         0.013               379.59              
2009      12        8         0.005               700.42              
2010      1         19        0.019               715.27              
2010      2         16        0.005               648.23              
2010      3         16        0.059               981.39              
2010      5         19        0.014               430.69              
2010      6         15        0.008               451.22              
2010      7         21        0.15                2213.46             
2010      8         23        0.11                19818.64            
2010      9         23        0.075               9518.23             
2010      10        20        0.098               13676.17            
2010      11        15        0.074               3534.82             
2010      12        13        0.22                47989.05            
2011      1         18        0.15                27984.19            
2011      2         15        0.15                11402.67            
2011      3         16        0.072               3237.71             
2011      4         20        0.045               4042.62             
2011      5         18        0.036               5578.3              
2011      6         15        0.028               4751.74             
2011      7         19        0.03                15272.77            
2011      8         16        0.11                9221.78             
2011      9         20        0.088               1027.91             
2011      10        18        0.078               1051.01             
2011      11        15        0.056               5284.72             
2011      12        14        0.05                3149.03             
2012      1         18        0.054               1619.62             
2012      2         15        0.051               1299.7              
2012      3         28        0.067               6825.23             
2012      4         30        0.036               4709.8              
2012      5         23        0.037               1397.42             
2012      6         21        0.068               1365.61             
2012      7         12        0.041               14099.08            
2012      8         16        0.07                10290.05            
2012      9         20        0.045               4873.42             
2012      10        15        0.062               1381.9              
2012      11        22        0.038               5602.67             
2012      12        13        0.042               2767.08             
2013      1         17        0.027               1717.04             
2013      2         13        0.028               1531.05             
2013      3         18        0.031               2293.46             
2013      4         8         0.023               925.75              
2013      5         13        0.032               1074.23             
2013      6         20        0.066               721.53              
2013      7         11        0.042               690.7               
2013      8         13        0.14                6084.87             
2013      9         16        0.12                1115.07             
2013      10        21        0.039               1937.85             
2013      11        18        0.04                6228.29             
2013      12        9         0.031               6778.15             
2014      1         20        0.028               2955.08             
2014      2         24        0.028               1067.73             
2014      3         20        0.032               1873.3              
2014      4         28        0.029               922.01              
2014      5         28        0.053               1101.15             
2014      6         23        0.1                 1615.33             
2014      7         21        0.11                9332.91             
2014      8         27        0.043               1271.35             
2014      9         24        0.042               1822.97             
2014      10        21        0.023               7717.02             
2014      11        20        0.023               6632.1              
2014      12        16        0.035               979.0               
2015      1         20        0.033               2575.16             
2015      2         17        0.026               3107.27             
2015      3         26        0.019               2743.72             
2015      4         21        0.024               1096.88             
2015      5         26        0.034               929.26              
2015      6         24        0.019               6089.52             
2015      7         23        0.026               672.07              
2015      8         26        0.028               1045.6              
2015      9         23        0.029               885.66              
2015      10        27        0.029               958.84              
2015      11        19        0.034               529.99              
2015      12        15        0.039               655.1               
2016      1         19        0.043               598.09              
2016      2         17        0.032               703.89              
2016      3         22        0.048               2706.44             
2016      4         26        0.025               727.34              
2016      5         24        0.024               660.61              
2016      6         22        0.076               1402.42             
2016      7         21        0.1                 1617.93             
2016      8         23        0.079               4613.3              
2016      9         27        0.12                9286.27             
2016      10        26        0.059               6777.2              
2016      11        21        0.061               1260.12             
2016      12        14        0.046               1011.55             
2017      1         23        0.038               1544.72             
2017      2         16        0.031               1381.78             
2017      3         23        0.04                2459.91             
2017      4         27        0.032               1299.95             
2017      5         25        0.013               1032.18             
2017      6         26        0.035               6079.72             
2017      7         24        0.039               1145.9              
2017      8         21        0.21                4934.53             
2017      9         25        0.036               7668.18             
2017      10        11        0.034               822.95              
2017      11        21        0.046               5319.92             
2017      12        18        0.11                1333.41             
2018      1         16        0.065               1274.1              
2018      2         21        0.0                 2022.1              
2018      3         27        0.031               2897.06             
2018      4         26        0.021               2112.77             
2018      5         24        0.024               921.96              
2018      6         27        0.1                 7833.88             
2018      7         24        0.03                1457.78             
2018      8         20        0.039               1687.13             
2018      9         12        0.044               768.4               
2018      10        23        0.056               2754.07             
2018      11        21        0.035               920.42              
2018      12        19        0.035               2918.06             
