Year      Month     Day       TotalP_mg/l         Q_Ml/d    
2005      1         4         0.03                32.49               
2005      2         1         0.04                26.16               
2005      3         16        0.03                18.88               
2005      4         13        0.01                0.79                
2005      5         4         0.01                0.07                
2005      6         14        0.01                2.05                
2005      7         4         0.02                1.15                
2005      8         2         0.02                1.89                
2005      9         6         0.02                1.22                
2005      10        5         0.01                0.9                 
2005      11        3         0.02                1.99                
2005      12        6         0.02                0.27                
2006      2         2         0.03                0.0                 
2006      3         2         0.03                0.0                 
2006      4         4         0.06                0.0                 
2006      5         2         0.02                0.0                 
2006      6         15        0.02                0.0                 
2006      7         5         0.01                0.0                 
2006      8         1         0.01                0.0                 
2006      9         4         0.009               0.0                 
2006      10        3         0.03                0.0                 
2006      11        6         0.02                0.0                 
2006      12        6         0.01                0.0                 
2007      1         3         0.04                0.0                 
2007      2         8         0.02                0.0                 
2007      3         1         0.02                0.0                 
2007      4         3         0.04                0.0                 
2007      5         9         0.08                0.0                 
2007      6         5         0.04                1.61                
2007      7         2         0.04                0.43                
2007      8         2         0.05                0.6                 
2007      9         5         0.06                0.08                
2007      10        2         0.02                0.0                 
2007      11        12        0.17                0.46                
2007      12        3         0.11                0.0                 
2008      1         2         0.08                0.0                 
2008      2         4         0.08                0.0                 
2008      3         3         0.14                0.0                 
2008      4         2         0.14                0.0                 
2008      5         6         0.1                 0.0                 
2008      7         29        0.15                0.0                 
2008      8         18        0.1                 0.0                 
2008      9         8         0.18                0.0                 
2008      10        2         0.12                0.08                
2008      11        3         0.2                 0.0                 
2008      12        1         0.04                0.0                 
2009      1         5         0.05                0.0                 
2009      2         2         0.1                 0.0                 
2009      3         2         0.09                0.0                 
2009      4         1         0.09                0.0                 
2009      5         4         0.12                0.0                 
2009      6         1         0.16                0.0                 
2009      7         6         0.097               0.0                 
2009      8         3         0.155               1.86                
2009      9         1         0.138               2.09                
2009      10        1         0.149               416.83              
2009      11        3         0.06                17.9                
2010      1         4         0.016               1.26                
2010      2         2         0.064               0.0                 
2010      3         1         0.093               0.0                 
2010      4         7         0.036               0.0                 
2010      5         4         0.084               0.0                 
2010      6         3         0.056               0.0                 
2010      7         6         0.067               0.0                 
2010      8         4         0.057               1.23                
2010      9         1         0.062               1139.44             
2010      10        4         0.11                10.7                
2010      11        3         0.11                13.83               
2010      12        1         0.092               142.39              
2011      1         4         0.16                33.9                
2011      2         1         0.18                448.28              
2011      3         2         0.12                559.15              
2011      4         4         0.13                22.7                
2011      5         3         0.088               15.03               
2011      6         2         0.078               151.47              
2011      7         5         0.089               127.31              
2011      8         3         0.073               485.47              
2011      9         7         0.1                 9.39                
2011      10        6         0.1                 21.1                
2011      11        1         0.075               49.85               
2011      12        1         0.068               58.48               
2012      1         9         0.21                8.02                
2012      2         2         0.16                0.0                 
2012      3         7         0.13                1.1                 
2012      4         4         0.072               70.32               
2012      5         2         0.045               10.61               
2012      6         6         0.055               21.0                
2012      7         4         0.037               113.72              
2012      8         2         0.04                215.44              
2012      9         4         0.065               158.44              
2012      10        1         0.073               47.14               
2012      11        7         0.08                4.45                
2012      12        3         0.057               105.3               
2013      1         2         0.049               0.1                 
2013      2         4         0.047               53.25               
2013      3         12        0.047               65.24               
2013      4         2         0.057               22.75               
2013      5         1         0.041               18.82               
2013      6         4         0.037               30.55               
2013      7         2         0.04                35.46               
2013      8         5         0.005               39.04               
2013      9         4         0.077               53.5                
2013      10        1         0.098               106.49              
2013      11        6         0.1                 16.93               
2013      12        4         0.075               20.3                
2014      1         2         0.06                39.25               
2014      2         4         0.091               18.25               
2014      3         6         0.098               46.05               
2014      4         2         0.087               0.92                
2014      5         1         0.064               48.73               
2014      6         3         0.052               32.78               
2014      7         2         0.049               120.44              
2014      8         5         0.052               44.23               
2014      9         3         0.048               28.47               
2014      10        8         0.06                25.76               
2014      11        10        0.09                75.68               
2014      12        1         0.043               24.24               
2015      1         5         0.043               46.22               
2015      2         2         0.066               43.75               
2015      3         2         0.037               59.59               
2015      4         1         0.037               23.52               
2015      5         5         0.035               1.29                
2015      6         2         0.033               0.96                
2015      7         8         0.046               0.89                
2015      8         3         0.049               0.79                
2015      9         1         0.089               0.59                
2015      9         1         0.089               0.59                
2015      10        6         0.052               0.47                
2015      11        4         0.092               69.47               
2015      12        1         0.04                1.12                
2015      12        1         0.04                1.12                
2016      1         5         0.039               0.0                 
2016      2         2         0.03                0.6                 
2016      3         2         0.033               32.26               
2016      4         5         0.032               0.49                
2016      5         3         0.029               0.18                
2016      6         2         0.021               1.44                
2016      7         6         0.038               7.31                
2016      8         2         0.049               200.41              
2016      9         6         0.1                 52.17               
2016      10        5         0.15                3044.3              
2016      11        2         0.095               265.62              
2016      12        5         0.11                34.91               
2017      1         10        0.053               26.19               
2017      2         2         0.061               52.97               
2017      3         1         0.047               30.38               
2017      4         4         0.053               19.17               
2017      5         2         0.063               80.1                
2017      6         5         0.043               78.24               
2017      7         4         0.059               0.92                
2017      8         3         0.035               13.44               
2017      9         6         0.051               96.95               
2017      10        5         0.061               44.29               
2017      11        2         0.067               34.11               
2017      12        5         0.042               6.96                
2018      1         10        0.062               68.2                
2018      2         6         0.033               20.98               
2018      3         6         0.036               12.65               
2018      4         4         0.055               33.52               
2018      5         3         0.028               5.22                
2018      6         6         0.17                48.8                
2018      7         5         0.042               49.26               
2018      8         2         0.069               7.58                
2018      9         5         0.07                1.99                
2018      10        10        0.038               49.42               
2018      11        7         0.027               11.61               
2018      12        5         0.031               47.08               
