Year      Month     Day       TotalP_mg/l         Q_Ml/d    
2005      1         6         0.007               5024.38             
2005      2         2         0.005               3652.11             
2005      3         10        0.009               4632.66             
2005      4         6         0.009               8345.99             
2005      5         4         0.008               2079.83             
2005      6         2         0.006               123.83              
2005      7         7         0.01                145.15              
2005      8         3         0.01                1020.93             
2005      9         8         0.02                149.4               
2005      10        5         0.01                141.94              
2005      11        9         0.01                920.66              
2005      12        7         0.01                2567.65             
2006      1         4         0.01                8234.4              
2006      2         2         0.01                6577.51             
2006      3         2         0.02                7689.79             
2006      4         6         0.02                7123.38             
2006      5         9         0.005               411.74              
2006      6         7         0.01                137.89              
2006      7         12        0.005               140.14              
2006      8         9         0.01                601.23              
2006      9         6         0.005               4027.21             
2006      10        4         0.008               4610.65             
2006      11        9         0.005               2573.23             
2006      11        14        0.09                2580.46             
2006      12        6         0.009               3620.05             
2007      1         4         0.009               1578.47             
2007      2         8         0.01                1683.42             
2007      3         6         0.01                1415.67             
2007      4         2         0.02                1541.18             
2007      5         9         0.02                131.58              
2007      6         6         0.009               135.82              
2007      7         4         0.02                131.13              
2007      8         14        0.01                127.8               
2007      9         12        0.02                995.01              
2007      10        10        0.01                809.27              
2007      11        14        0.01                2008.88             
2007      12        12        0.006               2454.73             
2008      1         9         0.008               3254.98             
2008      2         6         0.01                3864.74             
2008      3         5         0.007               4652.07             
2008      4         10        0.01                2820.27             
2008      5         7         0.006               443.57              
2008      6         5         0.01                107.12              
2008      7         3         0.008               130.88              
2008      8         6         0.01                499.28              
2008      9         3         0.009               138.52              
2008      10        9         0.007               1566.23             
2008      11        5         0.01                2027.42             
2008      12        10        0.01                2005.94             
2009      1         14        0.008               3987.92             
2009      2         18        0.01                3008.62             
2009      3         12        0.01                2696.0              
2009      4         15        0.01                1852.2              
2009      5         12        0.005               1199.43             
2009      6         10        0.01                134.02              
2009      7         22        0.005               133.29              
2009      8         19        0.006               134.98              
2009      9         15        0.005               131.74              
2009      10        14        0.006               140.23              
2009      11        17        0.005               3511.92             
2009      12        15        0.009               2057.3              
2010      1         12        0.005               2503.19             
2010      2         9         0.01                3983.23             
2010      3         10        0.006               1045.69             
2010      4         14        0.005               1970.65             
2010      5         11        0.011               539.47              
2010      6         8         0.005               173.0               
2010      7         13        0.017               122.11              
2010      8         11        0.014               2014.17             
2010      9         15        0.035               130.27              
2010      10        5         0.025               132.27              
2010      11        4         0.032               133.51              
2010      12        2         0.019               139.48              
2011      1         6         0.009               998.12              
2011      2         3         0.015               2517.58             
2011      3         2         0.015               258.07              
2011      4         7         0.027               1528.23             
2011      5         5         0.011               1526.68             
2011      6         2         0.006               3000.34             
2011      7         6         0.005               4833.09             
2011      8         3         0.009               1482.43             
2011      9         8         0.011               249.65              
2011      10        6         0.016               265.0               
2011      11        3         0.009               2000.9              
2011      12        8         0.007               3450.38             
2012      1         12        0.005               4053.42             
2012      2         8         0.006               2990.26             
2012      3         15        0.011               3889.42             
2012      4         12        0.008               8659.75             
2012      5         9         0.008               3108.48             
2012      6         14        0.008               222.67              
2012      7         11        0.009               4869.7              
2012      8         8         0.005               3067.48             
2012      9         12        0.008               7338.39             
2012      10        10        0.007               231.84              
2012      11        14        0.005               6295.58             
2012      12        12        0.008               4378.75             
2013      1         10        0.02                7618.9              
2013      2         12        0.005               8596.1              
2013      3         20        0.007               7620.17             
2013      4         10        0.005               7155.2              
2013      5         8         0.013               4883.11             
2013      6         13        0.015               112.19              
2013      7         10        0.011               430.78              
2013      8         8         0.018               124.7               
2013      9         12        0.012               112.34              
2013      10        9         0.009               1144.65             
2013      11        12        0.009               5619.49             
2013      12        11        0.007               7000.39             
2014      1         16        0.008               8290.0              
2014      2         19        0.011               5050.67             
2014      3         12        0.012               6018.87             
2014      4         16        0.008               889.93              
2014      5         14        0.009               1125.01             
2014      6         12        0.019               105.99              
2014      7         10        0.016               1473.81             
2014      8         20        0.01                128.04              
2014      9         18        0.012               687.55              
2014      10        9         0.005               2953.99             
2014      11        13        0.005               4751.23             
2014      12        10        0.013               2651.74             
2015      1         14        0.005               4058.11             
2015      2         11        0.013               7831.61             
2015      3         12        0.012               8062.77             
2015      4         9         0.005               4543.99             
2015      5         20        0.005               173.35              
2015      6         10        0.005               177.86              
2015      7         8         0.006               126.13              
2015      8         12        0.005               122.68              
2015      9         9         0.006               1014.66             
2015      10        14        0.005               8747.9              
2015      11        11        0.008               1016.48             
2015      12        3         0.1                 4052.2              
2016      1         6         0.005               3025.1              
2016      2         4         0.005               2514.76             
2016      3         10        0.005               7050.63             
2016      4         13        0.007               3994.31             
2016      5         11        0.012               261.78              
2016      6         8         0.005               140.31              
2016      7         13        0.009               144.99              
2016      8         11        0.018               138.05              
2016      9         20        0.019               181.65              
2016      10        13        0.014               183.14              
2016      11        10        0.005               797.36              
2016      12        6         0.005               1999.86             
2017      1         11        0.007               3822.78             
2017      2         2         0.006               3408.05             
2017      3         7         0.005               6808.87             
2017      4         11        0.007               2830.06             
2017      5         10        0.005               1124.18             
2017      6         15        0.005               135.5               
2017      7         12        0.007               2578.99             
2017      8         8         0.011               402.53              
2017      9         13        0.007               406.94              
2017      10        5         0.005               2225.08             
2017      11        9         0.005               2442.34             
2017      12        7         0.056               550.22              
2018      1         10        0.007               4088.43             
2018      2         13        0.005               4224.4              
2018      3         15        0.008               9505.78             
2018      4         11        0.014               8060.76             
2018      5         9         0.015               1522.36             
2018      6         14        0.018               306.68              
2018      7         12        0.013               2056.51             
2018      8         9         0.011               2344.71             
2018      9         6         0.006               2213.18             
2018      10        9         0.012               8576.57             
2018      11        12        0.011               3386.44             
2018      12        12        0.006               3533.68             
