Year      Month     Day       TotalP_mg/l         Q_Ml/d    
2005      1         5         0.02                145.73              
2005      2         14        0.03                449.99              
2005      3         3         0.03                173.35              
2005      4         6         0.01                128.47              
2005      5         5         0.009               187.08              
2005      6         2         0.005               143.73              
2005      7         7         0.02                787.79              
2005      8         2         0.01                930.62              
2005      9         7         0.02                2463.68             
2005      10        6         0.02                1586.17             
2005      11        10        0.02                2490.8              
2005      12        1         0.01                556.61              
2006      1         12        0.03                127.6               
2006      2         6         0.02                42.76               
2006      3         7         0.02                50.33               
2006      4         6         0.02                83.7                
2006      5         9         0.26                117.46              
2006      6         1         0.02                81.36               
2006      7         5         0.01                95.5                
2006      8         9         0.008               67.4                
2006      9         19        0.01                49.34               
2006      10        5         0.06                51.33               
2006      11        9         0.01                3.82                
2006      12        5         0.02                18.94               
2007      1         17        0.02                14.13               
2007      2         6         0.01                4.34                
2007      3         7         0.04                7.62                
2007      4         4         0.06                22.56               
2007      5         16        0.02                37.41               
2007      6         7         0.02                902.42              
2007      7         4         0.02                1636.39             
2007      8         14        0.01                1091.02             
2007      9         11        0.01                414.13              
2007      10        8         0.04                296.98              
2007      11        12        0.03                359.43              
2007      12        11        0.04                411.78              
2008      1         8         0.02                293.07              
2008      2         11        0.01                84.29               
2008      3         13        0.03                70.1                
2008      4         10        0.01                76.18               
2008      5         5         0.06                80.17               
2008      6         10        0.01                41.45               
2008      7         15        0.03                999.23              
2008      8         5         0.01                1092.6              
2008      9         17        0.01                687.19              
2008      10        7         0.02                404.99              
2008      11        5         0.02                126.85              
2008      12        3         0.02                268.29              
2009      1         19        0.02                66.44               
2009      2         3         0.04                63.09               
2009      3         3         0.02                70.88               
2009      4         15        0.02                68.45               
2009      5         14        0.01                61.4                
2009      6         4         0.01                61.13               
2009      7         8         0.028               697.78              
2009      8         4         0.012               720.5               
2009      9         10        0.017               935.44              
2009      10        7         0.086               1205.49             
2009      11        10        0.024               300.37              
2009      12        3         0.005               161.83              
2010      1         13        0.012               89.71               
2010      2         4         0.028               53.03               
2010      3         3         0.016               155.1               
2010      4         8         0.005               157.54              
2010      5         6         0.005               515.73              
2010      6         3         0.035               258.52              
2010      7         8         0.017               806.91              
2010      8         5         0.017               2846.07             
2010      9         9         0.064               7332.24             
2010      10        6         0.022               870.29              
2010      11        18        0.067               1751.07             
2010      12        6         0.072               4625.79             
2011      1         11        0.099               913.88              
2011      2         9         0.033               2695.92             
2011      3         17        0.033               827.79              
2011      4         11        0.039               561.6               
2011      5         12        0.025               452.49              
2011      6         8         0.02                569.84              
2011      7         12        0.034               2201.66             
2011      8         4         0.029               1163.29             
2011      9         7         0.032               1048.04             
2011      10        13        0.02                766.67              
2011      11        8         0.032               432.47              
2011      12        1         0.029               938.35              
2012      1         4         0.03                153.58              
2012      2         8         0.039               126.75              
2012      3         7         0.056               2222.42             
2012      4         18        0.022               264.48              
2012      5         3         0.016               297.68              
2012      6         7         0.012               521.44              
2012      7         9         0.011               942.2               
2012      8         6         0.028               1491.21             
2012      9         6         0.022               1528.9              
2012      10        4         0.022               649.24              
2012      11        8         0.028               429.63              
2012      12        6         0.018               138.23              
2013      1         8         0.052               79.08               
2013      2         6         0.028               60.06               
2013      3         6         0.03                59.19               
2013      4         9         0.022               69.09               
2013      5         7         0.017               64.84               
2013      6         11        0.014               474.05              
2013      7         4         0.018               253.21              
2013      8         7         0.044               8662.41             
2013      9         10        0.026               1019.13             
2013      10        8         0.011               894.03              
2013      11        7         0.025               334.13              
2013      12        4         0.022               153.9               
2014      1         7         0.02                90.96               
2014      2         6         0.037               64.43               
2014      3         12        0.03                60.31               
2014      4         2         0.028               99.62               
2014      5         8         0.018               112.77              
2014      6         4         0.028               728.33              
2014      7         3         0.029               3263.65             
2014      8         7         0.015               1614.92             
2014      9         4         0.023               591.73              
2014      10        8         0.018               544.19              
2014      11        12        0.028               94.75               
2014      12        8         0.026               145.73              
2015      1         12        0.035               69.65               
2015      2         4         0.018               36.0                
2015      3         3         0.032               55.43               
2015      4         15        0.036               60.78               
2015      4         15        0.036               60.78               
2015      5         6         0.018               60.57               
2015      6         4         0.019               94.1                
2015      7         9         0.011               159.14              
2015      8         12        0.014               1013.67             
2015      9         17        0.015               380.11              
2015      10        6         0.021               176.1               
2015      11        12        0.028               285.73              
2015      12        16        0.062               71.46               
2016      1         6         0.037               93.96               
2016      2         9         0.045               56.01               
2016      3         2         0.013               68.21               
2016      4         13        0.005               75.46               
2016      5         11        0.075               325.57              
2016      6         8         0.02                537.64              
2016      7         4         0.025               2302.02             
2016      8         10        0.024               2395.77             
2016      9         1         0.098               5321.5              
2016      10        5         0.1                 16073.95            
2016      11        9         0.019               721.95              
2016      12        15        0.021               236.19              
2017      1         9         0.035               190.32              
2017      2         6         0.034               172.13              
2017      3         8         0.024               63.23               
2017      4         12        0.014               98.77               
2017      5         10        0.012               71.92               
2017      6         7         0.011               98.4                
2017      7         12        0.022               194.27              
2017      8         10        0.037               1999.45             
2017      9         6         0.018               986.67              
2017      10        5         0.014               479.38              
2017      11        16        0.032               175.92              
2017      12        20        0.034               223.88              
2018      1         10        0.03                125.03              
2018      2         13        0.027               93.37               
2018      3         15        0.026               66.07               
2018      4         9         0.019               63.57               
2018      5         8         0.023               72.85               
2018      6         13        0.021               100.92              
2018      7         5         0.016               213.08              
2018      8         14        0.017               1695.65             
2018      9         6         0.017               855.92              
2018      10        18        0.018               280.21              
2018      11        1         0.022               123.94              
2018      12        6         0.016               112.21              
