Year      Month     Day       TotalP_mg/l         Q_Ml/d    
2005      1         5         0.08                317.37              
2005      2         1         0.22                411.43              
2005      3         3         0.13                259.68              
2005      4         13        0.14                241.05              
2005      5         12        0.12                219.12              
2005      6         2         0.02                200.99              
2005      7         13        0.37                992.8               
2005      8         10        0.04                465.38              
2005      9         13        0.04                2755.99             
2005      10        13        0.09                413.44              
2005      11        3         0.17                352.75              
2005      12        15        0.12                309.13              
2006      1         25        0.07                326.02              
2006      2         15        0.06                169.78              
2006      3         16        0.01                198.88              
2006      4         27        0.07                353.38              
2006      5         10        0.04                412.65              
2006      6         15        0.02                249.84              
2006      7         26        0.03                383.34              
2006      8         16        0.01                269.01              
2006      9         28        0.02                304.8               
2006      10        25        0.04                176.4               
2006      11        8         0.02                206.39              
2006      12        8         0.05                88.64               
2007      1         17        0.06                54.83               
2007      2         22        0.03                174.57              
2007      3         14        0.06                155.46              
2007      4         4         0.04                205.32              
2007      5         9         0.04                152.16              
2007      6         6         0.02                273.24              
2007      7         17        0.2                 8070.85             
2007      8         1         0.11                3646.21             
2007      9         18        0.09                395.04              
2007      10        8         0.09                315.31              
2007      10        30        0.07                320.4               
2007      11        27        0.14                376.52              
2007      12        11        0.15                368.15              
2008      1         15        0.09                254.61              
2008      2         13        0.08                399.4               
2008      3         25        0.17                209.71              
2008      4         30        0.08                322.69              
2008      5         13        0.13                396.32              
2008      6         3         0.05                316.16              
2008      7         1         0.03                273.65              
2008      8         4         0.02                383.57              
2008      9         9         0.04                275.85              
2008      10        2         0.09                291.4               
2008      11        6         0.09                233.14              
2008      12        4         0.13                454.32              
2009      1         6         0.05                244.85              
2009      2         5         0.06                401.88              
2009      3         2         0.05                202.3               
2009      4         2         0.05                188.06              
2009      5         6         0.05                224.86              
2009      6         2         0.04                425.42              
2009      7         8         0.022               655.29              
2009      8         6         0.008               171.05              
2009      9         3         0.009               251.63              
2009      10        5         0.045               1801.94             
2009      11        17        0.011               192.1               
2009      12        17        0.037               196.29              
2010      1         4         0.06                241.14              
2010      2         11        0.058               260.42              
2010      3         4         0.061               266.03              
2010      4         8         0.015               317.8               
2010      5         3         0.026               369.35              
2010      6         1         0.066               1693.06             
2010      7         5         0.028               591.73              
2010      8         19        0.049               563.02              
2010      9         16        0.07                2185.83             
2010      10        12        0.052               326.02              
2010      11        10        0.072               351.03              
2010      12        2         0.13                4542.38             
2011      1         6         0.07                256.26              
2011      2         7         0.64                881.02              
2011      3         3         0.18                339.41              
2011      4         6         0.084               334.99              
2011      5         2         0.048               1390.35             
2011      6         6         0.023               757.95              
2011      7         4         0.021               1361.35             
2011      8         4         0.037               2591.79             
2011      9         1         0.077               457.28              
2011      10        3         0.13                1338.2              
2011      11        3         0.064               1204.46             
2011      12        1         0.096               2533.03             
2012      1         12        0.11                414.5               
2012      2         15        0.15                413.36              
2012      3         8         0.14                3988.55             
2012      4         2         0.081               1114.42             
2012      5         7         0.072               617.6               
2012      6         18        0.11                3512.32             
2012      7         10        0.064               2304.75             
2012      8         8         0.041               968.26              
2012      9         5         0.042               2558.14             
2012      10        4         0.049               1421.42             
2012      11        7         0.089               399.55              
2012      12        13        0.081               293.99              
2013      1         9         0.065               238.79              
2013      2         4         0.052               234.48              
2013      3         4         0.055               311.47              
2013      4         9         0.022               257.34              
2013      5         6         0.038               500.53              
2013      6         12        0.023               338.19              
2013      7         8         0.078               669.36              
2013      8         10        0.048               5144.92             
2013      8         12        0.048               5107.73             
2013      9         5         0.045               1676.16             
2013      10        7         0.031               3120.8              
2013      11        7         0.071               434.37              
2013      12        12        0.09                638.44              
2014      1         2         0.054               333.19              
2014      2         6         0.062               281.4               
2014      3         6         0.052               318.58              
2014      4         10        0.099               331.55              
2014      5         7         0.035               432.11              
2014      6         5         0.037               765.58              
2014      7         3         0.045               1485.97             
2014      7         3         0.045               1485.97             
2014      8         7         0.018               2171.52             
2014      9         4         0.022               975.22              
2014      10        6         0.054               347.63              
2014      11        12        0.055               305.91              
2014      12        11        0.46                3389.62             
2015      1         13        0.1                 474.26              
2015      2         9         0.056               333.33              
2015      3         17        0.052               324.8               
2015      4         16        0.18                326.69              
2015      5         13        0.09                441.86              
2015      6         9         0.073               452.68              
2015      7         2         0.034               411.33              
2015      8         10        0.022               2527.49             
2015      9         2         0.048               4045.81             
2015      10        8         0.059               324.52              
2015      11        11        0.068               379.7               
2015      12        10        0.066               507.51              
2016      1         7         0.059               920.46              
2016      2         11        0.085               293.94              
2016      3         3         0.054               251.78              
2016      4         6         0.046               274.57              
2016      5         9         0.054               415.84              
2016      6         6         0.03                424.72              
2016      7         13        0.16                1259.67             
2016      8         3         0.053               4238.23             
2016      9         5         0.052               3183.49             
2016      10        11        0.07                2965.04             
2016      11        15        0.099               338.04              
2016      12        5         0.074               286.66              
2017      1         5         0.067               251.05              
2017      2         13        0.062               257.48              
2017      3         6         0.058               265.77              
2017      4         12        0.044               293.34              
2017      5         4         0.016               367.59              
2017      6         15        0.023               323.83              
2017      7         11        0.022               233.99              
2017      8         8         0.028               1579.09             
2017      9         14        0.05                475.96              
2017      10        12        0.036               248.93              
2017      11        9         0.046               1373.02             
2017      12        13        0.13                772.84              
2018      1         4         0.077               280.42              
2018      2         12        0.055               293.52              
2018      3         14        0.073               200.62              
2018      4         9         0.047               209.71              
2018      5         9         0.078               539.73              
2018      6         12        0.027               370.47              
2018      7         5         0.017               271.11              
2018      8         2         0.038               531.42              
2018      9         6         0.056               384.48              
2018      10        10        0.061               325.41              
2018      11        8         0.051               1450.03             
2018      12        11        0.048               303.22              
