Year      Month     Day       TotalP_mg/l         Q_Ml/d    
2005      1         12        0.01                101.61              
2005      2         9         0.01                69.39               
2005      3         9         0.01                92.86               
2005      4         6         0.01                80.56               
2005      5         4         0.005               70.52               
2005      6         8         0.005               61.76               
2005      7         6         0.01                97.79               
2005      8         3         0.01                120.47              
2005      9         7         0.01                107.21              
2005      10        5         0.01                136.86              
2005      11        9         0.03                73.5                
2005      12        7         0.01                179.72              
2006      1         12        0.02                56.53               
2006      2         9         0.01                51.1                
2006      3         9         0.007               36.36               
2006      4         6         0.02                45.13               
2006      5         4         0.01                57.39               
2006      6         8         0.01                494.82              
2006      7         6         0.005               143.35              
2006      8         10        0.005               167.16              
2006      9         7         0.005               120.71              
2006      10        5         0.005               100.01              
2006      11        16        0.008               114.49              
2006      12        7         0.005               49.46               
2007      1         11        0.01                35.96               
2007      2         8         0.07                19.27               
2007      3         19        0.02                47.45               
2007      4         16        0.009               30.26               
2007      5         14        0.009               37.2                
2007      6         19        0.006               344.34              
2007      7         16        nan                 1393.21             
2007      8         13        0.009               282.39              
2007      9         10        0.006               124.0               
2007      10        15        0.007               112.4               
2007      11        12        0.006               92.4                
2007      12        10        0.006               75.55               
2008      1         14        0.02                40.62               
2008      2         11        0.009               67.74               
2008      3         11        0.005               47.56               
2008      4         14        0.01                41.31               
2008      5         12        0.007               41.78               
2008      6         10        0.005               42.61               
2008      7         14        0.005               44.33               
2008      8         18        0.008               134.43              
2008      9         18        0.005               57.87               
2008      10        13        0.01                46.66               
2008      11        17        0.01                32.76               
2008      12        16        0.05                1385.36             
2009      1         12        0.01                169.24              
2009      2         16        0.01                51.83               
2009      3         17        0.01                37.55               
2009      4         20        0.006               28.27               
2009      5         18        0.006               21.6                
2009      6         15        0.02                58.53               
2009      7         22        0.029               59.28               
2009      8         24        0.013               38.59               
2009      9         21        0.009               50.18               
2009      10        19        0.006               259.44              
2009      11        16        0.005               47.79               
2009      12        14        0.01                50.11               
2010      1         18        0.005               26.59               
2010      2         15        0.018               350.82              
2010      3         15        0.012               39.38               
2010      4         14        0.005               32.83               
2010      5         20        0.013               41.72               
2010      6         17        0.014               84.45               
2010      7         14        0.005               61.3                
2010      8         11        0.012               169.11              
2010      9         15        0.025               100.45              
2010      10        14        0.005               67.32               
2010      11        11        0.014               64.66               
2010      12        9         0.02                136.06              
2011      1         13        0.02                50.97               
2011      2         14        0.014               76.23               
2011      3         10        0.01                31.32               
2011      4         19        0.009               164.93              
2011      5         12        0.043               141.81              
2011      6         22        0.02                626.33              
2011      7         14        0.008               204.88              
2011      8         11        0.039               1532.16             
2011      9         15        0.016               305.73              
2011      10        6         0.012               266.34              
2011      11        10        0.016               397.76              
2011      12        19        0.009               171.75              
2012      1         12        0.011               166.76              
2012      2         14        0.016               112.05              
2012      3         15        0.008               715.4               
2012      4         12        0.006               239.12              
2012      5         7         0.011               364.09              
2012      6         14        0.026               1062.85             
2012      7         10        0.01                432.0               
2012      8         13        0.027               859.84              
2012      9         12        0.014               379.26              
2012      10        11        0.008               263.18              
2012      11        13        0.012               229.22              
2012      12        13        0.015               136.37              
2013      1         10        0.009               111.14              
2013      2         11        0.007               90.99               
2013      3         14        0.013               74.56               
2013      4         9         0.008               80.57               
2013      5         16        0.011               81.11               
2013      6         13        0.013               121.03              
2013      7         11        0.01                315.79              
2013      8         15        0.005               169.93              
2013      9         12        0.008               145.28              
2013      10        8         0.005               142.09              
2013      11        14        0.012               240.74              
2013      12        12        0.009               154.81              
2014      1         23        0.057               74.06               
2014      3         13        0.02                60.93               
2014      4         10        0.023               74.25               
2014      5         14        0.01                135.85              
2014      6         12        0.022               480.5               
2014      7         8         0.015               360.76              
2014      7         8         0.015               360.76              
2014      8         21        0.018               945.87              
2014      9         18        0.015               620.4               
2014      10        15        0.031               2093.65             
2014      11        20        0.006               267.59              
2014      12        8         0.056               1703.19             
2015      1         13        0.013               210.49              
2015      2         12        0.009               347.43              
2015      3         12        0.012               154.39              
2015      4         9         0.14                4144.9              
2015      5         7         0.02                700.18              
2015      6         11        0.009               276.22              
2015      7         14        0.094               6040.52             
2015      8         13        0.008               544.65              
2015      9         16        0.014               801.31              
2015      10        15        0.012               458.41              
2015      11        16        0.022               424.31              
2015      12        10        0.21                253.22              
2016      1         14        0.01                180.31              
2016      2         11        0.01                163.83              
2016      3         9         0.005               109.18              
2016      4         12        0.007               137.77              
2016      5         10        0.008               148.46              
2016      6         9         0.034               445.79              
2016      7         14        0.056               821.55              
2016      8         11        0.009               310.33              
2016      9         13        0.028               570.74              
2016      10        18        0.02                475.36              
2016      11        8         0.005               305.76              
2016      12        6         0.005               236.39              
2017      1         11        0.009               168.79              
2017      2         1         0.009               120.61              
2017      3         16        0.012               87.68               
2017      4         12        0.041               400.1               
2017      5         11        0.005               104.03              
2017      6         15        0.005               121.52              
2017      7         13        0.006               97.7                
2017      8         10        0.005               123.0               
2017      9         13        0.01                98.56               
2017      10        11        0.009               116.89              
2017      11        22        0.011               79.28               
2017      12        14        0.009               108.51              
2018      1         11        0.013               75.75               
2018      2         15        0.01                51.65               
2018      3         19        0.013               38.57               
2018      4         12        0.009               34.89               
2018      5         7         0.005               31.0                
2018      6         14        0.007               77.04               
2018      7         11        0.009               104.31              
2018      8         9         0.008               65.57               
2018      9         5         0.005               73.87               
2018      10        22        0.01                88.5                
2018      11        14        0.009               39.43               
2018      12        12        0.012               82.94               
