Year      Month     Day       TotalP_mg/l         Q_Ml/d    
2005      1         19        0.02                285.94              
2005      2         17        0.01                490.87              
2005      3         23        0.01                273.5               
2005      4         20        0.01                216.25              
2005      5         24        0.01                171.17              
2005      6         15        0.01                437.46              
2005      7         19        0.01                887.28              
2005      8         23        0.01                2626.13             
2005      9         19        0.01                2742.79             
2005      10        18        0.005               1216.74             
2005      11        16        0.01                1648.92             
2005      12        14        0.04                854.62              
2006      1         18        0.01                284.18              
2006      2         14        0.02                128.89              
2006      3         21        0.03                160.04              
2006      4         19        0.01                180.33              
2006      5         17        0.01                440.37              
2006      6         14        0.01                263.77              
2006      7         19        0.005               1048.13             
2006      8         17        0.005               374.11              
2006      9         21        0.008               763.74              
2006      10        25        0.02                261.53              
2006      11        23        0.01                174.02              
2006      12        18        0.01                111.91              
2007      1         24        0.01                121.72              
2007      3         13        0.05                79.85               
2007      4         10        0.02                186.86              
2007      5         8         0.01                307.76              
2007      6         19        0.005               548.38              
2007      7         25        0.01                586.1               
2007      8         21        0.01                1171.89             
2007      9         18        0.01                1009.3              
2007      10        24        0.01                567.27              
2007      11        21        0.01                498.26              
2007      12        20        0.01                419.82              
2008      1         9         0.01                319.14              
2008      2         14        0.01                516.06              
2008      3         18        0.01                168.18              
2008      4         22        0.01                184.95              
2008      5         13        0.008               227.08              
2008      6         12        0.01                533.5               
2008      7         17        0.01                561.93              
2008      8         21        0.01                459.06              
2008      9         16        0.01                1935.6              
2008      10        23        0.007               514.61              
2008      11        20        0.01                394.38              
2008      12        18        0.01                896.83              
2009      1         22        0.01                209.24              
2009      2         19        0.02                104.85              
2009      3         19        0.06                109.45              
2009      4         16        0.04                100.34              
2009      5         21        0.01                417.29              
2009      6         17        0.01                306.71              
2009      7         16        0.005               966.78              
2009      8         20        0.01                1178.24             
2009      9         24        0.01                1889.5              
2009      10        20        0.012               2223.39             
2009      11        19        0.005               417.59              
2009      12        17        0.005               331.49              
2010      1         21        0.014               237.95              
2010      2         17        0.047               700.61              
2010      3         18        0.01                596.42              
2010      4         15        0.009               405.57              
2010      5         12        0.011               500.15              
2010      6         10        0.007               535.63              
2010      8         11        0.038               2274.55             
2010      10        21        0.017               1790.63             
2010      11        18        0.023               2343.91             
2010      12        16        0.028               2320.32             
2011      1         13        0.038               1555.61             
2011      2         14        0.014               2166.2              
2011      3         14        0.029               872.74              
2011      4         18        0.014               603.91              
2011      5         16        0.005               408.03              
2011      6         14        0.015               591.22              
2011      7         18        0.005               976.39              
2011      8         15        0.02                2047.63             
2011      9         19        0.012               956.03              
2011      10        19        0.01                815.5               
2011      11        15        0.012               934.79              
2011      12        13        0.01                785.32              
2012      1         10        0.022               654.6               
2012      2         14        0.018               399.77              
2012      3         22        0.015               1334.58             
2012      4         19        0.012               554.9               
2012      5         17        0.011               494.09              
2012      6         21        0.016               1206.77             
2012      7         19        0.015               2427.0              
2012      8         23        0.018               1720.47             
2012      9         20        0.009               2076.75             
2012      10        18        0.027               2724.44             
2012      11        19        0.015               746.39              
2012      12        19        0.1                 487.43              
2013      1         16        0.098               206.69              
2013      2         21        0.03                168.43              
2013      3         20        0.021               161.77              
2013      4         18        0.013               377.82              
2013      5         23        0.009               638.73              
2013      6         20        0.016               1186.96             
2013      7         18        0.013               2361.28             
2013      8         22        0.013               2751.18             
2013      9         19        0.025               3057.7              
2013      10        17        0.01                980.67              
2013      11        21        0.025               608.27              
2013      12        12        0.038               638.05              
2014      1         16        0.013               209.45              
2014      2         20        0.019               135.78              
2014      3         20        0.009               151.04              
2014      4         15        0.024               367.52              
2014      5         22        0.012               294.1               
2014      6         18        0.016               922.69              
2014      7         21        0.009               1209.12             
2014      8         18        0.013               1061.06             
2014      9         18        0.011               1712.41             
2014      10        23        0.016               661.89              
2014      11        20        0.008               330.85              
2014      12        17        0.019               540.35              
2015      1         22        0.012               348.42              
2015      2         19        0.024               367.7               
2015      3         19        0.016               190.42              
2015      4         16        0.018               228.14              
2015      5         21        0.009               1507.93             
2015      6         18        0.005               1246.83             
2015      7         22        0.012               1011.13             
2015      8         19        0.012               890.7               
2015      9         16        0.006               1946.21             
2015      10        22        0.018               899.96              
2015      11        19        0.016               655.64              
2015      12        16        0.016               284.21              
2016      1         18        0.017               232.8               
2016      2         18        0.016               223.43              
2016      3         17        0.025               158.99              
2016      4         20        0.007               135.64              
2016      5         19        0.006               840.66              
2016      6         23        0.012               2768.5              
2016      7         21        0.007               2506.46             
2016      8         18        0.012               1611.46             
2016      9         13        0.011               3025.64             
2016      10        27        0.009               2562.41             
2016      11        17        0.007               1075.31             
2016      12        13        0.011               592.67              
2017      1         19        0.014               594.22              
2017      2         15        0.012               304.72              
2017      3         21        0.023               296.84              
2017      4         17        0.012               279.78              
2017      5         17        0.006               277.81              
2017      6         21        0.008               292.98              
2017      7         18        0.008               496.14              
2017      8         15        0.013               1082.73             
2017      9         13        0.019               1835.72             
2017      10        17        0.006               2296.51             
2017      11        22        0.014               656.94              
2017      12        21        0.012               805.68              
2018      1         17        0.011               371.5               
2018      2         21        0.011               185.68              
2018      3         20        0.01                116.11              
2018      4         18        0.013               350.29              
2018      5         16        0.016               589.29              
2018      6         21        0.018               889.89              
2018      7         18        0.008               717.89              
2018      8         29        0.009               834.51              
2018      9         18        0.008               1604.89             
2018      10        16        0.009               1885.66             
2018      11        13        0.011               486.36              
2018      12        11        0.018               411.09              
