Year      Month     Day       TotalP_mg/l         Q_Ml/d    
2005      1         19        0.02                1.82                
2005      2         23        0.01                4.14                
2005      3         23        0.01                4.2                 
2005      3         23        0.01                4.2                 
2005      4         20        0.02                6.28                
2005      5         25        0.006               3.11                
2005      6         22        0.006               0.76                
2005      7         20        0.02                24.3                
2005      8         17        0.01                12.15               
2005      9         21        0.009               20.03               
2005      10        19        0.006               5.26                
2005      11        16        0.01                31.56               
2005      12        21        0.03                12.44               
2006      1         18        0.02                4.52                
2006      2         22        0.02                0.52                
2006      3         22        0.02                0.01                
2006      4         12        0.01                2.68                
2006      5         17        0.01                2.09                
2006      6         21        0.008               7.41                
2006      7         19        0.005               77.35               
2006      8         23        0.005               7.47                
2006      9         20        0.006               19.32               
2006      10        31        0.01                2.42                
2006      11        22        0.01                2.03                
2006      12        20        0.02                0.0                 
2007      2         14        0.07                0.0                 
2007      3         15        0.05                0.84                
2007      4         26        0.01                15.02               
2007      5         28        0.01                2.82                
2007      6         26        0.01                91.04               
2007      7         18        0.005               141.56              
2007      8         14        0.005               41.01               
2007      9         27        0.01                14.83               
2007      10        25        0.01                11.14               
2007      11        28        0.01                6.97                
2008      1         14        0.02                11.98               
2008      2         19        0.01                31.63               
2008      3         27        0.01                30.02               
2008      4         9         0.005               13.2                
2008      5         12        0.008               10.86               
2008      6         17        0.005               12.56               
2008      7         23        0.01                15.19               
2008      8         27        0.01                39.93               
2008      9         22        0.01                17.12               
2008      10        15        0.01                11.29               
2008      11        25        0.03                501.78              
2008      12        23        0.01                109.79              
2009      1         27        0.01                17.15               
2009      2         23        0.01                11.49               
2009      3         25        0.01                6.7                 
2009      4         20        0.01                7.3                 
2009      5         11        0.008               6.88                
2009      6         22        0.01                9.19                
2009      7         22        0.009               8.82                
2009      8         27        0.005               7.37                
2009      9         16        0.005               9.18                
2009      10        19        0.011               30.22               
2009      11        25        0.005               16.99               
2009      12        23        0.015               8.94                
2010      1         27        0.008               5.45                
2010      2         24        0.005               22.93               
2010      4         19        0.005               6.53                
2010      5         26        0.023               8.44                
2010      6         28        0.005               36.58               
2010      7         26        0.005               15.93               
2010      8         24        0.011               38.89               
2010      9         16        0.011               19.89               
2010      10        27        0.009               24.18               
2010      11        29        0.013               29.02               
2010      12        22        0.008               36.78               
2011      1         24        0.016               6.67                
2011      2         24        0.079               8.67                
2011      3         29        0.021               49.14               
2011      4         27        0.005               25.32               
2011      5         25        0.008               35.92               
2011      6         29        0.01                36.41               
2011      7         28        0.009               395.47              
2011      8         24        0.011               150.45              
2011      9         13        0.008               66.04               
2011      10        17        0.009               42.24               
2011      11        14        0.021               106.96              
2011      12        12        0.006               44.85               
2012      1         9         0.006               25.02               
2012      2         13        0.006               23.11               
2012      3         19        0.016               198.57              
2012      4         16        0.005               37.68               
2012      5         14        0.005               42.36               
2012      6         18        0.01                198.27              
2012      7         16        0.008               73.11               
2012      8         16        0.005               41.5                
2012      9         17        0.005               32.27               
2012      10        15        0.13                35.74               
2012      11        19        0.008               29.21               
2012      12        17        0.008               31.87               
2013      1         14        0.012               6.2                 
2013      2         18        0.018               6.44                
2013      3         18        0.011               9.34                
2013      4         22        0.005               39.27               
2013      5         20        0.009               12.48               
2013      6         17        0.023               2513.41             
2013      7         15        0.009               35.14               
2013      8         19        0.008               21.56               
2013      9         16        0.007               17.39               
2013      10        14        0.01                22.83               
2013      11        18        0.005               25.83               
2013      12        9         0.015               35.4                
2013      12        17        0.013               18.29               
2014      1         13        0.038               5.97                
2014      2         17        0.009               2.3                 
2014      3         17        0.016               5.26                
2014      4         16        0.025               48.54               
2014      5         19        0.007               9.2                 
2014      6         12        0.01                36.27               
2014      7         21        0.009               22.25               
2014      8         21        0.02                737.93              
2014      9         18        0.009               179.65              
2014      10        20        0.014               102.65              
2014      11        17        0.009               49.72               
2014      12        15        0.3                 120.72              
2015      1         19        0.014               18.11               
2015      2         16        0.008               35.03               
2015      3         16        0.012               7.61                
2015      4         13        0.023               53.27               
2015      5         18        0.009               40.06               
2015      6         15        0.005               29.0                
2015      7         20        0.02                338.2               
2015      8         17        0.006               44.78               
2015      9         14        0.007               43.91               
2015      10        19        0.01                27.72               
2015      11        16        0.035               69.93               
2015      12        14        0.008               22.63               
2016      1         18        0.009               17.85               
2016      2         15        0.008               15.23               
2016      3         14        0.008               20.22               
2016      4         18        0.005               13.01               
2016      5         16        0.005               10.88               
2016      6         15        0.017               18.16               
2016      7         18        0.014               131.19              
2016      8         15        0.008               47.85               
2016      9         12        0.012               75.36               
2016      10        24        0.033               435.59              
2016      11        14        0.005               49.36               
2016      12        12        0.007               30.72               
2017      1         16        0.01                12.6                
2017      2         13        0.019               9.32                
2017      3         20        0.011               2.73                
2017      4         18        0.017               14.53               
2017      5         15        0.005               9.84                
2017      6         19        0.005               10.82               
2017      7         17        0.005               8.09                
2017      8         14        0.005               6.64                
2017      9         11        0.015               12.39               
2017      10        18        0.009               3.63                
2017      11        20        0.018               2.05                
2017      12        18        0.015               4.42                
2018      1         15        0.013               15.1                
2018      2         22        0.009               0.72                
2018      3         19        0.009               0.06                
2018      4         16        0.01                0.0                 
2018      5         14        0.012               45.27               
2018      6         18        0.008               68.18               
2018      7         16        0.005               6.85                
2018      8         28        0.008               5.5                 
2018      9         10        0.005               4.44                
2018      10        15        0.012               4.78                
2018      11        22        0.014               2.45                
2018      12        18        0.01                11.32               
