Year      Month     Day       TotalP_mg/l         Q_Ml/d    
2005      1         4         0.02                72.48               
2005      2         3         0.02                72.89               
2005      3         8         0.01                54.83               
2005      4         12        0.01                42.58               
2005      5         2         0.008               56.03               
2005      6         7         0.006               98.46               
2005      7         11        0.01                173.16              
2005      8         10        0.02                231.94              
2005      9         5         0.03                361.43              
2005      10        3         0.03                215.95              
2005      11        8         0.02                189.93              
2005      12        7         0.02                57.45               
2006      2         20        0.03                33.87               
2006      3         9         0.04                21.41               
2006      4         12        0.03                30.7                
2006      5         17        0.01                117.38              
2006      6         19        0.01                76.59               
2006      7         11        0.01                136.62              
2006      8         9         0.04                182.17              
2006      9         11        0.01                133.93              
2006      10        4         0.02                154.96              
2006      11        9         0.01                25.11               
2006      12        4         0.02                18.45               
2007      1         18        0.03                17.16               
2007      2         13        0.03                32.59               
2007      3         6         0.04                19.47               
2007      4         11        0.04                20.21               
2007      5         9         0.04                38.29               
2007      6         12        0.02                316.38              
2007      7         19        0.04                1190.2              
2007      8         9         0.06                1116.36             
2007      9         12        0.02                244.75              
2007      10        11        0.03                251.24              
2007      11        20        0.06                375.96              
2007      12        13        0.02                61.89               
2008      1         16        0.02                23.52               
2008      2         19        0.01                20.61               
2008      3         13        0.03                16.89               
2008      4         16        0.005               36.9                
2008      5         15        0.005               41.09               
2008      6         10        0.01                52.29               
2008      7         24        0.01                179.58              
2008      8         14        0.02                338.52              
2008      9         18        0.02                310.84              
2008      10        8         0.02                157.94              
2008      11        17        0.01                31.17               
2008      12        8         0.01                31.14               
2009      1         19        0.01                22.09               
2009      2         18        0.01                20.73               
2009      3         19        0.01                47.38               
2009      4         21        0.01                11.95               
2009      5         19        0.01                48.84               
2009      6         18        0.008               100.37              
2009      7         15        0.005               619.1               
2009      8         18        0.065               538.09              
2009      9         15        0.057               1188.59             
2009      10        20        0.039               1110.17             
2009      11        17        0.048               140.98              
2009      12        14        0.008               74.73               
2010      1         12        0.005               33.15               
2010      2         11        0.038               33.33               
2010      3         11        0.008               22.18               
2010      4         14        0.005               49.4                
2010      5         20        0.029               57.48               
2010      6         9         0.012               116.36              
2010      7         19        0.022               261.09              
2010      8         19        0.12                3508.09             
2010      9         16        0.17                3918.33             
2010      10        18        0.084               424.06              
2010      11        15        0.036               243.24              
2010      12        14        0.26                10981.17            
2011      1         11        0.1                 333.67              
2011      2         10        0.24                618.55              
2011      3         15        0.062               362.26              
2011      4         13        0.037               292.67              
2011      5         16        0.046               570.79              
2011      6         15        0.039               670.9               
2011      7         13        0.14                3963.79             
2011      8         17        0.24                5424.22             
2011      9         14        0.1                 1424.26             
2011      10        12        0.089               1079.08             
2011      11        15        0.037               279.01              
2011      12        14        0.021               114.22              
2012      1         10        0.023               56.56               
2012      2         14        0.027               59.72               
2012      3         19        0.021               55.3                
2012      4         17        0.019               74.39               
2012      5         16        0.016               120.43              
2012      6         14        0.023               171.31              
2012      7         23        0.059               1479.79             
2012      8         14        0.071               1025.5              
2012      9         12        0.16                3197.48             
2012      10        15        0.072               870.92              
2012      11        15        0.05                301.92              
2012      12        10        0.024               154.08              
2013      1         24        0.014               28.73               
2013      2         18        0.022               62.41               
2013      3         13        0.022               61.6                
2013      4         9         0.025               112.47              
2013      5         14        0.026               129.93              
2013      6         13        0.03                223.52              
2013      7         17        0.035               417.0               
2013      8         14        0.14                5589.9              
2013      9         11        0.088               1351.24             
2013      10        7         0.078               1665.02             
2013      11        13        0.055               524.68              
2013      12        9         0.033               197.26              
2014      1         14        0.021               72.28               
2014      2         12        0.018               23.85               
2014      3         13        0.019               48.12               
2014      4         9         0.027               119.9               
2014      5         14        0.044               171.23              
2014      6         10        0.018               177.28              
2014      7         14        0.14                2890.53             
2014      8         13        0.16                2325.48             
2014      9         8         0.053               519.38              
2014      10        15        0.024               196.72              
2014      12        9         0.02                82.15               
2015      1         12        0.021               47.22               
2015      2         12        0.028               49.21               
2015      3         11        0.005               45.13               
2015      4         15        0.014               56.85               
2015      5         12        0.02                91.23               
2015      6         11        0.015               234.75              
2015      7         16        0.023               295.95              
2015      8         12        0.02                446.92              
2015      9         10        0.024               478.61              
2015      10        15        0.015               87.58               
2015      11        11        0.031               36.63               
2015      12        7         0.019               21.71               
2016      1         13        0.017               19.81               
2016      2         11        0.014               17.92               
2016      3         9         0.009               14.82               
2016      4         14        0.02                44.66               
2016      5         16        0.013               95.51               
2016      6         16        0.031               189.0               
2016      7         13        0.15                2500.88             
2016      8         11        0.21                1987.88             
2016      9         15        0.21                22596.54            
2016      10        13        0.22                5429.96             
2016      11        10        0.15                990.33              
2016      12        7         0.082               258.48              
2017      1         16        0.033               110.94              
2017      2         16        0.016               84.14               
2017      3         21        0.033               115.53              
2017      4         12        0.018               114.13              
2017      5         18        0.016               188.2               
2017      6         20        0.022               288.32              
2017      7         17        0.03                443.28              
2017      8         16        0.11                3876.34             
2017      9         20        0.16                6058.67             
2017      10        12        0.072               933.51              
2017      11        23        0.14                1085.3              
2017      12        13        0.032               429.39              
2018      1         22        0.019               68.76               
2018      2         12        0.022               84.09               
2018      3         15        0.021               148.28              
2018      4         17        0.015               96.66               
2018      5         9         0.016               158.7               
2018      6         13        0.019               204.68              
2018      7         12        0.045               965.17              
2018      8         20        0.2                 7612.11             
2018      9         11        0.055               997.31              
2018      10        30        0.02                208.67              
2018      11        22        0.014               128.26              
2018      12        13        0.022               96.08               
