Year      Month     Day       TotalP_mg/l         Q_Ml/d    
2005      1         12        0.02                139.89              
2005      1         13        0.02                121.14              
2005      2         10        0.03                94.43               
2005      3         10        0.01                141.01              
2005      4         7         0.01                139.78              
2005      5         5         0.008               111.66              
2005      6         9         0.005               95.12               
2005      7         7         0.01                141.75              
2005      8         4         0.02                215.79              
2005      9         8         0.01                137.46              
2005      10        6         0.01                208.74              
2005      11        10        0.01                120.46              
2005      12        8         0.02                332.86              
2006      1         11        0.02                99.35               
2006      2         8         0.02                73.75               
2006      3         8         0.01                56.49               
2006      4         5         0.01                77.22               
2006      5         3         0.01                154.07              
2006      6         7         0.01                1029.93             
2006      7         5         0.007               265.03              
2006      8         9         0.005               332.48              
2006      9         6         0.005               236.29              
2006      10        4         0.007               192.4               
2006      11        15        0.01                263.21              
2006      12        6         0.01                83.89               
2007      1         10        0.02                55.26               
2007      2         7         0.007               42.02               
2007      3         22        0.03                59.85               
2007      4         19        0.01                46.97               
2007      5         17        0.01                51.18               
2007      6         14        0.01                92.83               
2007      7         23        0.02                940.5               
2007      8         22        0.02                300.21              
2007      9         19        0.01                265.54              
2007      10        17        0.009               149.53              
2007      11        21        0.01                142.87              
2007      12        13        0.01                137.87              
2008      1         17        0.01                68.56               
2008      2         19        0.01                76.98               
2008      3         12        0.01                70.68               
2008      4         16        0.007               86.52               
2008      5         14        0.005               61.8                
2008      6         12        0.007               60.12               
2008      7         16        0.008               65.14               
2008      8         26        0.01                250.1               
2008      9         23        0.01                107.71              
2008      10        14        0.01                77.41               
2008      11        18        0.01                61.04               
2008      12        16        0.11                1293.14             
2009      1         15        0.01                180.14              
2009      2         19        0.03                93.57               
2009      3         19        0.01                62.78               
2009      4         23        0.005               58.33               
2009      5         21        0.005               47.24               
2009      6         16        0.01                86.33               
2009      8         3         0.01                69.75               
2009      8         25        0.01                65.97               
2009      9         24        0.005               79.28               
2009      10        20        0.005               335.05              
2009      11        19        0.005               98.35               
2009      12        15        0.007               82.98               
2010      1         21        0.36                92.29               
2010      2         18        0.013               497.62              
2010      3         18        0.008               84.44               
2010      5         20        0.005               72.13               
2010      6         24        0.407               119.01              
2010      7         22        0.014               92.37               
2010      8         19        0.012               293.79              
2010      9         23        0.014               107.95              
2010      10        19        0.022               180.0               
2010      11        16        0.027               126.53              
2010      12        14        0.037               108.77              
2011      1         18        0.11                78.81               
2011      2         15        0.021               93.72               
2011      3         15        0.018               94.38               
2011      4         19        0.019               244.07              
2011      5         17        0.011               265.33              
2011      6         21        0.026               898.06              
2011      7         19        0.022               418.99              
2011      8         16        0.015               618.03              
2011      9         13        0.025               558.24              
2011      10        18        0.008               312.56              
2011      11        15        0.02                321.11              
2011      12        13        0.01                303.7               
2012      1         17        0.013               196.01              
2012      2         8         0.015               136.21              
2012      3         14        0.036               1283.18             
2012      4         19        0.013               335.26              
2012      5         24        0.008               350.52              
2012      6         20        0.014               921.15              
2012      7         17        0.015               444.26              
2012      8         21        0.016               2001.86             
2012      9         18        0.013               408.92              
2012      10        16        0.012               345.33              
2012      11        20        0.022               297.21              
2012      12        18        0.023               196.91              
2013      1         17        0.012               123.16              
2013      2         20        0.02                95.37               
2013      3         27        0.016               105.29              
2013      4         16        0.014               104.16              
2013      5         28        0.009               126.13              
2013      6         18        0.068               8458.47             
2013      7         16        0.014               436.47              
2013      8         20        0.01                225.87              
2013      9         17        0.017               217.15              
2013      10        15        0.014               296.89              
2013      11        19        0.014               235.91              
2013      12        17        0.014               280.61              
2014      1         21        0.015               134.52              
2014      2         18        0.018               121.04              
2014      3         18        0.017               87.78               
2014      4         10        0.021               132.18              
2014      5         13        0.014               270.58              
2014      6         19        0.034               1784.09             
2014      7         15        0.013               394.24              
2014      8         13        0.008               298.46              
2014      9         9         0.051               669.88              
2014      10        14        0.075               2875.58             
2014      11        13        0.005               321.57              
2014      12        11        0.028               746.7               
2015      1         13        0.026               388.89              
2015      2         12        0.005               459.09              
2015      3         17        0.008               233.35              
2015      4         21        0.029               1163.24             
2015      5         26        0.027               499.35              
2015      6         24        0.01                651.65              
2015      7         21        0.033               2314.28             
2015      8         18        0.012               665.17              
2015      9         10        0.01                1187.27             
2015      10        20        0.013               465.12              
2015      11        17        0.02                464.08              
2015      12        15        0.014               256.34              
2016      1         19        0.012               214.97              
2016      2         16        0.014               175.7               
2016      3         23        0.011               223.42              
2016      4         21        0.007               149.7               
2016      5         17        0.009               133.07              
2016      6         22        0.077               1294.84             
2016      7         21        0.012               544.16              
2016      8         18        0.01                284.91              
2016      9         22        0.012               440.08              
2016      10        18        0.014               491.9               
2016      11        15        0.008               362.57              
2016      12        13        0.01                209.13              
2017      1         17        0.016               148.06              
2017      2         21        0.017               127.99              
2017      3         21        0.016               111.35              
2017      4         27        0.011               212.79              
2017      5         23        0.012               168.55              
2017      6         20        0.007               142.55              
2017      7         18        0.009               115.04              
2017      8         15        0.01                125.2               
2017      9         26        0.01                125.61              
2017      10        24        0.016               121.9               
2017      11        30        0.016               102.23              
2017      12        19        0.016               112.73              
2018      1         18        0.019               135.01              
2018      2         19        0.012               69.82               
2018      3         20        0.013               61.65               
2018      4         17        0.012               54.21               
2018      5         15        0.044               318.28              
2018      6         19        0.092               1424.85             
2018      7         17        0.017               138.27              
2018      8         14        0.01                89.49               
2018      9         11        0.007               101.28              
2018      10        23        0.015               106.39              
2018      11        20        0.015               62.88               
2018      12        20        0.016               130.71              
