Year      Month     Day       TotalP_mg/l         Q_Ml/d    
2005      1         6         0.16                5.21                
2005      1         31        0.21                0.29                
2005      2         28        0.24                1.51                
2005      4         4         0.11                0.09                
2005      5         3         0.05                0.19                
2005      6         8         0.04                0.42                
2005      7         4         0.07                9.64                
2005      8         2         0.19                50.35               
2005      9         6         0.23                60.25               
2005      10        4         0.29                60.18               
2005      10        31        0.23                12.95               
2005      11        30        0.22                1.87                
2006      1         3         0.23                0.07                
2006      2         8         0.12                0.0                 
2006      3         6         0.13                0.0                 
2006      4         3         0.07                0.0                 
2006      5         1         0.42                0.0                 
2006      6         5         0.02                0.15                
2006      7         3         0.04                7.39                
2006      8         7         0.09                29.39               
2006      9         4         0.06                6.67                
2006      10        9         0.06                0.26                
2006      10        31        0.04                0.0                 
2006      12        5         0.04                0.0                 
2007      1         16        0.18                0.0                 
2007      2         5         0.03                0.0                 
2007      3         7         0.13                0.0                 
2007      4         4         0.13                0.0                 
2007      5         1         0.23                0.0                 
2007      6         4         3.6                 0.0                 
2007      7         2         0.03                5.95                
2007      8         6         0.39                863.3               
2007      9         3         0.15                20.94               
2007      10        1         0.57                981.22              
2007      11        13        0.29                18.36               
2007      12        4         0.3                 2.53                
2008      1         2         0.36                4.31                
2008      2         4         0.42                0.0                 
2008      3         3         0.36                0.0                 
2008      4         1         0.23                0.0                 
2008      5         5         0.04                0.09                
2008      6         3         0.03                0.19                
2008      7         8         0.03                13.14               
2008      8         4         0.32                229.33              
2008      9         2         0.39                395.35              
2008      10        1         0.19                33.51               
2008      11        4         0.13                3.13                
2008      12        1         0.11                0.94                
2009      1         6         0.16                0.49                
2009      2         2         0.18                0.0                 
2009      3         2         0.17                0.0                 
2009      4         6         0.18                0.0                 
2009      5         11        0.09                0.0                 
2009      6         1         0.03                0.06                
2009      7         6         0.237               150.7               
2009      8         4         0.319               306.19              
2009      9         1         0.461               1001.22             
2009      10        6         0.195               40.75               
2009      11        4         0.279               32.53               
2009      12        1         0.194               8.1                 
2010      1         4         0.166               0.75                
2010      2         2         0.063               0.0                 
2010      3         1         0.067               0.0                 
2010      4         6         0.044               0.08                
2010      5         3         0.054               0.34                
2010      6         1         0.031               0.54                
2010      7         5         0.2                 83.0                
2010      8         3         0.51                2932.07             
2010      9         9         0.66                488.78              
2010      10        4         0.38                60.94               
2010      11        2         0.44                1420.95             
2010      12        1         0.34                31.9                
2011      1         4         0.4                 4.68                
2011      2         7         0.35                7.42                
2011      3         7         0.22                2.05                
2011      4         4         0.22                4.85                
2011      5         2         0.23                15.43               
2011      6         6         0.46                290.27              
2011      7         4         0.32                211.17              
2011      8         1         0.3                 80.01               
2011      9         5         0.28                37.4                
2011      10        3         0.44                191.76              
2011      11        7         0.21                13.4                
2011      12        5         0.22                5.52                
2012      1         5         0.24                0.01                
2012      2         6         0.18                0.0                 
2012      3         5         0.18                0.0                 
2012      4         2         0.087               0.0                 
2012      5         7         0.047               0.25                
2012      6         4         0.089               10.62               
2012      7         3         0.39                769.05              
2012      8         6         0.22                180.82              
2012      9         3         0.32                229.93              
2012      10        1         0.44                889.89              
2012      11        6         0.28                26.23               
2012      12        3         0.2                 1.25                
2013      1         2         0.16                0.25                
2013      2         5         0.13                0.0                 
2013      3         5         0.099               0.0                 
2013      4         2         0.14                0.0                 
2013      5         6         0.22                0.0                 
2013      6         4         0.04                0.22                
2013      7         1         0.024               0.29                
2013      8         5         0.39                1171.72             
2013      9         2         0.3                 146.1               
2013      10        1         0.4                 610.48              
2013      11        5         0.32                39.72               
2013      12        2         0.28                19.8                
2014      1         6         0.16                3.71                
2014      2         4         0.13                0.07                
2014      3         4         0.1                 0.0                 
2014      4         1         0.14                0.04                
2014      5         5         0.05                0.71                
2014      6         2         0.048               0.7                 
2014      7         1         0.34                1385.09             
2014      8         4         0.3                 491.09              
2014      9         1         0.24                59.61               
2014      10        6         0.18                16.3                
2014      11        4         0.13                3.4                 
2014      12        1         0.13                0.42                
2015      2         2         0.1                 0.03                
2015      3         2         0.09                0.0                 
2015      4         7         0.07                0.0                 
2015      5         4         0.053               0.06                
2015      6         1         0.017               1.53                
2015      7         6         0.022               1.06                
2015      8         3         0.2                 182.09              
2015      9         1         0.25                25.39               
2015      10        5         0.16                8.63                
2015      11        3         0.12                0.25                
2015      11        30        0.099               0.21                
2016      1         4         0.096               0.0                 
2016      2         3         0.18                0.0                 
2016      3         1         0.18                0.0                 
2016      4         4         0.1                 0.0                 
2016      5         2         0.16                0.0                 
2016      6         6         0.048               2.93                
2016      7         4         0.19                252.65              
2016      8         1         0.3                 306.94              
2016      9         5         0.35                86.28               
2016      10        4         0.52                651.75              
2016      11        1         0.37                234.38              
2016      12        8         0.24                4.19                
2017      1         12        0.14                0.25                
2017      2         16        0.083               0.56                
2017      3         9         0.075               0.03                
2017      4         5         0.032               0.22                
2017      5         18        0.036               6.67                
2017      6         8         0.088               36.78               
2017      7         11        0.27                310.11              
2017      8         17        0.54                799.9               
2017      9         21        0.37                250.03              
2017      10        12        0.59                392.16              
2017      11        14        0.3                 11.31               
2017      12        21        0.13                0.69                
2018      1         17        0.093               0.39                
2018      2         9         0.094               0.02                
2018      3         8         0.1                 0.0                 
2018      4         10        0.081               0.02                
2018      5         3         0.046               0.03                
2018      6         7         0.032               16.27               
2018      7         12        0.24                405.1               
2018      8         7         0.45                927.55              
2018      9         5         0.31                119.33              
2018      10        11        0.14                35.34               
2018      11        8         0.16                7.59                
2018      12        6         0.12                3.64                
