Year      Month     Day       TotalP_mg/l         Q_Ml/d    
2005      1         10        0.03                31.43               
2005      2         1         0.02                32.36               
2005      3         2         0.03                7.46                
2005      4         11        0.02                0.01                
2005      5         9         0.01                11.26               
2005      6         23        0.02                22.78               
2005      7         19        0.02                28.94               
2005      8         11        0.02                23.68               
2005      9         15        0.03                21.29               
2005      10        17        0.01                12.92               
2005      11        3         0.02                21.57               
2005      12        15        0.03                25.5                
2006      1         11        0.02                30.83               
2006      2         16        0.02                40.49               
2006      3         14        0.01                5.89                
2006      4         11        0.01                9.92                
2006      5         9         0.01                40.0                
2006      6         14        0.01                13.38               
2006      7         25        0.008               9.39                
2006      8         10        0.03                17.44               
2006      9         7         0.02                10.86               
2006      10        16        0.01                19.18               
2006      11        14        0.01                9.02                
2006      12        19        0.008               7.27                
2007      1         9         0.02                10.57               
2007      2         20        0.02                0.0                 
2007      3         13        0.03                4.78                
2007      4         12        0.04                0.0                 
2007      5         29        0.01                2.58                
2007      6         13        0.02                4.08                
2007      7         23        0.02                9.64                
2007      8         14        0.005               11.41               
2007      9         19        0.01                0.0                 
2007      10        10        0.01                9.08                
2007      11        26        0.02                1.11                
2007      12        17        0.009               6.33                
2008      1         9         0.05                1.57                
2008      2         14        0.005               2.17                
2008      3         13        0.03                6.76                
2008      4         8         0.04                0.0                 
2008      5         14        0.01                18.52               
2008      6         16        0.01                5.6                 
2008      7         14        0.01                5.56                
2008      8         11        0.02                6.97                
2008      9         15        0.01                1.6                 
2008      11        5         0.02                2.82                
2008      12        4         0.02                0.11                
2009      1         6         0.03                0.0                 
2009      2         3         0.03                0.0                 
2009      3         4         0.05                0.0                 
2009      4         1         0.03                2.64                
2009      5         7         0.03                4.66                
2009      6         22        0.04                0.0                 
2009      7         13        0.008               8.98                
2009      9         8         0.011               0.0                 
2009      10        20        0.014               0.0                 
2009      11        18        0.005               0.0                 
2009      12        14        0.013               7.78                
2010      1         7         0.03                1.43                
2010      2         4         0.005               6.69                
2010      3         3         0.005               5.7                 
2010      4         13        0.005               7.01                
2010      5         5         0.021               2.0                 
2010      6         2         0.005               6.41                
2010      7         8         0.027               5.35                
2010      8         23        0.19                1215.48             
2010      9         15        0.19                1443.45             
2010      10        14        0.093               400.35              
2010      11        11        0.14                154.22              
2010      12        13        0.13                1203.97             
2011      1         31        0.12                823.14              
2011      2         28        0.12                283.63              
2011      3         24        0.058               259.43              
2011      4         13        0.027               192.38              
2011      5         17        0.098               78.76               
2011      6         16        0.066               78.59               
2011      7         12        0.05                116.71              
2011      8         3         0.21                119.13              
2011      9         12        0.1                 159.68              
2011      10        5         0.1                 319.81              
2011      11        2         0.046               35.46               
2012      1         12        0.043               40.33               
2012      2         8         0.04                74.53               
2012      3         15        0.053               58.12               
2012      4         2         0.065               94.56               
2012      5         3         0.046               84.96               
2012      6         6         0.03                93.31               
2012      7         5         0.026               78.45               
2012      8         7         0.037               274.85              
2012      9         6         0.098               732.48              
2012      10        3         0.054               196.34              
2012      11        8         0.012               59.47               
2012      12        3         0.11                41.68               
2013      1         2         0.027               44.9                
2013      2         5         0.027               161.68              
2013      3         5         0.03                133.48              
2013      4         3         0.035               233.34              
2013      5         2         0.036               349.58              
2013      6         4         0.032               183.4               
2013      7         3         0.031               96.93               
2013      8         7         0.041               88.33               
2013      9         3         0.042               76.59               
2013      10        8         0.026               116.66              
2013      11        6         0.035               18.54               
2013      12        3         0.18                22.92               
2014      1         7         0.027               30.31               
2014      2         5         0.043               120.08              
2014      3         4         0.031               99.28               
2014      4         1         0.031               245.18              
2014      5         6         0.021               85.02               
2014      6         25        0.024               124.25              
2014      7         2         0.044               122.06              
2014      8         5         0.031               89.16               
2014      9         2         0.025               390.81              
2014      10        7         0.2                 75.58               
2014      11        5         0.039               25.95               
2014      12        2         0.012               66.77               
2015      1         6         0.016               28.48               
2015      2         5         0.029               38.0                
2015      3         2         0.014               0.0                 
2015      4         9         0.047               46.1                
2015      5         5         0.021               128.1               
2015      6         2         0.012               68.54               
2015      7         2         0.15                85.31               
2015      8         4         0.018               91.53               
2015      9         1         0.029               376.35              
2015      10        6         0.024               109.74              
2015      11        3         0.027               20.91               
2015      12        1         0.019               44.4                
2016      1         4         0.019               12.07               
2016      2         2         0.013               39.03               
2016      3         1         0.013               6.43                
2016      4         5         0.049               28.88               
2016      5         3         0.029               107.71              
2016      6         1         0.013               21.43               
2016      7         14        0.02                24.56               
2016      8         4         0.072               100.84              
2016      9         6         0.012               74.93               
2016      10        25        0.074               1087.06             
2016      11        9         0.042               64.37               
2016      12        15        0.027               64.77               
2017      1         11        0.019               66.07               
2017      2         2         0.031               58.13               
2017      3         2         0.033               216.28              
2017      4         5         0.062               482.28              
2017      5         11        0.039               91.83               
2017      6         8         0.037               96.59               
2017      7         13        0.05                121.22              
2017      8         14        0.044               90.33               
2017      9         7         0.038               89.21               
2017      10        5         0.014               482.08              
2017      11        9         0.035               24.95               
2017      12        7         0.02                25.45               
2018      1         11        0.012               34.19               
2018      2         8         0.019               69.94               
2018      3         6         0.022               18.56               
2018      4         3         0.026               167.13              
2018      5         8         0.016               84.09               
2018      6         6         0.013               98.59               
2018      7         4         0.012               111.65              
2018      8         7         0.019               109.0               
2018      9         4         0.018               109.99              
2018      10        25        0.034               288.04              
2018      11        14        0.02                41.87               
2018      12        3         0.02                18.0                
