Year      Month     Day       TotalP_mg/l         Q_Ml/d    
2005      1         24        0.03                482.04              
2005      2         23        0.01                891.81              
2005      3         22        0.01                582.15              
2005      4         21        0.03                620.9               
2005      5         18        0.02                361.34              
2005      6         8         0.008               254.87              
2005      7         21        0.01                2781.76             
2005      8         24        0.02                9311.06             
2005      9         27        0.01                4657.73             
2005      10        25        0.02                3760.57             
2005      11        23        0.02                2898.03             
2005      12        19        0.02                1495.96             
2006      1         24        0.02                351.56              
2006      2         9         0.009               291.72              
2006      3         9         0.01                528.13              
2006      4         11        0.02                275.64              
2006      5         29        0.006               379.88              
2006      6         20        0.005               278.78              
2006      7         18        0.008               736.19              
2006      8         15        0.005               365.13              
2006      9         13        0.006               376.08              
2006      10        23        0.005               151.11              
2006      11        15        0.007               245.39              
2006      12        12        0.01                165.92              
2007      1         18        0.13                54.26               
2007      2         20        0.02                65.39               
2007      3         28        0.02                111.88              
2007      4         19        0.02                62.98               
2007      5         8         0.01                177.4               
2007      6         19        0.005               491.22              
2007      7         25        0.02                1544.93             
2007      8         28        0.01                1515.96             
2007      9         20        0.01                1137.54             
2007      10        23        0.02                590.75              
2007      11        16        0.02                759.54              
2007      12        18        0.02                722.28              
2008      1         29        0.02                545.18              
2008      2         26        0.01                282.09              
2008      3         19        0.01                279.7               
2008      4         15        0.02                350.23              
2008      5         22        0.02                598.98              
2008      6         24        0.01                808.5               
2008      7         23        0.03                5704.62             
2008      8         21        0.01                2181.51             
2008      9         22        0.01                1234.17             
2008      10        9         0.02                961.14              
2008      11        20        0.01                820.23              
2008      12        8         0.01                542.58              
2009      1         12        0.01                243.87              
2009      2         17        0.02                202.68              
2009      3         19        0.06                215.64              
2009      4         23        0.01                187.01              
2009      5         20        0.03                400.91              
2009      6         24        0.17                801.78              
2009      7         22        0.036               2078.32             
2009      8         11        0.014               2033.23             
2009      9         15        0.007               2427.24             
2009      10        8         0.03                3834.03             
2009      12        16        0.008               500.47              
2010      1         21        0.011               319.84              
2010      2         15        0.013               515.37              
2010      3         16        0.014               916.96              
2010      4         20        0.006               556.65              
2010      5         27        0.029               851.47              
2010      6         21        0.005               3113.68             
2010      7         28        0.01                2689.71             
2010      8         25        0.035               10914.7             
2010      9         27        0.03                4148.02             
2010      10        11        0.016               2249.9              
2010      11        22        0.022               5044.05             
2010      12        22        0.024               6579.31             
2011      1         13        0.035               6470.1              
2011      2         28        0.028               5766.11             
2011      3         21        0.014               2197.41             
2011      4         5         0.008               1585.53             
2011      5         25        0.035               1859.44             
2011      6         20        0.012               1638.26             
2011      7         4         0.061               4672.45             
2011      8         17        0.03                7834.59             
2011      9         19        0.014               1960.0              
2011      10        20        0.019               1618.38             
2011      11        17        0.017               1246.46             
2011      12        5         0.011               2302.81             
2012      1         18        0.012               715.56              
2012      2         6         0.022               795.79              
2012      3         8         0.056               6626.78             
2012      4         23        0.05                1541.64             
2012      5         23        0.01                850.39              
2012      6         25        0.032               6304.87             
2012      7         23        0.019               7265.34             
2012      8         21        0.027               8572.35             
2012      9         18        0.017               4586.22             
2012      10        24        0.013               1238.4              
2012      11        27        0.009               875.57              
2012      12        17        0.045               1415.06             
2013      1         22        0.021               260.1               
2013      2         18        0.015               312.43              
2013      3         26        0.15                537.55              
2013      4         17        0.048               917.31              
2013      5         23        0.017               1352.31             
2013      6         26        0.02                1367.24             
2013      8         29        0.022               11164.87            
2013      9         26        0.014               3702.75             
2013      10        17        0.012               1853.86             
2013      11        19        0.011               1206.15             
2013      12        16        0.012               738.05              
2014      1         22        0.02                272.88              
2014      2         11        0.019               285.49              
2014      3         20        0.017               325.63              
2014      4         23        0.012               621.51              
2014      5         19        0.012               479.54              
2014      6         17        0.034               2655.57             
2014      7         24        0.017               6499.47             
2014      8         20        0.01                2500.93             
2014      9         17        0.013               2153.43             
2014      10        16        0.022               1037.09             
2014      11        26        0.028               609.83              
2014      12        16        0.023               383.71              
2015      1         13        0.022               372.3               
2015      2         18        0.021               355.21              
2015      3         24        0.012               284.61              
2015      4         8         0.011               267.26              
2015      5         19        0.018               1213.18             
2015      6         16        0.013               1027.15             
2015      7         14        0.02                2442.28             
2015      8         11        0.015               4000.26             
2015      9         23        0.015               879.78              
2015      10        28        0.013               554.07              
2015      11        25        0.014               475.84              
2015      12        9         0.2                 1539.72             
2016      1         12        0.017               258.86              
2016      2         2         0.021               518.26              
2016      3         22        0.009               296.08              
2016      4         21        0.013               188.68              
2016      5         19        0.009               1584.56             
2016      6         14        0.011               4171.81             
2016      7         19        0.032               8067.53             
2016      8         23        0.024               9353.69             
2016      9         13        0.015               9774.22             
2016      10        25        0.009               6871.1              
2016      11        23        0.014               2634.87             
2016      12        20        0.011               960.67              
2017      1         18        0.012               932.61              
2017      2         21        0.013               848.76              
2017      3         22        0.027               556.54              
2017      4         10        0.026               918.21              
2017      5         24        0.014               422.72              
2017      6         13        0.008               486.3               
2017      7         18        0.015               858.75              
2017      9         27        0.008               3537.44             
2017      10        19        0.013               2678.63             
2017      11        27        0.013               1081.87             
2017      12        12        0.018               2855.21             
2018      1         18        0.012               609.89              
2018      2         15        0.014               585.81              
2018      3         15        0.016               277.01              
2018      4         18        0.015               383.62              
2018      5         29        0.012               355.41              
2018      6         18        0.015               3077.76             
2018      7         17        0.014               1280.77             
2018      8         28        0.012               3723.07             
2018      9         4         0.016               3217.86             
2018      10        9         0.012               1269.31             
2018      11        22        0.012               798.11              
2018      12        11        0.012               477.46              
